Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,800
  scalars                 : 20
  total                   : 85,852,980
Estimated FLOPs per token: 4.443389e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011351 | lrm: 1.00 | dt: 9621ms | tok/sec: 13,623 | mfu: 0.6% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.864971 | lrm: 1.00 | dt: 134ms | tok/sec: 980,531 | mfu: 44.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.495896 | lrm: 1.00 | dt: 137ms | tok/sec: 955,385 | mfu: 42.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.037915 | lrm: 1.00 | dt: 136ms | tok/sec: 960,950 | mfu: 43.2% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.688865 | lrm: 1.00 | dt: 136ms | tok/sec: 960,760 | mfu: 43.1% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.378205 | lrm: 1.00 | dt: 138ms | tok/sec: 949,560 | mfu: 42.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.132847 | lrm: 1.00 | dt: 139ms | tok/sec: 946,329 | mfu: 42.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.927392 | lrm: 1.00 | dt: 156ms | tok/sec: 838,482 | mfu: 37.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.753682 | lrm: 1.00 | dt: 143ms | tok/sec: 917,329 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.608806 | lrm: 1.00 | dt: 139ms | tok/sec: 944,342 | mfu: 42.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.483430 | lrm: 1.00 | dt: 138ms | tok/sec: 949,182 | mfu: 42.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.371879 | lrm: 1.00 | dt: 138ms | tok/sec: 950,601 | mfu: 42.7% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 6.279604 | lrm: 1.00 | dt: 138ms | tok/sec: 948,204 | mfu: 42.6% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.198147 | lrm: 1.00 | dt: 142ms | tok/sec: 923,987 | mfu: 41.5% | epoch: 1 | remaining: 300s    
step 00014 (0.1%) | loss: 6.123993 | lrm: 1.00 | dt: 151ms | tok/sec: 867,834 | mfu: 39.0% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 6.063593 | lrm: 1.00 | dt: 146ms | tok/sec: 898,840 | mfu: 40.4% | epoch: 1 | remaining: 299s    
step 00016 (0.2%) | loss: 6.010058 | lrm: 1.00 | dt: 141ms | tok/sec: 928,895 | mfu: 41.7% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 5.956490 | lrm: 1.00 | dt: 139ms | tok/sec: 939,682 | mfu: 42.2% | epoch: 1 | remaining: 299s    
step 00018 (0.3%) | loss: 5.909240 | lrm: 1.00 | dt: 137ms | tok/sec: 954,677 | mfu: 42.9% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 5.866581 | lrm: 1.00 | dt: 138ms | tok/sec: 950,268 | mfu: 42.7% | epoch: 1 | remaining: 299s    
step 00020 (0.4%) | loss: 5.830386 | lrm: 1.00 | dt: 142ms | tok/sec: 926,171 | mfu: 41.6% | epoch: 1 | remaining: 299s    
step 00021 (0.5%) | loss: 5.796610 | lrm: 1.00 | dt: 146ms | tok/sec: 897,476 | mfu: 40.3% | epoch: 1 | remaining: 298s    
step 00022 (0.5%) | loss: 5.763718 | lrm: 1.00 | dt: 145ms | tok/sec: 903,003 | mfu: 40.5% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 5.731803 | lrm: 1.00 | dt: 142ms | tok/sec: 922,178 | mfu: 41.4% | epoch: 1 | remaining: 298s    
step 00024 (0.6%) | loss: 5.703148 | lrm: 1.00 | dt: 140ms | tok/sec: 933,981 | mfu: 41.9% | epoch: 1 | remaining: 298s    
step 00025 (0.7%) | loss: 5.668445 | lrm: 1.00 | dt: 140ms | tok/sec: 938,026 | mfu: 42.1% | epoch: 1 | remaining: 298s    
step 00026 (0.7%) | loss: 5.640881 | lrm: 1.00 | dt: 138ms | tok/sec: 952,550 | mfu: 42.8% | epoch: 1 | remaining: 298s    
step 00027 (0.8%) | loss: 5.617518 | lrm: 1.00 | dt: 145ms | tok/sec: 906,975 | mfu: 40.7% | epoch: 1 | remaining: 298s    
step 00028 (0.8%) | loss: 5.595453 | lrm: 1.00 | dt: 146ms | tok/sec: 899,279 | mfu: 40.4% | epoch: 1 | remaining: 297s    
step 00029 (0.9%) | loss: 5.570464 | lrm: 1.00 | dt: 145ms | tok/sec: 901,794 | mfu: 40.5% | epoch: 1 | remaining: 297s    
step 00030 (0.9%) | loss: 5.546362 | lrm: 1.00 | dt: 141ms | tok/sec: 928,291 | mfu: 41.7% | epoch: 1 | remaining: 297s    
