Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,153,600
  scalars                 : 20
  total                   : 85,853,780
Estimated FLOPs per token: 4.286150e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011344 | lrm: 0.00 | dt: 9706ms | tok/sec: 27,007 | mfu: 1.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011376 | lrm: 0.00 | dt: 247ms | tok/sec: 1,059,689 | mfu: 45.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011383 | lrm: 0.00 | dt: 248ms | tok/sec: 1,057,084 | mfu: 45.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011365 | lrm: 0.00 | dt: 247ms | tok/sec: 1,059,595 | mfu: 45.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011340 | lrm: 0.00 | dt: 249ms | tok/sec: 1,053,905 | mfu: 45.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011338 | lrm: 0.00 | dt: 250ms | tok/sec: 1,050,126 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011351 | lrm: 0.00 | dt: 251ms | tok/sec: 1,044,327 | mfu: 45.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011337 | lrm: 0.00 | dt: 248ms | tok/sec: 1,055,112 | mfu: 45.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011332 | lrm: 0.00 | dt: 248ms | tok/sec: 1,057,038 | mfu: 45.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011322 | lrm: 0.00 | dt: 248ms | tok/sec: 1,056,556 | mfu: 45.8% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011320 | lrm: 0.00 | dt: 250ms | tok/sec: 1,048,989 | mfu: 45.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011337 | lrm: 0.00 | dt: 249ms | tok/sec: 1,051,745 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011326 | lrm: 0.02 | dt: 250ms | tok/sec: 1,050,078 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 9.010461 | lrm: 0.03 | dt: 263ms | tok/sec: 995,757 | mfu: 43.1% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 9.008048 | lrm: 0.05 | dt: 270ms | tok/sec: 970,363 | mfu: 42.0% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 9.003351 | lrm: 0.07 | dt: 274ms | tok/sec: 957,785 | mfu: 41.5% | epoch: 1 | remaining: 299s    
step 00016 (0.4%) | loss: 8.995618 | lrm: 0.09 | dt: 272ms | tok/sec: 962,362 | mfu: 41.7% | epoch: 1 | remaining: 298s    
step 00017 (0.5%) | loss: 8.983460 | lrm: 0.11 | dt: 266ms | tok/sec: 984,731 | mfu: 42.7% | epoch: 1 | remaining: 298s    
step 00018 (0.6%) | loss: 8.964587 | lrm: 0.12 | dt: 272ms | tok/sec: 962,231 | mfu: 41.7% | epoch: 1 | remaining: 298s    
step 00019 (0.7%) | loss: 8.934598 | lrm: 0.14 | dt: 273ms | tok/sec: 959,854 | mfu: 41.6% | epoch: 1 | remaining: 298s    
step 00020 (0.8%) | loss: 8.887270 | lrm: 0.16 | dt: 269ms | tok/sec: 975,378 | mfu: 42.2% | epoch: 1 | remaining: 297s    
step 00021 (0.9%) | loss: 8.813482 | lrm: 0.18 | dt: 267ms | tok/sec: 982,758 | mfu: 42.6% | epoch: 1 | remaining: 297s    
step 00022 (1.0%) | loss: 8.704446 | lrm: 0.20 | dt: 275ms | tok/sec: 951,784 | mfu: 41.2% | epoch: 1 | remaining: 297s    
step 00023 (1.1%) | loss: 8.568031 | lrm: 0.21 | dt: 270ms | tok/sec: 970,632 | mfu: 42.0% | epoch: 1 | remaining: 297s    
step 00024 (1.2%) | loss: 8.424240 | lrm: 0.23 | dt: 269ms | tok/sec: 973,488 | mfu: 42.2% | epoch: 1 | remaining: 296s    
step 00025 (1.2%) | loss: 8.269743 | lrm: 0.25 | dt: 269ms | tok/sec: 975,407 | mfu: 42.3% | epoch: 1 | remaining: 296s    
step 00026 (1.3%) | loss: 8.103084 | lrm: 0.27 | dt: 274ms | tok/sec: 958,304 | mfu: 41.5% | epoch: 1 | remaining: 296s    
step 00027 (1.4%) | loss: 7.935241 | lrm: 0.29 | dt: 275ms | tok/sec: 952,395 | mfu: 41.3% | epoch: 1 | remaining: 295s    
step 00028 (1.5%) | loss: 7.774251 | lrm: 0.30 | dt: 267ms | tok/sec: 980,228 | mfu: 42.5% | epoch: 1 | remaining: 295s    
step 00029 (1.6%) | loss: 7.617652 | lrm: 0.32 | dt: 276ms | tok/sec: 950,635 | mfu: 41.2% | epoch: 1 | remaining: 295s    
step 00030 (1.7%) | loss: 7.464550 | lrm: 0.34 | dt: 270ms | tok/sec: 971,900 | mfu: 42.1% | epoch: 1 | remaining: 295s    
step 00031 (1.8%) | loss: 7.321653 | lrm: 0.36 | dt: 272ms | tok/sec: 965,001 | mfu: 41.8% | epoch: 1 | remaining: 294s    
step 00032 (1.9%) | loss: 7.186925 | lrm: 0.38 | dt: 269ms | tok/sec: 973,812 | mfu: 42.2% | epoch: 1 | remaining: 294s    
step 00033 (2.0%) | loss: 7.062378 | lrm: 0.39 | dt: 271ms | tok/sec: 968,422 | mfu: 41.9% | epoch: 1 | remaining: 294s    
step 00034 (2.1%) | loss: 6.942164 | lrm: 0.41 | dt: 273ms | tok/sec: 959,188 | mfu: 41.5% | epoch: 1 | remaining: 294s    
step 00035 (2.2%) | loss: 6.829587 | lrm: 0.43 | dt: 271ms | tok/sec: 966,311 | mfu: 41.9% | epoch: 1 | remaining: 293s    
step 00036 (2.2%) | loss: 6.722707 | lrm: 0.45 | dt: 270ms | tok/sec: 971,512 | mfu: 42.1% | epoch: 1 | remaining: 293s    
step 00037 (2.3%) | loss: 6.623132 | lrm: 0.47 | dt: 274ms | tok/sec: 955,160 | mfu: 41.4% | epoch: 1 | remaining: 293s    
step 00038 (2.4%) | loss: 6.529166 | lrm: 0.48 | dt: 269ms | tok/sec: 972,973 | mfu: 42.1% | epoch: 1 | remaining: 292s    
step 00039 (2.5%) | loss: 6.440793 | lrm: 0.50 | dt: 271ms | tok/sec: 965,820 | mfu: 41.8% | epoch: 1 | remaining: 292s    
step 00040 (2.6%) | loss: 6.360742 | lrm: 0.52 | dt: 270ms | tok/sec: 971,109 | mfu: 42.1% | epoch: 1 | remaining: 292s    
step 00041 (2.7%) | loss: 6.283835 | lrm: 0.54 | dt: 270ms | tok/sec: 970,482 | mfu: 42.0% | epoch: 1 | remaining: 292s    
step 00042 (2.8%) | loss: 6.213958 | lrm: 0.56 | dt: 273ms | tok/sec: 961,779 | mfu: 41.7% | epoch: 1 | remaining: 291s    
step 00043 (2.9%) | loss: 6.146967 | lrm: 0.57 | dt: 275ms | tok/sec: 954,908 | mfu: 41.4% | epoch: 1 | remaining: 291s    
step 00044 (3.0%) | loss: 6.085919 | lrm: 0.59 | dt: 271ms | tok/sec: 968,811 | mfu: 42.0% | epoch: 1 | remaining: 291s    
step 00045 (3.1%) | loss: 6.029982 | lrm: 0.61 | dt: 269ms | tok/sec: 976,063 | mfu: 42.3% | epoch: 1 | remaining: 291s    
step 00046 (3.1%) | loss: 5.976371 | lrm: 0.63 | dt: 271ms | tok/sec: 966,568 | mfu: 41.9% | epoch: 1 | remaining: 290s    
step 00047 (3.2%) | loss: 5.925337 | lrm: 0.65 | dt: 272ms | tok/sec: 962,725 | mfu: 41.7% | epoch: 1 | remaining: 290s    
step 00048 (3.3%) | loss: 5.880234 | lrm: 0.67 | dt: 272ms | tok/sec: 964,899 | mfu: 41.8% | epoch: 1 | remaining: 290s    
step 00049 (3.4%) | loss: 5.835446 | lrm: 0.68 | dt: 274ms | tok/sec: 955,724 | mfu: 41.4% | epoch: 1 | remaining: 289s    
step 00050 (3.5%) | loss: 5.796037 | lrm: 0.70 | dt: 272ms | tok/sec: 964,714 | mfu: 41.8% | epoch: 1 | remaining: 289s    
step 00051 (3.6%) | loss: 5.758859 | lrm: 0.72 | dt: 276ms | tok/sec: 951,441 | mfu: 41.2% | epoch: 1 | remaining: 289s    
