Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,800
  scalars                 : 20
  total                   : 85,852,980
Estimated FLOPs per token: 4.443389e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011347 | lrm: 1.00 | dt: 9561ms | tok/sec: 13,708 | mfu: 0.6% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.180274 | lrm: 1.00 | dt: 135ms | tok/sec: 970,728 | mfu: 43.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.962409 | lrm: 1.00 | dt: 137ms | tok/sec: 957,906 | mfu: 43.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.852552 | lrm: 1.00 | dt: 137ms | tok/sec: 956,468 | mfu: 43.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.589639 | lrm: 1.00 | dt: 136ms | tok/sec: 961,014 | mfu: 43.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.303831 | lrm: 1.00 | dt: 136ms | tok/sec: 960,933 | mfu: 43.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.107509 | lrm: 1.00 | dt: 136ms | tok/sec: 960,267 | mfu: 43.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.905792 | lrm: 1.00 | dt: 154ms | tok/sec: 851,637 | mfu: 38.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.712159 | lrm: 1.00 | dt: 145ms | tok/sec: 906,248 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.528685 | lrm: 1.00 | dt: 140ms | tok/sec: 938,364 | mfu: 42.1% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.355657 | lrm: 1.00 | dt: 138ms | tok/sec: 950,608 | mfu: 42.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.195675 | lrm: 1.00 | dt: 139ms | tok/sec: 939,660 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 7.048733 | lrm: 1.00 | dt: 137ms | tok/sec: 954,485 | mfu: 42.9% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.912616 | lrm: 1.00 | dt: 139ms | tok/sec: 940,934 | mfu: 42.3% | epoch: 1 | remaining: 300s    
step 00014 (0.1%) | loss: 6.786097 | lrm: 1.00 | dt: 150ms | tok/sec: 875,254 | mfu: 39.3% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 6.674398 | lrm: 1.00 | dt: 146ms | tok/sec: 896,807 | mfu: 40.3% | epoch: 1 | remaining: 299s    
step 00016 (0.2%) | loss: 6.574263 | lrm: 1.00 | dt: 141ms | tok/sec: 926,983 | mfu: 41.6% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 6.477297 | lrm: 1.00 | dt: 138ms | tok/sec: 950,309 | mfu: 42.7% | epoch: 1 | remaining: 299s    
step 00018 (0.3%) | loss: 6.391858 | lrm: 1.00 | dt: 138ms | tok/sec: 946,722 | mfu: 42.5% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 6.312741 | lrm: 1.00 | dt: 138ms | tok/sec: 947,616 | mfu: 42.6% | epoch: 1 | remaining: 299s    
step 00020 (0.4%) | loss: 6.243114 | lrm: 1.00 | dt: 142ms | tok/sec: 925,845 | mfu: 41.6% | epoch: 1 | remaining: 299s    
step 00021 (0.5%) | loss: 6.178534 | lrm: 1.00 | dt: 145ms | tok/sec: 904,822 | mfu: 40.6% | epoch: 1 | remaining: 298s    
step 00022 (0.5%) | loss: 6.118859 | lrm: 1.00 | dt: 144ms | tok/sec: 908,115 | mfu: 40.8% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 6.061867 | lrm: 1.00 | dt: 142ms | tok/sec: 919,956 | mfu: 41.3% | epoch: 1 | remaining: 298s    
step 00024 (0.6%) | loss: 6.012090 | lrm: 1.00 | dt: 142ms | tok/sec: 924,232 | mfu: 41.5% | epoch: 1 | remaining: 298s    
step 00025 (0.7%) | loss: 5.958748 | lrm: 1.00 | dt: 139ms | tok/sec: 941,591 | mfu: 42.3% | epoch: 1 | remaining: 298s    
step 00026 (0.7%) | loss: 5.915764 | lrm: 1.00 | dt: 140ms | tok/sec: 938,639 | mfu: 42.1% | epoch: 1 | remaining: 298s    
step 00027 (0.8%) | loss: 5.877979 | lrm: 1.00 | dt: 141ms | tok/sec: 926,594 | mfu: 41.6% | epoch: 1 | remaining: 298s    
step 00028 (0.8%) | loss: 5.843015 | lrm: 1.00 | dt: 144ms | tok/sec: 908,571 | mfu: 40.8% | epoch: 1 | remaining: 297s    
step 00029 (0.8%) | loss: 5.805993 | lrm: 1.00 | dt: 144ms | tok/sec: 908,567 | mfu: 40.8% | epoch: 1 | remaining: 297s    
step 00030 (0.9%) | loss: 5.772037 | lrm: 1.00 | dt: 142ms | tok/sec: 925,667 | mfu: 41.6% | epoch: 1 | remaining: 297s    
step 00031 (0.9%) | loss: 5.740089 | lrm: 1.00 | dt: 140ms | tok/sec: 934,942 | mfu: 42.0% | epoch: 1 | remaining: 297s    
step 00032 (1.0%) | loss: 5.709185 | lrm: 1.00 | dt: 139ms | tok/sec: 942,128 | mfu: 42.3% | epoch: 1 | remaining: 297s    
step 00033 (1.0%) | loss: 5.683934 | lrm: 1.00 | dt: 140ms | tok/sec: 938,145 | mfu: 42.1% | epoch: 1 | remaining: 297s    
step 00034 (1.1%) | loss: 5.654857 | lrm: 1.00 | dt: 142ms | tok/sec: 925,993 | mfu: 41.6% | epoch: 1 | remaining: 297s    
step 00035 (1.1%) | loss: 5.628037 | lrm: 1.00 | dt: 144ms | tok/sec: 908,953 | mfu: 40.8% | epoch: 1 | remaining: 296s    
step 00036 (1.2%) | loss: 5.606295 | lrm: 1.00 | dt: 144ms | tok/sec: 911,503 | mfu: 40.9% | epoch: 1 | remaining: 296s    
step 00037 (1.2%) | loss: 5.580398 | lrm: 1.00 | dt: 142ms | tok/sec: 920,074 | mfu: 41.3% | epoch: 1 | remaining: 296s    
step 00038 (1.3%) | loss: 5.557485 | lrm: 1.00 | dt: 141ms | tok/sec: 930,449 | mfu: 41.8% | epoch: 1 | remaining: 296s    
step 00039 (1.3%) | loss: 5.534424 | lrm: 1.00 | dt: 140ms | tok/sec: 935,746 | mfu: 42.0% | epoch: 1 | remaining: 296s    
step 00040 (1.4%) | loss: 5.511192 | lrm: 1.00 | dt: 142ms | tok/sec: 920,782 | mfu: 41.3% | epoch: 1 | remaining: 296s    
step 00041 (1.4%) | loss: 5.489665 | lrm: 1.00 | dt: 141ms | tok/sec: 928,724 | mfu: 41.7% | epoch: 1 | remaining: 296s    
step 00042 (1.5%) | loss: 5.471150 | lrm: 1.00 | dt: 143ms | tok/sec: 916,689 | mfu: 41.2% | epoch: 1 | remaining: 295s    
step 00043 (1.5%) | loss: 5.448563 | lrm: 1.00 | dt: 142ms | tok/sec: 920,692 | mfu: 41.3% | epoch: 1 | remaining: 295s    
step 00044 (1.6%) | loss: 5.429367 | lrm: 1.00 | dt: 143ms | tok/sec: 915,367 | mfu: 41.1% | epoch: 1 | remaining: 295s    
step 00045 (1.6%) | loss: 5.412514 | lrm: 1.00 | dt: 140ms | tok/sec: 936,135 | mfu: 42.0% | epoch: 1 | remaining: 295s    
step 00046 (1.7%) | loss: 5.395870 | lrm: 1.00 | dt: 139ms | tok/sec: 941,901 | mfu: 42.3% | epoch: 1 | remaining: 295s    
step 00047 (1.7%) | loss: 5.376449 | lrm: 1.00 | dt: 141ms | tok/sec: 929,041 | mfu: 41.7% | epoch: 1 | remaining: 295s    
step 00048 (1.7%) | loss: 5.359656 | lrm: 1.00 | dt: 140ms | tok/sec: 934,482 | mfu: 42.0% | epoch: 1 | remaining: 295s    
step 00049 (1.8%) | loss: 5.342897 | lrm: 1.00 | dt: 142ms | tok/sec: 923,191 | mfu: 41.5% | epoch: 1 | remaining: 294s    
step 00050 (1.8%) | loss: 5.325133 | lrm: 1.00 | dt: 142ms | tok/sec: 923,946 | mfu: 41.5% | epoch: 1 | remaining: 294s    
step 00051 (1.9%) | loss: 5.305716 | lrm: 1.00 | dt: 141ms | tok/sec: 926,494 | mfu: 41.6% | epoch: 1 | remaining: 294s    
step 00052 (1.9%) | loss: 5.285001 | lrm: 1.00 | dt: 141ms | tok/sec: 926,713 | mfu: 41.6% | epoch: 1 | remaining: 294s    
step 00053 (2.0%) | loss: 5.269750 | lrm: 1.00 | dt: 140ms | tok/sec: 933,558 | mfu: 41.9% | epoch: 1 | remaining: 294s    
step 00054 (2.0%) | loss: 5.251862 | lrm: 1.00 | dt: 141ms | tok/sec: 927,770 | mfu: 41.7% | epoch: 1 | remaining: 294s    
step 00055 (2.1%) | loss: 5.233769 | lrm: 1.00 | dt: 142ms | tok/sec: 925,067 | mfu: 41.5% | epoch: 1 | remaining: 294s    
