Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 8352ms | tok/sec: 62,777 | mfu: 1.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.752017 | lrm: 1.00 | dt: 315ms | tok/sec: 1,664,810 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.122479 | lrm: 1.00 | dt: 316ms | tok/sec: 1,657,567 | mfu: 40.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.601873 | lrm: 1.00 | dt: 344ms | tok/sec: 1,526,077 | mfu: 36.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.225051 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,633 | mfu: 39.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 6.950302 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,002 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.723556 | lrm: 1.00 | dt: 351ms | tok/sec: 1,492,246 | mfu: 36.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.537677 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,193 | mfu: 39.1% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.382795 | lrm: 1.00 | dt: 321ms | tok/sec: 1,634,513 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.255599 | lrm: 1.00 | dt: 347ms | tok/sec: 1,511,443 | mfu: 36.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.146016 | lrm: 1.00 | dt: 322ms | tok/sec: 1,629,961 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.055721 | lrm: 1.00 | dt: 335ms | tok/sec: 1,564,372 | mfu: 37.8% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 5.974195 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,348 | mfu: 38.6% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 5.900958 | lrm: 1.00 | dt: 344ms | tok/sec: 1,525,780 | mfu: 36.9% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.838507 | lrm: 1.00 | dt: 350ms | tok/sec: 1,496,881 | mfu: 36.2% | epoch: 1 | remaining: 299s    
step 00015 (0.5%) | loss: 5.781856 | lrm: 1.00 | dt: 330ms | tok/sec: 1,590,115 | mfu: 38.4% | epoch: 1 | remaining: 298s    
step 00016 (0.6%) | loss: 5.732457 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,221 | mfu: 39.0% | epoch: 1 | remaining: 298s    
step 00017 (0.7%) | loss: 5.684047 | lrm: 1.00 | dt: 340ms | tok/sec: 1,541,855 | mfu: 37.3% | epoch: 1 | remaining: 298s    
step 00018 (0.8%) | loss: 5.640812 | lrm: 1.00 | dt: 354ms | tok/sec: 1,481,228 | mfu: 35.8% | epoch: 1 | remaining: 297s    
step 00019 (0.9%) | loss: 5.598646 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,985 | mfu: 39.6% | epoch: 1 | remaining: 297s    
step 00020 (1.0%) | loss: 5.559060 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,165 | mfu: 38.7% | epoch: 1 | remaining: 297s    
step 00021 (1.1%) | loss: 5.519749 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,279 | mfu: 38.5% | epoch: 1 | remaining: 296s    
step 00022 (1.2%) | loss: 5.484616 | lrm: 1.00 | dt: 331ms | tok/sec: 1,583,284 | mfu: 38.3% | epoch: 1 | remaining: 296s    
step 00023 (1.3%) | loss: 5.446166 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,869 | mfu: 38.7% | epoch: 1 | remaining: 296s    
step 00024 (1.4%) | loss: 5.408135 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,500 | mfu: 38.7% | epoch: 1 | remaining: 295s    
step 00025 (1.6%) | loss: 5.372294 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,699 | mfu: 39.1% | epoch: 1 | remaining: 295s    
step 00026 (1.7%) | loss: 5.339557 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,804 | mfu: 38.8% | epoch: 1 | remaining: 295s    
step 00027 (1.8%) | loss: 5.308331 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,204 | mfu: 38.6% | epoch: 1 | remaining: 294s    
step 00028 (1.9%) | loss: 5.278833 | lrm: 1.00 | dt: 324ms | tok/sec: 1,616,963 | mfu: 39.1% | epoch: 1 | remaining: 294s    
step 00029 (2.0%) | loss: 5.249251 | lrm: 1.00 | dt: 343ms | tok/sec: 1,529,489 | mfu: 37.0% | epoch: 1 | remaining: 294s    
step 00030 (2.1%) | loss: 5.217022 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,403 | mfu: 38.8% | epoch: 1 | remaining: 293s    
step 00031 (2.2%) | loss: 5.184850 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,760 | mfu: 38.7% | epoch: 1 | remaining: 293s    
step 00032 (2.3%) | loss: 5.154148 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,284 | mfu: 38.6% | epoch: 1 | remaining: 293s    
step 00033 (2.4%) | loss: 5.125462 | lrm: 1.00 | dt: 332ms | tok/sec: 1,577,473 | mfu: 38.1% | epoch: 1 | remaining: 292s    
step 00034 (2.5%) | loss: 5.090336 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,565 | mfu: 39.1% | epoch: 1 | remaining: 292s    
step 00035 (2.7%) | loss: 5.060403 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,732 | mfu: 39.0% | epoch: 1 | remaining: 292s    
step 00036 (2.8%) | loss: 5.030835 | lrm: 1.00 | dt: 354ms | tok/sec: 1,482,277 | mfu: 35.8% | epoch: 1 | remaining: 291s    
step 00037 (2.9%) | loss: 5.002070 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,610 | mfu: 38.8% | epoch: 1 | remaining: 291s    
step 00038 (3.0%) | loss: 4.971991 | lrm: 1.00 | dt: 347ms | tok/sec: 1,511,946 | mfu: 36.5% | epoch: 1 | remaining: 291s    
step 00039 (3.1%) | loss: 4.942117 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,759 | mfu: 38.7% | epoch: 1 | remaining: 290s    
step 00040 (3.2%) | loss: 4.909517 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,151 | mfu: 39.1% | epoch: 1 | remaining: 290s    
step 00041 (3.3%) | loss: 4.879271 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,063 | mfu: 38.4% | epoch: 1 | remaining: 290s    
step 00042 (3.4%) | loss: 4.851600 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,682 | mfu: 38.6% | epoch: 1 | remaining: 289s    
step 00043 (3.5%) | loss: 4.821105 | lrm: 1.00 | dt: 337ms | tok/sec: 1,555,309 | mfu: 37.6% | epoch: 1 | remaining: 289s    
step 00044 (3.6%) | loss: 4.790849 | lrm: 1.00 | dt: 361ms | tok/sec: 1,454,300 | mfu: 35.1% | epoch: 1 | remaining: 289s    
step 00045 (3.8%) | loss: 4.761250 | lrm: 1.00 | dt: 318ms | tok/sec: 1,646,914 | mfu: 39.8% | epoch: 1 | remaining: 288s    
step 00046 (3.9%) | loss: 4.732566 | lrm: 1.00 | dt: 338ms | tok/sec: 1,552,946 | mfu: 37.5% | epoch: 1 | remaining: 288s    
step 00047 (4.0%) | loss: 4.694742 | lrm: 1.00 | dt: 333ms | tok/sec: 1,575,642 | mfu: 38.1% | epoch: 1 | remaining: 288s    
step 00048 (4.1%) | loss: 4.672200 | lrm: 1.00 | dt: 333ms | tok/sec: 1,573,296 | mfu: 38.0% | epoch: 1 | remaining: 287s    
step 00049 (4.2%) | loss: 4.642946 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,389 | mfu: 39.0% | epoch: 1 | remaining: 287s    
step 00050 (4.3%) | loss: 4.611478 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,275 | mfu: 38.7% | epoch: 1 | remaining: 287s    
step 00051 (4.4%) | loss: 4.584781 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,124 | mfu: 39.0% | epoch: 1 | remaining: 286s    
step 00052 (4.5%) | loss: 4.555536 | lrm: 1.00 | dt: 338ms | tok/sec: 1,550,584 | mfu: 37.5% | epoch: 1 | remaining: 286s    
step 00053 (4.6%) | loss: 4.527557 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,869 | mfu: 39.2% | epoch: 1 | remaining: 286s    
step 00054 (4.8%) | loss: 4.501449 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,379 | mfu: 38.8% | epoch: 1 | remaining: 285s    
step 00055 (4.9%) | loss: 4.474215 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,435 | mfu: 39.0% | epoch: 1 | remaining: 285s    
step 00056 (5.0%) | loss: 4.450769 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,512 | mfu: 38.9% | epoch: 1 | remaining: 285s    
step 00057 (5.1%) | loss: 4.425600 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,098 | mfu: 38.6% | epoch: 1 | remaining: 284s    
