Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 12, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 25,165,824
  lm_head                 : 4,194,304
  transformer_matrices    : 37,750,272
  scalars                 : 24
  total                   : 71,304,728
Estimated FLOPs per token: 2.964941e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011263 | lrm: 1.00 | dt: 22027ms | tok/sec: 11,901 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.697414 | lrm: 1.00 | dt: 213ms | tok/sec: 1,230,492 | mfu: 36.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.063629 | lrm: 1.00 | dt: 213ms | tok/sec: 1,228,602 | mfu: 36.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.689845 | lrm: 1.00 | dt: 214ms | tok/sec: 1,227,449 | mfu: 36.8% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.412976 | lrm: 1.00 | dt: 216ms | tok/sec: 1,213,973 | mfu: 36.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.177116 | lrm: 1.00 | dt: 237ms | tok/sec: 1,108,383 | mfu: 33.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.970912 | lrm: 1.00 | dt: 218ms | tok/sec: 1,200,780 | mfu: 36.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.800429 | lrm: 1.00 | dt: 215ms | tok/sec: 1,220,272 | mfu: 36.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.658453 | lrm: 1.00 | dt: 216ms | tok/sec: 1,214,251 | mfu: 36.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.534666 | lrm: 1.00 | dt: 228ms | tok/sec: 1,147,876 | mfu: 34.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.431359 | lrm: 1.00 | dt: 223ms | tok/sec: 1,173,286 | mfu: 35.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.335251 | lrm: 1.00 | dt: 218ms | tok/sec: 1,201,293 | mfu: 36.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.246663 | lrm: 1.00 | dt: 215ms | tok/sec: 1,221,055 | mfu: 36.6% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.169768 | lrm: 1.00 | dt: 220ms | tok/sec: 1,189,425 | mfu: 35.6% | epoch: 1 | remaining: 299s    
step 00014 (0.2%) | loss: 6.099542 | lrm: 1.00 | dt: 228ms | tok/sec: 1,151,012 | mfu: 34.5% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 6.033518 | lrm: 1.00 | dt: 222ms | tok/sec: 1,182,756 | mfu: 35.4% | epoch: 1 | remaining: 299s    
step 00016 (0.4%) | loss: 5.973356 | lrm: 1.00 | dt: 218ms | tok/sec: 1,204,969 | mfu: 36.1% | epoch: 1 | remaining: 299s    
step 00017 (0.4%) | loss: 5.913609 | lrm: 1.00 | dt: 217ms | tok/sec: 1,207,545 | mfu: 36.2% | epoch: 1 | remaining: 298s    
step 00018 (0.5%) | loss: 5.859992 | lrm: 1.00 | dt: 225ms | tok/sec: 1,167,596 | mfu: 35.0% | epoch: 1 | remaining: 298s    
step 00019 (0.6%) | loss: 5.808282 | lrm: 1.00 | dt: 225ms | tok/sec: 1,166,770 | mfu: 35.0% | epoch: 1 | remaining: 298s    
step 00020 (0.7%) | loss: 5.758133 | lrm: 1.00 | dt: 220ms | tok/sec: 1,188,888 | mfu: 35.6% | epoch: 1 | remaining: 298s    
step 00021 (0.7%) | loss: 5.711265 | lrm: 1.00 | dt: 217ms | tok/sec: 1,209,216 | mfu: 36.2% | epoch: 1 | remaining: 298s    
step 00022 (0.8%) | loss: 5.668022 | lrm: 1.00 | dt: 221ms | tok/sec: 1,183,815 | mfu: 35.5% | epoch: 1 | remaining: 297s    
step 00023 (0.9%) | loss: 5.625650 | lrm: 1.00 | dt: 224ms | tok/sec: 1,169,857 | mfu: 35.1% | epoch: 1 | remaining: 297s    
step 00024 (1.0%) | loss: 5.585195 | lrm: 1.00 | dt: 223ms | tok/sec: 1,175,395 | mfu: 35.2% | epoch: 1 | remaining: 297s    
step 00025 (1.0%) | loss: 5.543801 | lrm: 1.00 | dt: 218ms | tok/sec: 1,200,403 | mfu: 36.0% | epoch: 1 | remaining: 297s    
step 00026 (1.1%) | loss: 5.503465 | lrm: 1.00 | dt: 218ms | tok/sec: 1,204,173 | mfu: 36.1% | epoch: 1 | remaining: 296s    
step 00027 (1.2%) | loss: 5.463559 | lrm: 1.00 | dt: 221ms | tok/sec: 1,186,793 | mfu: 35.6% | epoch: 1 | remaining: 296s    
step 00028 (1.2%) | loss: 5.426834 | lrm: 1.00 | dt: 222ms | tok/sec: 1,180,194 | mfu: 35.4% | epoch: 1 | remaining: 296s    
step 00029 (1.3%) | loss: 5.392028 | lrm: 1.00 | dt: 220ms | tok/sec: 1,189,845 | mfu: 35.7% | epoch: 1 | remaining: 296s    
step 00030 (1.4%) | loss: 5.353434 | lrm: 1.00 | dt: 218ms | tok/sec: 1,203,345 | mfu: 36.1% | epoch: 1 | remaining: 296s    
