Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,153,600
  scalars                 : 20
  total                   : 85,853,780
Estimated FLOPs per token: 4.286150e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011344 | lrm: 0.00 | dt: 10293ms | tok/sec: 25,467 | mfu: 1.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011376 | lrm: 0.00 | dt: 246ms | tok/sec: 1,066,390 | mfu: 46.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011383 | lrm: 0.00 | dt: 249ms | tok/sec: 1,053,701 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011365 | lrm: 0.00 | dt: 247ms | tok/sec: 1,059,528 | mfu: 45.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011340 | lrm: 0.00 | dt: 249ms | tok/sec: 1,052,868 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011338 | lrm: 0.00 | dt: 249ms | tok/sec: 1,054,433 | mfu: 45.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011351 | lrm: 0.00 | dt: 249ms | tok/sec: 1,051,779 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011337 | lrm: 0.00 | dt: 249ms | tok/sec: 1,051,233 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011332 | lrm: 0.00 | dt: 248ms | tok/sec: 1,055,288 | mfu: 45.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011322 | lrm: 0.00 | dt: 251ms | tok/sec: 1,043,059 | mfu: 45.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011320 | lrm: 0.00 | dt: 251ms | tok/sec: 1,045,900 | mfu: 45.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011337 | lrm: 0.00 | dt: 250ms | tok/sec: 1,050,566 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011326 | lrm: 0.02 | dt: 249ms | tok/sec: 1,051,086 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 9.010460 | lrm: 0.03 | dt: 264ms | tok/sec: 991,638 | mfu: 43.0% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 9.008046 | lrm: 0.05 | dt: 274ms | tok/sec: 956,672 | mfu: 41.4% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 9.003344 | lrm: 0.07 | dt: 272ms | tok/sec: 964,854 | mfu: 41.8% | epoch: 1 | remaining: 299s    
step 00016 (0.4%) | loss: 8.995589 | lrm: 0.09 | dt: 272ms | tok/sec: 962,322 | mfu: 41.7% | epoch: 1 | remaining: 298s    
step 00017 (0.5%) | loss: 8.983391 | lrm: 0.11 | dt: 270ms | tok/sec: 971,825 | mfu: 42.1% | epoch: 1 | remaining: 298s    
step 00018 (0.6%) | loss: 8.964454 | lrm: 0.12 | dt: 273ms | tok/sec: 959,647 | mfu: 41.6% | epoch: 1 | remaining: 298s    
step 00019 (0.7%) | loss: 8.934317 | lrm: 0.14 | dt: 271ms | tok/sec: 968,334 | mfu: 41.9% | epoch: 1 | remaining: 298s    
step 00020 (0.8%) | loss: 8.886702 | lrm: 0.16 | dt: 271ms | tok/sec: 968,154 | mfu: 41.9% | epoch: 1 | remaining: 297s    
step 00021 (0.9%) | loss: 8.812449 | lrm: 0.18 | dt: 270ms | tok/sec: 972,260 | mfu: 42.1% | epoch: 1 | remaining: 297s    
step 00022 (1.0%) | loss: 8.702738 | lrm: 0.20 | dt: 270ms | tok/sec: 971,924 | mfu: 42.1% | epoch: 1 | remaining: 297s    
step 00023 (1.1%) | loss: 8.566016 | lrm: 0.21 | dt: 270ms | tok/sec: 972,695 | mfu: 42.1% | epoch: 1 | remaining: 297s    
step 00024 (1.2%) | loss: 8.421750 | lrm: 0.23 | dt: 269ms | tok/sec: 973,834 | mfu: 42.2% | epoch: 1 | remaining: 296s    
step 00025 (1.2%) | loss: 8.266287 | lrm: 0.25 | dt: 270ms | tok/sec: 970,608 | mfu: 42.0% | epoch: 1 | remaining: 296s    
step 00026 (1.3%) | loss: 8.100089 | lrm: 0.27 | dt: 269ms | tok/sec: 973,270 | mfu: 42.2% | epoch: 1 | remaining: 296s    
step 00027 (1.4%) | loss: 7.932964 | lrm: 0.29 | dt: 272ms | tok/sec: 964,766 | mfu: 41.8% | epoch: 1 | remaining: 295s    
step 00028 (1.5%) | loss: 7.771787 | lrm: 0.30 | dt: 269ms | tok/sec: 974,625 | mfu: 42.2% | epoch: 1 | remaining: 295s    
step 00029 (1.6%) | loss: 7.615148 | lrm: 0.32 | dt: 272ms | tok/sec: 964,895 | mfu: 41.8% | epoch: 1 | remaining: 295s    
step 00030 (1.7%) | loss: 7.462170 | lrm: 0.34 | dt: 269ms | tok/sec: 975,982 | mfu: 42.3% | epoch: 1 | remaining: 295s    
step 00031 (1.8%) | loss: 7.319535 | lrm: 0.36 | dt: 271ms | tok/sec: 967,368 | mfu: 41.9% | epoch: 1 | remaining: 294s    
step 00032 (1.9%) | loss: 7.185035 | lrm: 0.38 | dt: 270ms | tok/sec: 970,276 | mfu: 42.0% | epoch: 1 | remaining: 294s    
step 00033 (2.0%) | loss: 7.060676 | lrm: 0.39 | dt: 276ms | tok/sec: 951,061 | mfu: 41.2% | epoch: 1 | remaining: 294s    
step 00034 (2.1%) | loss: 6.940669 | lrm: 0.41 | dt: 270ms | tok/sec: 971,810 | mfu: 42.1% | epoch: 1 | remaining: 294s    
step 00035 (2.2%) | loss: 6.828285 | lrm: 0.43 | dt: 270ms | tok/sec: 969,439 | mfu: 42.0% | epoch: 1 | remaining: 293s    
step 00036 (2.2%) | loss: 6.721581 | lrm: 0.45 | dt: 272ms | tok/sec: 963,449 | mfu: 41.7% | epoch: 1 | remaining: 293s    
step 00037 (2.3%) | loss: 6.622191 | lrm: 0.47 | dt: 269ms | tok/sec: 975,027 | mfu: 42.2% | epoch: 1 | remaining: 293s    
step 00038 (2.4%) | loss: 6.528420 | lrm: 0.48 | dt: 270ms | tok/sec: 969,511 | mfu: 42.0% | epoch: 1 | remaining: 292s    
step 00039 (2.5%) | loss: 6.440224 | lrm: 0.50 | dt: 270ms | tok/sec: 972,674 | mfu: 42.1% | epoch: 1 | remaining: 292s    
step 00040 (2.6%) | loss: 6.360343 | lrm: 0.52 | dt: 271ms | tok/sec: 966,890 | mfu: 41.9% | epoch: 1 | remaining: 292s    
step 00041 (2.7%) | loss: 6.283588 | lrm: 0.54 | dt: 270ms | tok/sec: 969,307 | mfu: 42.0% | epoch: 1 | remaining: 292s    
step 00042 (2.8%) | loss: 6.213903 | lrm: 0.56 | dt: 273ms | tok/sec: 958,897 | mfu: 41.5% | epoch: 1 | remaining: 291s    
step 00043 (2.9%) | loss: 6.147067 | lrm: 0.57 | dt: 274ms | tok/sec: 958,073 | mfu: 41.5% | epoch: 1 | remaining: 291s    
step 00044 (3.0%) | loss: 6.086179 | lrm: 0.59 | dt: 271ms | tok/sec: 967,222 | mfu: 41.9% | epoch: 1 | remaining: 291s    
step 00045 (3.1%) | loss: 6.030362 | lrm: 0.61 | dt: 273ms | tok/sec: 961,740 | mfu: 41.7% | epoch: 1 | remaining: 291s    
step 00046 (3.1%) | loss: 5.976806 | lrm: 0.63 | dt: 273ms | tok/sec: 961,074 | mfu: 41.6% | epoch: 1 | remaining: 290s    
step 00047 (3.2%) | loss: 5.925824 | lrm: 0.65 | dt: 275ms | tok/sec: 954,798 | mfu: 41.4% | epoch: 1 | remaining: 290s    
step 00048 (3.3%) | loss: 5.880768 | lrm: 0.67 | dt: 272ms | tok/sec: 962,525 | mfu: 41.7% | epoch: 1 | remaining: 290s    
step 00049 (3.4%) | loss: 5.836107 | lrm: 0.68 | dt: 270ms | tok/sec: 972,077 | mfu: 42.1% | epoch: 1 | remaining: 289s    
step 00050 (3.5%) | loss: 5.796887 | lrm: 0.70 | dt: 273ms | tok/sec: 958,640 | mfu: 41.5% | epoch: 1 | remaining: 289s    
step 00051 (3.6%) | loss: 5.759741 | lrm: 0.72 | dt: 273ms | tok/sec: 961,560 | mfu: 41.7% | epoch: 1 | remaining: 289s    
step 00052 (3.7%) | loss: 5.724510 | lrm: 0.74 | dt: 271ms | tok/sec: 968,037 | mfu: 41.9% | epoch: 1 | remaining: 289s    
step 00053 (3.8%) | loss: 5.691194 | lrm: 0.76 | dt: 271ms | tok/sec: 968,528 | mfu: 42.0% | epoch: 1 | remaining: 288s    
step 00054 (3.9%) | loss: 5.657452 | lrm: 0.77 | dt: 274ms | tok/sec: 957,585 | mfu: 41.5% | epoch: 1 | remaining: 288s    
step 00055 (4.0%) | loss: 5.627993 | lrm: 0.79 | dt: 274ms | tok/sec: 955,008 | mfu: 41.4% | epoch: 1 | remaining: 288s    
step 00056 (4.1%) | loss: 5.600495 | lrm: 0.81 | dt: 272ms | tok/sec: 964,083 | mfu: 41.8% | epoch: 1 | remaining: 288s    
step 00057 (4.1%) | loss: 5.575051 | lrm: 0.83 | dt: 270ms | tok/sec: 970,343 | mfu: 42.0% | epoch: 1 | remaining: 287s    
step 00058 (4.2%) | loss: 5.548425 | lrm: 0.85 | dt: 276ms | tok/sec: 948,170 | mfu: 41.1% | epoch: 1 | remaining: 287s    
step 00059 (4.3%) | loss: 5.523202 | lrm: 0.87 | dt: 272ms | tok/sec: 962,737 | mfu: 41.7% | epoch: 1 | remaining: 287s    
step 00060 (4.4%) | loss: 5.501795 | lrm: 0.88 | dt: 273ms | tok/sec: 960,387 | mfu: 41.6% | epoch: 1 | remaining: 286s    
step 00061 (4.5%) | loss: 5.476930 | lrm: 0.90 | dt: 272ms | tok/sec: 962,339 | mfu: 41.7% | epoch: 1 | remaining: 286s    
step 00062 (4.6%) | loss: 5.453116 | lrm: 0.92 | dt: 273ms | tok/sec: 958,777 | mfu: 41.5% | epoch: 1 | remaining: 286s    
step 00063 (4.7%) | loss: 5.428782 | lrm: 0.94 | dt: 271ms | tok/sec: 967,849 | mfu: 41.9% | epoch: 1 | remaining: 286s    
step 00064 (4.8%) | loss: 5.404091 | lrm: 0.96 | dt: 271ms | tok/sec: 969,044 | mfu: 42.0% | epoch: 1 | remaining: 285s    
step 00065 (4.9%) | loss: 5.383200 | lrm: 0.97 | dt: 272ms | tok/sec: 963,489 | mfu: 41.7% | epoch: 1 | remaining: 285s    
step 00066 (5.0%) | loss: 5.361812 | lrm: 0.99 | dt: 273ms | tok/sec: 959,365 | mfu: 41.6% | epoch: 1 | remaining: 285s    
step 00067 (5.1%) | loss: 5.342403 | lrm: 1.00 | dt: 274ms | tok/sec: 956,248 | mfu: 41.4% | epoch: 1 | remaining: 285s    
step 00068 (5.1%) | loss: 5.318371 | lrm: 1.00 | dt: 271ms | tok/sec: 966,252 | mfu: 41.9% | epoch: 1 | remaining: 284s    
step 00069 (5.2%) | loss: 5.293737 | lrm: 1.00 | dt: 274ms | tok/sec: 955,602 | mfu: 41.4% | epoch: 1 | remaining: 284s    
step 00070 (5.3%) | loss: 5.268270 | lrm: 1.00 | dt: 275ms | tok/sec: 953,463 | mfu: 41.3% | epoch: 1 | remaining: 284s    
step 00071 (5.4%) | loss: 5.247426 | lrm: 1.00 | dt: 274ms | tok/sec: 957,507 | mfu: 41.5% | epoch: 1 | remaining: 283s    
step 00072 (5.5%) | loss: 5.224848 | lrm: 1.00 | dt: 272ms | tok/sec: 963,619 | mfu: 41.7% | epoch: 1 | remaining: 283s    
step 00073 (5.6%) | loss: 5.203963 | lrm: 1.00 | dt: 274ms | tok/sec: 956,870 | mfu: 41.4% | epoch: 1 | remaining: 283s    
step 00074 (5.7%) | loss: 5.184452 | lrm: 1.00 | dt: 272ms | tok/sec: 963,682 | mfu: 41.7% | epoch: 1 | remaining: 283s    
step 00075 (5.8%) | loss: 5.162514 | lrm: 1.00 | dt: 273ms | tok/sec: 959,506 | mfu: 41.6% | epoch: 1 | remaining: 282s    
step 00076 (5.9%) | loss: 5.139802 | lrm: 1.00 | dt: 273ms | tok/sec: 959,564 | mfu: 41.6% | epoch: 1 | remaining: 282s    
step 00077 (6.0%) | loss: 5.117585 | lrm: 1.00 | dt: 272ms | tok/sec: 965,218 | mfu: 41.8% | epoch: 1 | remaining: 282s    
step 00078 (6.1%) | loss: 5.095898 | lrm: 1.00 | dt: 274ms | tok/sec: 957,199 | mfu: 41.5% | epoch: 1 | remaining: 282s    
step 00079 (6.1%) | loss: 5.073941 | lrm: 1.00 | dt: 271ms | tok/sec: 966,075 | mfu: 41.8% | epoch: 1 | remaining: 281s    
step 00080 (6.2%) | loss: 5.047117 | lrm: 1.00 | dt: 274ms | tok/sec: 955,256 | mfu: 41.4% | epoch: 1 | remaining: 281s    
