Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,800
  scalars                 : 20
  total                   : 85,852,980
Estimated FLOPs per token: 4.286102e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011347 | lrm: 1.00 | dt: 9375ms | tok/sec: 13,981 | mfu: 0.6% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.179570 | lrm: 1.00 | dt: 133ms | tok/sec: 983,624 | mfu: 42.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.936384 | lrm: 1.00 | dt: 135ms | tok/sec: 968,843 | mfu: 42.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.773592 | lrm: 1.00 | dt: 136ms | tok/sec: 960,560 | mfu: 41.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.538213 | lrm: 1.00 | dt: 136ms | tok/sec: 965,961 | mfu: 41.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.286285 | lrm: 1.00 | dt: 136ms | tok/sec: 961,052 | mfu: 41.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.108135 | lrm: 1.00 | dt: 138ms | tok/sec: 950,986 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.913441 | lrm: 1.00 | dt: 153ms | tok/sec: 856,000 | mfu: 37.1% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.721212 | lrm: 1.00 | dt: 141ms | tok/sec: 926,900 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.537301 | lrm: 1.00 | dt: 138ms | tok/sec: 949,467 | mfu: 41.1% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.361954 | lrm: 1.00 | dt: 137ms | tok/sec: 955,100 | mfu: 41.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.197756 | lrm: 1.00 | dt: 137ms | tok/sec: 956,629 | mfu: 41.4% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 7.047156 | lrm: 1.00 | dt: 137ms | tok/sec: 956,155 | mfu: 41.4% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.908239 | lrm: 1.00 | dt: 139ms | tok/sec: 941,720 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00014 (0.1%) | loss: 6.779672 | lrm: 1.00 | dt: 149ms | tok/sec: 881,742 | mfu: 38.2% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 6.666293 | lrm: 1.00 | dt: 144ms | tok/sec: 907,345 | mfu: 39.3% | epoch: 1 | remaining: 299s    
step 00016 (0.2%) | loss: 6.565393 | lrm: 1.00 | dt: 139ms | tok/sec: 945,574 | mfu: 41.0% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 6.468054 | lrm: 1.00 | dt: 137ms | tok/sec: 954,160 | mfu: 41.3% | epoch: 1 | remaining: 299s    
step 00018 (0.3%) | loss: 6.382043 | lrm: 1.00 | dt: 138ms | tok/sec: 951,131 | mfu: 41.2% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 6.303540 | lrm: 1.00 | dt: 136ms | tok/sec: 960,235 | mfu: 41.6% | epoch: 1 | remaining: 299s    
step 00020 (0.4%) | loss: 6.234800 | lrm: 1.00 | dt: 141ms | tok/sec: 931,991 | mfu: 40.4% | epoch: 1 | remaining: 299s    
step 00021 (0.5%) | loss: 6.170313 | lrm: 1.00 | dt: 145ms | tok/sec: 905,250 | mfu: 39.2% | epoch: 1 | remaining: 298s    
step 00022 (0.5%) | loss: 6.110448 | lrm: 1.00 | dt: 143ms | tok/sec: 918,522 | mfu: 39.8% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 6.053806 | lrm: 1.00 | dt: 141ms | tok/sec: 930,370 | mfu: 40.3% | epoch: 1 | remaining: 298s    
step 00024 (0.6%) | loss: 6.004404 | lrm: 1.00 | dt: 138ms | tok/sec: 949,865 | mfu: 41.1% | epoch: 1 | remaining: 298s    
step 00025 (0.7%) | loss: 5.950903 | lrm: 1.00 | dt: 137ms | tok/sec: 953,500 | mfu: 41.3% | epoch: 1 | remaining: 298s    
step 00026 (0.7%) | loss: 5.907672 | lrm: 1.00 | dt: 137ms | tok/sec: 955,311 | mfu: 41.4% | epoch: 1 | remaining: 298s    
step 00027 (0.7%) | loss: 5.869486 | lrm: 1.00 | dt: 141ms | tok/sec: 930,702 | mfu: 40.3% | epoch: 1 | remaining: 298s    
step 00028 (0.8%) | loss: 5.834647 | lrm: 1.00 | dt: 141ms | tok/sec: 927,463 | mfu: 40.2% | epoch: 1 | remaining: 297s    
step 00029 (0.8%) | loss: 5.797641 | lrm: 1.00 | dt: 143ms | tok/sec: 918,253 | mfu: 39.8% | epoch: 1 | remaining: 297s    
step 00030 (0.9%) | loss: 5.762935 | lrm: 1.00 | dt: 140ms | tok/sec: 937,903 | mfu: 40.6% | epoch: 1 | remaining: 297s    
step 00031 (0.9%) | loss: 5.730063 | lrm: 1.00 | dt: 140ms | tok/sec: 937,153 | mfu: 40.6% | epoch: 1 | remaining: 297s    
step 00032 (1.0%) | loss: 5.697364 | lrm: 1.00 | dt: 138ms | tok/sec: 952,690 | mfu: 41.3% | epoch: 1 | remaining: 297s    
step 00033 (1.0%) | loss: 5.669682 | lrm: 1.00 | dt: 137ms | tok/sec: 957,270 | mfu: 41.5% | epoch: 1 | remaining: 297s    
step 00034 (1.1%) | loss: 5.638472 | lrm: 1.00 | dt: 141ms | tok/sec: 931,439 | mfu: 40.3% | epoch: 1 | remaining: 297s    
step 00035 (1.1%) | loss: 5.609468 | lrm: 1.00 | dt: 141ms | tok/sec: 926,966 | mfu: 40.2% | epoch: 1 | remaining: 297s    
step 00036 (1.2%) | loss: 5.585537 | lrm: 1.00 | dt: 143ms | tok/sec: 917,400 | mfu: 39.7% | epoch: 1 | remaining: 296s    
step 00037 (1.2%) | loss: 5.557560 | lrm: 1.00 | dt: 140ms | tok/sec: 934,510 | mfu: 40.5% | epoch: 1 | remaining: 296s    
step 00038 (1.3%) | loss: 5.531818 | lrm: 1.00 | dt: 139ms | tok/sec: 940,816 | mfu: 40.8% | epoch: 1 | remaining: 296s    
step 00039 (1.3%) | loss: 5.505522 | lrm: 1.00 | dt: 138ms | tok/sec: 951,508 | mfu: 41.2% | epoch: 1 | remaining: 296s    
step 00040 (1.4%) | loss: 5.479390 | lrm: 1.00 | dt: 139ms | tok/sec: 942,560 | mfu: 40.8% | epoch: 1 | remaining: 296s    
step 00041 (1.4%) | loss: 5.454797 | lrm: 1.00 | dt: 139ms | tok/sec: 943,838 | mfu: 40.9% | epoch: 1 | remaining: 296s    
step 00042 (1.4%) | loss: 5.432719 | lrm: 1.00 | dt: 141ms | tok/sec: 929,885 | mfu: 40.3% | epoch: 1 | remaining: 296s    
step 00043 (1.5%) | loss: 5.406255 | lrm: 1.00 | dt: 143ms | tok/sec: 913,409 | mfu: 39.6% | epoch: 1 | remaining: 295s    
step 00044 (1.5%) | loss: 5.383591 | lrm: 1.00 | dt: 140ms | tok/sec: 933,997 | mfu: 40.5% | epoch: 1 | remaining: 295s    
