Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,153,600
  scalars                 : 20
  total                   : 85,853,780
Estimated FLOPs per token: 4.286150e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011344 | lrm: 0.00 | dt: 10017ms | tok/sec: 26,169 | mfu: 1.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011376 | lrm: 0.00 | dt: 248ms | tok/sec: 1,057,652 | mfu: 45.8% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011383 | lrm: 0.00 | dt: 250ms | tok/sec: 1,049,045 | mfu: 45.4% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011365 | lrm: 0.00 | dt: 248ms | tok/sec: 1,059,067 | mfu: 45.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011340 | lrm: 0.00 | dt: 249ms | tok/sec: 1,051,691 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011338 | lrm: 0.00 | dt: 249ms | tok/sec: 1,051,141 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011351 | lrm: 0.00 | dt: 249ms | tok/sec: 1,052,350 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011337 | lrm: 0.00 | dt: 249ms | tok/sec: 1,052,393 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011332 | lrm: 0.00 | dt: 249ms | tok/sec: 1,051,981 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011322 | lrm: 0.00 | dt: 250ms | tok/sec: 1,048,512 | mfu: 45.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011320 | lrm: 0.00 | dt: 250ms | tok/sec: 1,049,125 | mfu: 45.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011337 | lrm: 0.00 | dt: 250ms | tok/sec: 1,047,149 | mfu: 45.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011326 | lrm: 0.02 | dt: 249ms | tok/sec: 1,052,619 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 9.010458 | lrm: 0.03 | dt: 264ms | tok/sec: 991,352 | mfu: 42.9% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 9.008040 | lrm: 0.05 | dt: 276ms | tok/sec: 951,221 | mfu: 41.2% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 9.003333 | lrm: 0.07 | dt: 275ms | tok/sec: 953,454 | mfu: 41.3% | epoch: 1 | remaining: 299s    
step 00016 (0.4%) | loss: 8.995564 | lrm: 0.09 | dt: 273ms | tok/sec: 960,868 | mfu: 41.6% | epoch: 1 | remaining: 298s    
step 00017 (0.5%) | loss: 8.983327 | lrm: 0.11 | dt: 271ms | tok/sec: 968,648 | mfu: 42.0% | epoch: 1 | remaining: 298s    
step 00018 (0.6%) | loss: 8.964311 | lrm: 0.12 | dt: 270ms | tok/sec: 969,569 | mfu: 42.0% | epoch: 1 | remaining: 298s    
step 00019 (0.7%) | loss: 8.934024 | lrm: 0.14 | dt: 272ms | tok/sec: 963,116 | mfu: 41.7% | epoch: 1 | remaining: 298s    
step 00020 (0.8%) | loss: 8.886170 | lrm: 0.16 | dt: 269ms | tok/sec: 975,635 | mfu: 42.3% | epoch: 1 | remaining: 297s    
step 00021 (0.9%) | loss: 8.811532 | lrm: 0.18 | dt: 273ms | tok/sec: 959,925 | mfu: 41.6% | epoch: 1 | remaining: 297s    
step 00022 (1.0%) | loss: 8.701400 | lrm: 0.20 | dt: 274ms | tok/sec: 955,460 | mfu: 41.4% | epoch: 1 | remaining: 297s    
step 00023 (1.1%) | loss: 8.564488 | lrm: 0.21 | dt: 271ms | tok/sec: 967,044 | mfu: 41.9% | epoch: 1 | remaining: 297s    
step 00024 (1.2%) | loss: 8.420244 | lrm: 0.23 | dt: 269ms | tok/sec: 974,432 | mfu: 42.2% | epoch: 1 | remaining: 296s    
step 00025 (1.3%) | loss: 8.264806 | lrm: 0.25 | dt: 273ms | tok/sec: 960,862 | mfu: 41.6% | epoch: 1 | remaining: 296s    
step 00026 (1.3%) | loss: 8.099047 | lrm: 0.27 | dt: 273ms | tok/sec: 959,993 | mfu: 41.6% | epoch: 1 | remaining: 296s    
step 00027 (1.4%) | loss: 7.931489 | lrm: 0.29 | dt: 271ms | tok/sec: 967,076 | mfu: 41.9% | epoch: 1 | remaining: 295s    
step 00028 (1.5%) | loss: 7.769787 | lrm: 0.30 | dt: 272ms | tok/sec: 964,587 | mfu: 41.8% | epoch: 1 | remaining: 295s    
step 00029 (1.6%) | loss: 7.613236 | lrm: 0.32 | dt: 273ms | tok/sec: 961,352 | mfu: 41.6% | epoch: 1 | remaining: 295s    
step 00030 (1.7%) | loss: 7.460344 | lrm: 0.34 | dt: 271ms | tok/sec: 965,838 | mfu: 41.8% | epoch: 1 | remaining: 295s    
step 00031 (1.8%) | loss: 7.317788 | lrm: 0.36 | dt: 270ms | tok/sec: 971,314 | mfu: 42.1% | epoch: 1 | remaining: 294s    
