Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 12, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 25,165,824
  lm_head                 : 4,194,304
  transformer_matrices    : 37,750,272
  scalars                 : 24
  total                   : 71,304,728
Estimated FLOPs per token: 2.964941e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011368 | lrm: 1.00 | dt: 24366ms | tok/sec: 5,379 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.764245 | lrm: 1.00 | dt: 109ms | tok/sec: 1,203,122 | mfu: 36.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.188817 | lrm: 1.00 | dt: 111ms | tok/sec: 1,185,917 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.816284 | lrm: 1.00 | dt: 110ms | tok/sec: 1,188,409 | mfu: 35.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.543965 | lrm: 1.00 | dt: 111ms | tok/sec: 1,181,541 | mfu: 35.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.318978 | lrm: 1.00 | dt: 110ms | tok/sec: 1,186,708 | mfu: 35.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.125339 | lrm: 1.00 | dt: 111ms | tok/sec: 1,179,204 | mfu: 35.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.960299 | lrm: 1.00 | dt: 110ms | tok/sec: 1,186,188 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.817610 | lrm: 1.00 | dt: 114ms | tok/sec: 1,150,193 | mfu: 34.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.702638 | lrm: 1.00 | dt: 126ms | tok/sec: 1,041,442 | mfu: 31.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.598188 | lrm: 1.00 | dt: 114ms | tok/sec: 1,149,171 | mfu: 34.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.502539 | lrm: 1.00 | dt: 115ms | tok/sec: 1,142,138 | mfu: 34.2% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 6.421754 | lrm: 1.00 | dt: 111ms | tok/sec: 1,185,909 | mfu: 35.5% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.349484 | lrm: 1.00 | dt: 115ms | tok/sec: 1,142,024 | mfu: 34.2% | epoch: 1 | remaining: 300s    
step 00014 (0.1%) | loss: 6.276521 | lrm: 1.00 | dt: 114ms | tok/sec: 1,151,921 | mfu: 34.5% | epoch: 1 | remaining: 300s    
step 00015 (0.2%) | loss: 6.217104 | lrm: 1.00 | dt: 110ms | tok/sec: 1,190,326 | mfu: 35.7% | epoch: 1 | remaining: 299s    
step 00016 (0.2%) | loss: 6.162643 | lrm: 1.00 | dt: 113ms | tok/sec: 1,162,611 | mfu: 34.8% | epoch: 1 | remaining: 299s    
step 00017 (0.2%) | loss: 6.107234 | lrm: 1.00 | dt: 120ms | tok/sec: 1,096,288 | mfu: 32.8% | epoch: 1 | remaining: 299s    
step 00018 (0.3%) | loss: 6.055927 | lrm: 1.00 | dt: 116ms | tok/sec: 1,125,453 | mfu: 33.7% | epoch: 1 | remaining: 299s    
step 00019 (0.3%) | loss: 6.006464 | lrm: 1.00 | dt: 114ms | tok/sec: 1,148,475 | mfu: 34.4% | epoch: 1 | remaining: 299s    
step 00020 (0.3%) | loss: 5.964854 | lrm: 1.00 | dt: 114ms | tok/sec: 1,154,410 | mfu: 34.6% | epoch: 1 | remaining: 299s    
step 00021 (0.4%) | loss: 5.924598 | lrm: 1.00 | dt: 112ms | tok/sec: 1,171,440 | mfu: 35.1% | epoch: 1 | remaining: 299s    
step 00022 (0.4%) | loss: 5.884183 | lrm: 1.00 | dt: 113ms | tok/sec: 1,160,549 | mfu: 34.8% | epoch: 1 | remaining: 299s    
step 00023 (0.5%) | loss: 5.845388 | lrm: 1.00 | dt: 111ms | tok/sec: 1,177,860 | mfu: 35.3% | epoch: 1 | remaining: 299s    
step 00024 (0.5%) | loss: 5.808126 | lrm: 1.00 | dt: 110ms | tok/sec: 1,187,788 | mfu: 35.6% | epoch: 1 | remaining: 298s    
step 00025 (0.5%) | loss: 5.763321 | lrm: 1.00 | dt: 125ms | tok/sec: 1,046,892 | mfu: 31.4% | epoch: 1 | remaining: 298s    
step 00026 (0.6%) | loss: 5.726301 | lrm: 1.00 | dt: 111ms | tok/sec: 1,184,450 | mfu: 35.5% | epoch: 1 | remaining: 298s    
step 00027 (0.6%) | loss: 5.694226 | lrm: 1.00 | dt: 115ms | tok/sec: 1,139,399 | mfu: 34.1% | epoch: 1 | remaining: 298s    
step 00028 (0.6%) | loss: 5.663258 | lrm: 1.00 | dt: 115ms | tok/sec: 1,135,795 | mfu: 34.0% | epoch: 1 | remaining: 298s    
step 00029 (0.7%) | loss: 5.628015 | lrm: 1.00 | dt: 114ms | tok/sec: 1,149,147 | mfu: 34.4% | epoch: 1 | remaining: 298s    
step 00030 (0.7%) | loss: 5.595186 | lrm: 1.00 | dt: 114ms | tok/sec: 1,150,749 | mfu: 34.5% | epoch: 1 | remaining: 298s    
