Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,800
  scalars                 : 20
  total                   : 85,852,980
Estimated FLOPs per token: 4.286102e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011343 | lrm: 0.00 | dt: 23995ms | tok/sec: 10,924 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011376 | lrm: 0.00 | dt: 245ms | tok/sec: 1,068,210 | mfu: 46.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011384 | lrm: 0.00 | dt: 247ms | tok/sec: 1,060,399 | mfu: 45.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011366 | lrm: 0.00 | dt: 247ms | tok/sec: 1,062,749 | mfu: 46.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011341 | lrm: 0.00 | dt: 247ms | tok/sec: 1,061,910 | mfu: 46.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011339 | lrm: 0.00 | dt: 249ms | tok/sec: 1,052,849 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011352 | lrm: 0.00 | dt: 247ms | tok/sec: 1,061,869 | mfu: 46.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011338 | lrm: 0.00 | dt: 249ms | tok/sec: 1,053,993 | mfu: 45.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011333 | lrm: 0.00 | dt: 247ms | tok/sec: 1,060,010 | mfu: 45.9% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011323 | lrm: 0.00 | dt: 247ms | tok/sec: 1,060,248 | mfu: 45.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011321 | lrm: 0.00 | dt: 249ms | tok/sec: 1,054,302 | mfu: 45.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011338 | lrm: 0.00 | dt: 247ms | tok/sec: 1,061,320 | mfu: 46.0% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011327 | lrm: 0.02 | dt: 249ms | tok/sec: 1,054,839 | mfu: 45.7% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 9.010458 | lrm: 0.03 | dt: 260ms | tok/sec: 1,007,618 | mfu: 43.6% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 9.008019 | lrm: 0.05 | dt: 270ms | tok/sec: 969,920 | mfu: 42.0% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 9.003250 | lrm: 0.07 | dt: 272ms | tok/sec: 962,047 | mfu: 41.7% | epoch: 1 | remaining: 299s    
step 00016 (0.4%) | loss: 8.995272 | lrm: 0.09 | dt: 271ms | tok/sec: 968,350 | mfu: 41.9% | epoch: 1 | remaining: 298s    
step 00017 (0.5%) | loss: 8.982379 | lrm: 0.10 | dt: 267ms | tok/sec: 980,472 | mfu: 42.5% | epoch: 1 | remaining: 298s    
step 00018 (0.6%) | loss: 8.961356 | lrm: 0.12 | dt: 270ms | tok/sec: 970,181 | mfu: 42.0% | epoch: 1 | remaining: 298s    
step 00019 (0.7%) | loss: 8.925474 | lrm: 0.14 | dt: 271ms | tok/sec: 968,411 | mfu: 41.9% | epoch: 1 | remaining: 298s    
step 00020 (0.8%) | loss: 8.864712 | lrm: 0.16 | dt: 267ms | tok/sec: 982,901 | mfu: 42.6% | epoch: 1 | remaining: 297s    
step 00021 (0.9%) | loss: 8.767290 | lrm: 0.18 | dt: 268ms | tok/sec: 977,168 | mfu: 42.3% | epoch: 1 | remaining: 297s    
step 00022 (1.0%) | loss: 8.647288 | lrm: 0.19 | dt: 268ms | tok/sec: 977,667 | mfu: 42.3% | epoch: 1 | remaining: 297s    
step 00023 (1.1%) | loss: 8.518252 | lrm: 0.21 | dt: 269ms | tok/sec: 973,962 | mfu: 42.2% | epoch: 1 | remaining: 297s    
step 00024 (1.1%) | loss: 8.371329 | lrm: 0.23 | dt: 267ms | tok/sec: 981,377 | mfu: 42.5% | epoch: 1 | remaining: 296s    
step 00025 (1.2%) | loss: 8.211053 | lrm: 0.25 | dt: 268ms | tok/sec: 978,227 | mfu: 42.4% | epoch: 1 | remaining: 296s    
step 00026 (1.3%) | loss: 8.045273 | lrm: 0.27 | dt: 272ms | tok/sec: 963,787 | mfu: 41.7% | epoch: 1 | remaining: 296s    
step 00027 (1.4%) | loss: 7.880235 | lrm: 0.28 | dt: 273ms | tok/sec: 961,885 | mfu: 41.7% | epoch: 1 | remaining: 295s    
step 00028 (1.5%) | loss: 7.722082 | lrm: 0.30 | dt: 269ms | tok/sec: 975,945 | mfu: 42.3% | epoch: 1 | remaining: 295s    
step 00029 (1.6%) | loss: 7.569928 | lrm: 0.32 | dt: 270ms | tok/sec: 971,728 | mfu: 42.1% | epoch: 1 | remaining: 295s    
step 00030 (1.7%) | loss: 7.420978 | lrm: 0.34 | dt: 271ms | tok/sec: 966,013 | mfu: 41.8% | epoch: 1 | remaining: 295s    
