Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,800
  scalars                 : 20
  total                   : 85,852,980
Estimated FLOPs per token: 4.286102e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011343 | lrm: 0.00 | dt: 9963ms | tok/sec: 26,310 | mfu: 1.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011376 | lrm: 0.00 | dt: 245ms | tok/sec: 1,071,330 | mfu: 46.4% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011384 | lrm: 0.00 | dt: 249ms | tok/sec: 1,054,240 | mfu: 45.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011366 | lrm: 0.00 | dt: 249ms | tok/sec: 1,053,578 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011341 | lrm: 0.00 | dt: 249ms | tok/sec: 1,054,231 | mfu: 45.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011339 | lrm: 0.00 | dt: 249ms | tok/sec: 1,050,759 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011352 | lrm: 0.00 | dt: 249ms | tok/sec: 1,054,405 | mfu: 45.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011338 | lrm: 0.00 | dt: 250ms | tok/sec: 1,049,104 | mfu: 45.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011333 | lrm: 0.00 | dt: 248ms | tok/sec: 1,057,713 | mfu: 45.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011323 | lrm: 0.00 | dt: 251ms | tok/sec: 1,045,127 | mfu: 45.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011321 | lrm: 0.00 | dt: 248ms | tok/sec: 1,056,361 | mfu: 45.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011338 | lrm: 0.00 | dt: 250ms | tok/sec: 1,047,781 | mfu: 45.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011327 | lrm: 0.02 | dt: 248ms | tok/sec: 1,056,220 | mfu: 45.8% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 9.010437 | lrm: 0.03 | dt: 264ms | tok/sec: 994,138 | mfu: 43.1% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 9.007954 | lrm: 0.05 | dt: 274ms | tok/sec: 958,250 | mfu: 41.5% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 9.003079 | lrm: 0.07 | dt: 274ms | tok/sec: 956,766 | mfu: 41.4% | epoch: 1 | remaining: 299s    
step 00016 (0.4%) | loss: 8.994843 | lrm: 0.09 | dt: 273ms | tok/sec: 961,109 | mfu: 41.6% | epoch: 1 | remaining: 298s    
step 00017 (0.5%) | loss: 8.981312 | lrm: 0.11 | dt: 268ms | tok/sec: 977,586 | mfu: 42.3% | epoch: 1 | remaining: 298s    
step 00018 (0.6%) | loss: 8.958720 | lrm: 0.12 | dt: 270ms | tok/sec: 970,246 | mfu: 42.0% | epoch: 1 | remaining: 298s    
step 00019 (0.7%) | loss: 8.919350 | lrm: 0.14 | dt: 269ms | tok/sec: 973,849 | mfu: 42.2% | epoch: 1 | remaining: 298s    
step 00020 (0.8%) | loss: 8.852376 | lrm: 0.16 | dt: 268ms | tok/sec: 977,740 | mfu: 42.4% | epoch: 1 | remaining: 297s    
step 00021 (0.9%) | loss: 8.749616 | lrm: 0.18 | dt: 269ms | tok/sec: 976,200 | mfu: 42.3% | epoch: 1 | remaining: 297s    
step 00022 (1.0%) | loss: 8.629469 | lrm: 0.20 | dt: 272ms | tok/sec: 964,130 | mfu: 41.8% | epoch: 1 | remaining: 297s    
step 00023 (1.1%) | loss: 8.499081 | lrm: 0.21 | dt: 272ms | tok/sec: 965,470 | mfu: 41.8% | epoch: 1 | remaining: 297s    
step 00024 (1.2%) | loss: 8.353719 | lrm: 0.23 | dt: 267ms | tok/sec: 981,471 | mfu: 42.5% | epoch: 1 | remaining: 296s    
step 00025 (1.2%) | loss: 8.197035 | lrm: 0.25 | dt: 269ms | tok/sec: 975,374 | mfu: 42.2% | epoch: 1 | remaining: 296s    
step 00026 (1.3%) | loss: 8.034400 | lrm: 0.27 | dt: 274ms | tok/sec: 957,902 | mfu: 41.5% | epoch: 1 | remaining: 296s    
step 00027 (1.4%) | loss: 7.872575 | lrm: 0.29 | dt: 271ms | tok/sec: 968,439 | mfu: 41.9% | epoch: 1 | remaining: 295s    
step 00028 (1.5%) | loss: 7.718245 | lrm: 0.30 | dt: 269ms | tok/sec: 976,175 | mfu: 42.3% | epoch: 1 | remaining: 295s    
step 00029 (1.6%) | loss: 7.569444 | lrm: 0.32 | dt: 271ms | tok/sec: 965,914 | mfu: 41.8% | epoch: 1 | remaining: 295s    
step 00030 (1.7%) | loss: 7.423498 | lrm: 0.34 | dt: 273ms | tok/sec: 960,764 | mfu: 41.6% | epoch: 1 | remaining: 295s    
step 00031 (1.8%) | loss: 7.287016 | lrm: 0.36 | dt: 270ms | tok/sec: 969,650 | mfu: 42.0% | epoch: 1 | remaining: 294s    
step 00032 (1.9%) | loss: 7.158043 | lrm: 0.38 | dt: 269ms | tok/sec: 973,994 | mfu: 42.2% | epoch: 1 | remaining: 294s    
step 00033 (2.0%) | loss: 7.038712 | lrm: 0.39 | dt: 272ms | tok/sec: 965,291 | mfu: 41.8% | epoch: 1 | remaining: 294s    
step 00034 (2.1%) | loss: 6.923125 | lrm: 0.41 | dt: 275ms | tok/sec: 953,050 | mfu: 41.3% | epoch: 1 | remaining: 294s    
step 00035 (2.1%) | loss: 6.814827 | lrm: 0.43 | dt: 269ms | tok/sec: 974,883 | mfu: 42.2% | epoch: 1 | remaining: 293s    
step 00036 (2.2%) | loss: 6.711571 | lrm: 0.45 | dt: 269ms | tok/sec: 972,747 | mfu: 42.1% | epoch: 1 | remaining: 293s    
step 00037 (2.3%) | loss: 6.615321 | lrm: 0.47 | dt: 271ms | tok/sec: 967,556 | mfu: 41.9% | epoch: 1 | remaining: 293s    
step 00038 (2.4%) | loss: 6.524131 | lrm: 0.48 | dt: 273ms | tok/sec: 960,153 | mfu: 41.6% | epoch: 1 | remaining: 292s    
step 00039 (2.5%) | loss: 6.438191 | lrm: 0.50 | dt: 271ms | tok/sec: 967,472 | mfu: 41.9% | epoch: 1 | remaining: 292s    
step 00040 (2.6%) | loss: 6.360197 | lrm: 0.52 | dt: 272ms | tok/sec: 965,295 | mfu: 41.8% | epoch: 1 | remaining: 292s    
step 00041 (2.7%) | loss: 6.285212 | lrm: 0.54 | dt: 271ms | tok/sec: 966,396 | mfu: 41.9% | epoch: 1 | remaining: 292s    
step 00042 (2.8%) | loss: 6.216775 | lrm: 0.56 | dt: 269ms | tok/sec: 976,309 | mfu: 42.3% | epoch: 1 | remaining: 291s    
step 00043 (2.9%) | loss: 6.150919 | lrm: 0.57 | dt: 274ms | tok/sec: 957,044 | mfu: 41.5% | epoch: 1 | remaining: 291s    
step 00044 (3.0%) | loss: 6.090131 | lrm: 0.59 | dt: 274ms | tok/sec: 956,422 | mfu: 41.4% | epoch: 1 | remaining: 291s    
step 00045 (3.1%) | loss: 6.034486 | lrm: 0.61 | dt: 272ms | tok/sec: 963,813 | mfu: 41.7% | epoch: 1 | remaining: 291s    
step 00046 (3.1%) | loss: 5.980575 | lrm: 0.63 | dt: 272ms | tok/sec: 964,989 | mfu: 41.8% | epoch: 1 | remaining: 290s    
step 00047 (3.2%) | loss: 5.929365 | lrm: 0.65 | dt: 271ms | tok/sec: 965,945 | mfu: 41.8% | epoch: 1 | remaining: 290s    
step 00048 (3.3%) | loss: 5.883976 | lrm: 0.67 | dt: 273ms | tok/sec: 959,466 | mfu: 41.6% | epoch: 1 | remaining: 290s    
step 00049 (3.4%) | loss: 5.838997 | lrm: 0.68 | dt: 269ms | tok/sec: 973,751 | mfu: 42.2% | epoch: 1 | remaining: 289s    
step 00050 (3.5%) | loss: 5.798402 | lrm: 0.70 | dt: 272ms | tok/sec: 964,764 | mfu: 41.8% | epoch: 1 | remaining: 289s    
step 00051 (3.6%) | loss: 5.760285 | lrm: 0.72 | dt: 274ms | tok/sec: 957,650 | mfu: 41.5% | epoch: 1 | remaining: 289s    
step 00052 (3.7%) | loss: 5.724727 | lrm: 0.74 | dt: 275ms | tok/sec: 953,010 | mfu: 41.3% | epoch: 1 | remaining: 289s    
step 00053 (3.8%) | loss: 5.691187 | lrm: 0.76 | dt: 270ms | tok/sec: 971,540 | mfu: 42.1% | epoch: 1 | remaining: 288s    
step 00054 (3.9%) | loss: 5.656022 | lrm: 0.77 | dt: 270ms | tok/sec: 970,387 | mfu: 42.0% | epoch: 1 | remaining: 288s    
step 00055 (4.0%) | loss: 5.624722 | lrm: 0.79 | dt: 273ms | tok/sec: 959,328 | mfu: 41.6% | epoch: 1 | remaining: 288s    
step 00056 (4.1%) | loss: 5.595403 | lrm: 0.81 | dt: 273ms | tok/sec: 961,317 | mfu: 41.6% | epoch: 1 | remaining: 288s    
step 00057 (4.1%) | loss: 5.568262 | lrm: 0.83 | dt: 270ms | tok/sec: 970,143 | mfu: 42.0% | epoch: 1 | remaining: 287s    
step 00058 (4.2%) | loss: 5.540336 | lrm: 0.85 | dt: 271ms | tok/sec: 968,449 | mfu: 41.9% | epoch: 1 | remaining: 287s    
step 00059 (4.3%) | loss: 5.513126 | lrm: 0.86 | dt: 272ms | tok/sec: 963,282 | mfu: 41.7% | epoch: 1 | remaining: 287s    
step 00060 (4.4%) | loss: 5.488703 | lrm: 0.88 | dt: 271ms | tok/sec: 966,393 | mfu: 41.9% | epoch: 1 | remaining: 286s    
step 00061 (4.5%) | loss: 5.461684 | lrm: 0.90 | dt: 270ms | tok/sec: 971,148 | mfu: 42.1% | epoch: 1 | remaining: 286s    
step 00062 (4.6%) | loss: 5.436474 | lrm: 0.92 | dt: 271ms | tok/sec: 967,294 | mfu: 41.9% | epoch: 1 | remaining: 286s    
step 00063 (4.7%) | loss: 5.411460 | lrm: 0.94 | dt: 274ms | tok/sec: 958,218 | mfu: 41.5% | epoch: 1 | remaining: 286s    
step 00064 (4.8%) | loss: 5.385544 | lrm: 0.95 | dt: 270ms | tok/sec: 969,693 | mfu: 42.0% | epoch: 1 | remaining: 285s    
step 00065 (4.9%) | loss: 5.363094 | lrm: 0.97 | dt: 273ms | tok/sec: 959,434 | mfu: 41.6% | epoch: 1 | remaining: 285s    
step 00066 (5.0%) | loss: 5.340500 | lrm: 0.99 | dt: 273ms | tok/sec: 959,238 | mfu: 41.6% | epoch: 1 | remaining: 285s    
step 00067 (5.0%) | loss: 5.318897 | lrm: 1.00 | dt: 272ms | tok/sec: 964,559 | mfu: 41.8% | epoch: 1 | remaining: 285s    
step 00068 (5.1%) | loss: 5.292706 | lrm: 1.00 | dt: 271ms | tok/sec: 965,565 | mfu: 41.8% | epoch: 1 | remaining: 284s    
step 00069 (5.2%) | loss: 5.265441 | lrm: 1.00 | dt: 272ms | tok/sec: 964,519 | mfu: 41.8% | epoch: 1 | remaining: 284s    
step 00070 (5.3%) | loss: 5.238078 | lrm: 1.00 | dt: 271ms | tok/sec: 966,618 | mfu: 41.9% | epoch: 1 | remaining: 284s    
step 00071 (5.4%) | loss: 5.215310 | lrm: 1.00 | dt: 273ms | tok/sec: 961,929 | mfu: 41.7% | epoch: 1 | remaining: 283s    
step 00072 (5.5%) | loss: 5.190444 | lrm: 1.00 | dt: 273ms | tok/sec: 958,713 | mfu: 41.5% | epoch: 1 | remaining: 283s    
step 00073 (5.6%) | loss: 5.166947 | lrm: 1.00 | dt: 273ms | tok/sec: 958,508 | mfu: 41.5% | epoch: 1 | remaining: 283s    
