Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 30071ms | tok/sec: 17,435 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.854702 | lrm: 1.00 | dt: 311ms | tok/sec: 1,687,295 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442315 | lrm: 1.00 | dt: 310ms | tok/sec: 1,692,056 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.971714 | lrm: 1.00 | dt: 332ms | tok/sec: 1,577,441 | mfu: 38.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.578767 | lrm: 1.00 | dt: 332ms | tok/sec: 1,577,764 | mfu: 38.1% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.248858 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,996 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998097 | lrm: 1.00 | dt: 316ms | tok/sec: 1,657,633 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787096 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,324 | mfu: 38.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.607010 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,401 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.455170 | lrm: 1.00 | dt: 317ms | tok/sec: 1,653,567 | mfu: 40.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325401 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,306 | mfu: 39.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.217097 | lrm: 1.00 | dt: 324ms | tok/sec: 1,620,489 | mfu: 39.2% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.120725 | lrm: 1.00 | dt: 316ms | tok/sec: 1,657,862 | mfu: 40.1% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.034850 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,516 | mfu: 38.9% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.962709 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,009 | mfu: 39.0% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 5.898195 | lrm: 1.00 | dt: 319ms | tok/sec: 1,645,150 | mfu: 39.7% | epoch: 1 | remaining: 298s    
step 00016 (0.5%) | loss: 5.842097 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,137 | mfu: 39.2% | epoch: 1 | remaining: 298s    
step 00017 (0.6%) | loss: 5.787567 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,167 | mfu: 38.8% | epoch: 1 | remaining: 298s    
step 00018 (0.8%) | loss: 5.738568 | lrm: 1.00 | dt: 320ms | tok/sec: 1,636,406 | mfu: 39.5% | epoch: 1 | remaining: 297s    
step 00019 (0.9%) | loss: 5.693026 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,496 | mfu: 39.3% | epoch: 1 | remaining: 297s    
step 00020 (1.0%) | loss: 5.650689 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,556 | mfu: 38.6% | epoch: 1 | remaining: 297s    
step 00021 (1.1%) | loss: 5.610137 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,804 | mfu: 39.5% | epoch: 1 | remaining: 296s    
step 00022 (1.2%) | loss: 5.574189 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,839 | mfu: 38.9% | epoch: 1 | remaining: 296s    
step 00023 (1.3%) | loss: 5.536649 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,262 | mfu: 38.6% | epoch: 1 | remaining: 296s    
step 00024 (1.4%) | loss: 5.500753 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,203 | mfu: 39.2% | epoch: 1 | remaining: 295s    
step 00025 (1.5%) | loss: 5.468035 | lrm: 1.00 | dt: 323ms | tok/sec: 1,623,105 | mfu: 39.2% | epoch: 1 | remaining: 295s    
step 00026 (1.6%) | loss: 5.436910 | lrm: 1.00 | dt: 323ms | tok/sec: 1,621,360 | mfu: 39.2% | epoch: 1 | remaining: 295s    
step 00027 (1.7%) | loss: 5.406437 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,175 | mfu: 39.6% | epoch: 1 | remaining: 295s    
step 00028 (1.8%) | loss: 5.378412 | lrm: 1.00 | dt: 323ms | tok/sec: 1,624,069 | mfu: 39.2% | epoch: 1 | remaining: 294s    
step 00029 (1.9%) | loss: 5.349656 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,172 | mfu: 38.8% | epoch: 1 | remaining: 294s    
step 00030 (2.0%) | loss: 5.318930 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,465 | mfu: 39.2% | epoch: 1 | remaining: 294s    
