Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,153,600
  scalars                 : 20
  total                   : 85,853,780
Estimated FLOPs per token: 4.286150e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011343 | lrm: 0.00 | dt: 9669ms | tok/sec: 27,110 | mfu: 1.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011376 | lrm: 0.00 | dt: 247ms | tok/sec: 1,062,390 | mfu: 46.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011384 | lrm: 0.00 | dt: 248ms | tok/sec: 1,058,168 | mfu: 45.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011366 | lrm: 0.00 | dt: 248ms | tok/sec: 1,055,265 | mfu: 45.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011341 | lrm: 0.00 | dt: 247ms | tok/sec: 1,059,937 | mfu: 45.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011339 | lrm: 0.00 | dt: 248ms | tok/sec: 1,058,595 | mfu: 45.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011352 | lrm: 0.00 | dt: 251ms | tok/sec: 1,046,402 | mfu: 45.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011338 | lrm: 0.00 | dt: 249ms | tok/sec: 1,053,911 | mfu: 45.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011333 | lrm: 0.00 | dt: 250ms | tok/sec: 1,046,896 | mfu: 45.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011323 | lrm: 0.00 | dt: 250ms | tok/sec: 1,050,675 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011321 | lrm: 0.00 | dt: 250ms | tok/sec: 1,048,898 | mfu: 45.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011338 | lrm: 0.00 | dt: 250ms | tok/sec: 1,049,676 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011327 | lrm: 0.02 | dt: 250ms | tok/sec: 1,049,197 | mfu: 45.4% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 9.010420 | lrm: 0.03 | dt: 265ms | tok/sec: 989,459 | mfu: 42.9% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 9.007879 | lrm: 0.05 | dt: 270ms | tok/sec: 970,758 | mfu: 42.0% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 9.002888 | lrm: 0.07 | dt: 277ms | tok/sec: 946,872 | mfu: 41.0% | epoch: 1 | remaining: 299s    
step 00016 (0.4%) | loss: 8.994477 | lrm: 0.09 | dt: 269ms | tok/sec: 972,968 | mfu: 42.1% | epoch: 1 | remaining: 298s    
step 00017 (0.5%) | loss: 8.980669 | lrm: 0.11 | dt: 269ms | tok/sec: 974,071 | mfu: 42.2% | epoch: 1 | remaining: 298s    
step 00018 (0.6%) | loss: 8.957829 | lrm: 0.12 | dt: 270ms | tok/sec: 970,107 | mfu: 42.0% | epoch: 1 | remaining: 298s    
step 00019 (0.7%) | loss: 8.918671 | lrm: 0.14 | dt: 273ms | tok/sec: 959,809 | mfu: 41.6% | epoch: 1 | remaining: 298s    
step 00020 (0.8%) | loss: 8.853226 | lrm: 0.16 | dt: 268ms | tok/sec: 976,744 | mfu: 42.3% | epoch: 1 | remaining: 297s    
step 00021 (0.9%) | loss: 8.752010 | lrm: 0.18 | dt: 268ms | tok/sec: 978,073 | mfu: 42.4% | epoch: 1 | remaining: 297s    
step 00022 (1.0%) | loss: 8.630259 | lrm: 0.20 | dt: 269ms | tok/sec: 975,456 | mfu: 42.3% | epoch: 1 | remaining: 297s    
step 00023 (1.1%) | loss: 8.497424 | lrm: 0.21 | dt: 273ms | tok/sec: 961,535 | mfu: 41.7% | epoch: 1 | remaining: 297s    
step 00024 (1.2%) | loss: 8.345101 | lrm: 0.23 | dt: 267ms | tok/sec: 980,106 | mfu: 42.5% | epoch: 1 | remaining: 296s    
step 00025 (1.2%) | loss: 8.182215 | lrm: 0.25 | dt: 268ms | tok/sec: 978,033 | mfu: 42.4% | epoch: 1 | remaining: 296s    
step 00026 (1.3%) | loss: 8.016068 | lrm: 0.27 | dt: 273ms | tok/sec: 961,702 | mfu: 41.7% | epoch: 1 | remaining: 296s    
step 00027 (1.4%) | loss: 7.851249 | lrm: 0.29 | dt: 272ms | tok/sec: 962,101 | mfu: 41.7% | epoch: 1 | remaining: 295s    
step 00028 (1.5%) | loss: 7.694023 | lrm: 0.30 | dt: 270ms | tok/sec: 971,847 | mfu: 42.1% | epoch: 1 | remaining: 295s    
step 00029 (1.6%) | loss: 7.542906 | lrm: 0.32 | dt: 271ms | tok/sec: 968,802 | mfu: 42.0% | epoch: 1 | remaining: 295s    
step 00030 (1.7%) | loss: 7.395239 | lrm: 0.34 | dt: 273ms | tok/sec: 961,209 | mfu: 41.6% | epoch: 1 | remaining: 295s    
step 00031 (1.8%) | loss: 7.257622 | lrm: 0.36 | dt: 271ms | tok/sec: 968,630 | mfu: 42.0% | epoch: 1 | remaining: 294s    
step 00032 (1.9%) | loss: 7.127824 | lrm: 0.38 | dt: 268ms | tok/sec: 977,692 | mfu: 42.4% | epoch: 1 | remaining: 294s    
step 00033 (2.0%) | loss: 7.007768 | lrm: 0.39 | dt: 273ms | tok/sec: 959,801 | mfu: 41.6% | epoch: 1 | remaining: 294s    
step 00034 (2.1%) | loss: 6.891822 | lrm: 0.41 | dt: 271ms | tok/sec: 966,659 | mfu: 41.9% | epoch: 1 | remaining: 294s    
step 00035 (2.1%) | loss: 6.783316 | lrm: 0.43 | dt: 273ms | tok/sec: 958,504 | mfu: 41.5% | epoch: 1 | remaining: 293s    
step 00036 (2.2%) | loss: 6.680134 | lrm: 0.45 | dt: 269ms | tok/sec: 973,828 | mfu: 42.2% | epoch: 1 | remaining: 293s    
step 00037 (2.3%) | loss: 6.584205 | lrm: 0.47 | dt: 272ms | tok/sec: 965,150 | mfu: 41.8% | epoch: 1 | remaining: 293s    
step 00038 (2.4%) | loss: 6.493460 | lrm: 0.48 | dt: 270ms | tok/sec: 969,545 | mfu: 42.0% | epoch: 1 | remaining: 292s    
step 00039 (2.5%) | loss: 6.408163 | lrm: 0.50 | dt: 275ms | tok/sec: 952,839 | mfu: 41.3% | epoch: 1 | remaining: 292s    
step 00040 (2.6%) | loss: 6.330955 | lrm: 0.52 | dt: 270ms | tok/sec: 969,686 | mfu: 42.0% | epoch: 1 | remaining: 292s    
step 00041 (2.7%) | loss: 6.257093 | lrm: 0.54 | dt: 272ms | tok/sec: 963,760 | mfu: 41.7% | epoch: 1 | remaining: 292s    
step 00042 (2.8%) | loss: 6.190004 | lrm: 0.56 | dt: 273ms | tok/sec: 960,281 | mfu: 41.6% | epoch: 1 | remaining: 291s    
step 00043 (2.9%) | loss: 6.125393 | lrm: 0.57 | dt: 272ms | tok/sec: 965,232 | mfu: 41.8% | epoch: 1 | remaining: 291s    
step 00044 (3.0%) | loss: 6.065902 | lrm: 0.59 | dt: 272ms | tok/sec: 964,032 | mfu: 41.8% | epoch: 1 | remaining: 291s    
step 00045 (3.1%) | loss: 6.011537 | lrm: 0.61 | dt: 271ms | tok/sec: 967,797 | mfu: 41.9% | epoch: 1 | remaining: 291s    
step 00046 (3.1%) | loss: 5.958921 | lrm: 0.63 | dt: 272ms | tok/sec: 962,634 | mfu: 41.7% | epoch: 1 | remaining: 290s    
step 00047 (3.2%) | loss: 5.908951 | lrm: 0.65 | dt: 273ms | tok/sec: 960,730 | mfu: 41.6% | epoch: 1 | remaining: 290s    
step 00048 (3.3%) | loss: 5.864851 | lrm: 0.67 | dt: 272ms | tok/sec: 965,081 | mfu: 41.8% | epoch: 1 | remaining: 290s    
step 00049 (3.4%) | loss: 5.821245 | lrm: 0.68 | dt: 270ms | tok/sec: 970,676 | mfu: 42.0% | epoch: 1 | remaining: 289s    
step 00050 (3.5%) | loss: 5.782007 | lrm: 0.70 | dt: 269ms | tok/sec: 973,563 | mfu: 42.2% | epoch: 1 | remaining: 289s    
step 00051 (3.6%) | loss: 5.744704 | lrm: 0.72 | dt: 271ms | tok/sec: 966,661 | mfu: 41.9% | epoch: 1 | remaining: 289s    
step 00052 (3.7%) | loss: 5.709474 | lrm: 0.74 | dt: 272ms | tok/sec: 965,362 | mfu: 41.8% | epoch: 1 | remaining: 289s    
step 00053 (3.8%) | loss: 5.676433 | lrm: 0.76 | dt: 274ms | tok/sec: 957,891 | mfu: 41.5% | epoch: 1 | remaining: 288s    
step 00054 (3.9%) | loss: 5.642815 | lrm: 0.77 | dt: 273ms | tok/sec: 958,770 | mfu: 41.5% | epoch: 1 | remaining: 288s    
step 00055 (4.0%) | loss: 5.612758 | lrm: 0.79 | dt: 271ms | tok/sec: 967,668 | mfu: 41.9% | epoch: 1 | remaining: 288s    
step 00056 (4.1%) | loss: 5.584360 | lrm: 0.81 | dt: 271ms | tok/sec: 967,348 | mfu: 41.9% | epoch: 1 | remaining: 288s    
step 00057 (4.1%) | loss: 5.558090 | lrm: 0.83 | dt: 270ms | tok/sec: 971,013 | mfu: 42.1% | epoch: 1 | remaining: 287s    
step 00058 (4.2%) | loss: 5.530619 | lrm: 0.85 | dt: 272ms | tok/sec: 964,805 | mfu: 41.8% | epoch: 1 | remaining: 287s    
step 00059 (4.3%) | loss: 5.504111 | lrm: 0.86 | dt: 269ms | tok/sec: 972,723 | mfu: 42.1% | epoch: 1 | remaining: 287s    
step 00060 (4.4%) | loss: 5.480759 | lrm: 0.88 | dt: 272ms | tok/sec: 962,716 | mfu: 41.7% | epoch: 1 | remaining: 286s    
step 00061 (4.5%) | loss: 5.454264 | lrm: 0.90 | dt: 272ms | tok/sec: 964,088 | mfu: 41.8% | epoch: 1 | remaining: 286s    
step 00062 (4.6%) | loss: 5.429196 | lrm: 0.92 | dt: 272ms | tok/sec: 963,653 | mfu: 41.7% | epoch: 1 | remaining: 286s    
step 00063 (4.7%) | loss: 5.403460 | lrm: 0.94 | dt: 271ms | tok/sec: 968,236 | mfu: 41.9% | epoch: 1 | remaining: 286s    
step 00064 (4.8%) | loss: 5.377126 | lrm: 0.95 | dt: 271ms | tok/sec: 968,102 | mfu: 41.9% | epoch: 1 | remaining: 285s    
step 00065 (4.9%) | loss: 5.354260 | lrm: 0.97 | dt: 274ms | tok/sec: 958,391 | mfu: 41.5% | epoch: 1 | remaining: 285s    
step 00066 (5.0%) | loss: 5.331134 | lrm: 0.99 | dt: 273ms | tok/sec: 961,748 | mfu: 41.7% | epoch: 1 | remaining: 285s    
step 00067 (5.0%) | loss: 5.310810 | lrm: 1.00 | dt: 272ms | tok/sec: 962,482 | mfu: 41.7% | epoch: 1 | remaining: 285s    
step 00068 (5.1%) | loss: 5.286111 | lrm: 1.00 | dt: 269ms | tok/sec: 974,219 | mfu: 42.2% | epoch: 1 | remaining: 284s    
step 00069 (5.2%) | loss: 5.259631 | lrm: 1.00 | dt: 273ms | tok/sec: 960,499 | mfu: 41.6% | epoch: 1 | remaining: 284s    
step 00070 (5.3%) | loss: 5.232052 | lrm: 1.00 | dt: 273ms | tok/sec: 960,020 | mfu: 41.6% | epoch: 1 | remaining: 284s    
step 00071 (5.4%) | loss: 5.209330 | lrm: 1.00 | dt: 274ms | tok/sec: 957,600 | mfu: 41.5% | epoch: 1 | remaining: 283s    
step 00072 (5.5%) | loss: 5.184621 | lrm: 1.00 | dt: 274ms | tok/sec: 957,297 | mfu: 41.5% | epoch: 1 | remaining: 283s    
step 00073 (5.6%) | loss: 5.161715 | lrm: 1.00 | dt: 274ms | tok/sec: 955,762 | mfu: 41.4% | epoch: 1 | remaining: 283s    
step 00074 (5.7%) | loss: 5.140643 | lrm: 1.00 | dt: 272ms | tok/sec: 963,837 | mfu: 41.7% | epoch: 1 | remaining: 283s    
step 00075 (5.8%) | loss: 5.117823 | lrm: 1.00 | dt: 272ms | tok/sec: 962,069 | mfu: 41.7% | epoch: 1 | remaining: 282s    
step 00076 (5.9%) | loss: 5.093403 | lrm: 1.00 | dt: 271ms | tok/sec: 966,970 | mfu: 41.9% | epoch: 1 | remaining: 282s    
step 00077 (6.0%) | loss: 5.069347 | lrm: 1.00 | dt: 272ms | tok/sec: 964,411 | mfu: 41.8% | epoch: 1 | remaining: 282s    
step 00078 (6.0%) | loss: 5.046235 | lrm: 1.00 | dt: 273ms | tok/sec: 961,474 | mfu: 41.6% | epoch: 1 | remaining: 282s    
step 00079 (6.1%) | loss: 5.023391 | lrm: 1.00 | dt: 270ms | tok/sec: 971,015 | mfu: 42.1% | epoch: 1 | remaining: 281s    
step 00080 (6.2%) | loss: 4.996138 | lrm: 1.00 | dt: 273ms | tok/sec: 961,488 | mfu: 41.6% | epoch: 1 | remaining: 281s    
step 00081 (6.3%) | loss: 4.971768 | lrm: 1.00 | dt: 272ms | tok/sec: 962,040 | mfu: 41.7% | epoch: 1 | remaining: 281s    
step 00082 (6.4%) | loss: 4.946268 | lrm: 1.00 | dt: 271ms | tok/sec: 968,581 | mfu: 42.0% | epoch: 1 | remaining: 281s    
step 00083 (6.5%) | loss: 4.923370 | lrm: 1.00 | dt: 271ms | tok/sec: 967,621 | mfu: 41.9% | epoch: 1 | remaining: 280s    
step 00084 (6.6%) | loss: 4.900338 | lrm: 1.00 | dt: 274ms | tok/sec: 957,495 | mfu: 41.5% | epoch: 1 | remaining: 280s    
step 00085 (6.7%) | loss: 4.877965 | lrm: 1.00 | dt: 273ms | tok/sec: 959,130 | mfu: 41.5% | epoch: 1 | remaining: 280s    
step 00086 (6.8%) | loss: 4.855530 | lrm: 1.00 | dt: 269ms | tok/sec: 973,471 | mfu: 42.2% | epoch: 1 | remaining: 279s    
step 00087 (6.9%) | loss: 4.831544 | lrm: 1.00 | dt: 271ms | tok/sec: 967,158 | mfu: 41.9% | epoch: 1 | remaining: 279s    
step 00088 (7.0%) | loss: 4.803777 | lrm: 1.00 | dt: 274ms | tok/sec: 958,190 | mfu: 41.5% | epoch: 1 | remaining: 279s    
step 00089 (7.0%) | loss: 4.780681 | lrm: 1.00 | dt: 270ms | tok/sec: 971,609 | mfu: 42.1% | epoch: 1 | remaining: 279s    
step 00090 (7.1%) | loss: 4.757270 | lrm: 1.00 | dt: 272ms | tok/sec: 962,482 | mfu: 41.7% | epoch: 1 | remaining: 278s    
step 00091 (7.2%) | loss: 4.734260 | lrm: 1.00 | dt: 270ms | tok/sec: 970,991 | mfu: 42.1% | epoch: 1 | remaining: 278s    
step 00092 (7.3%) | loss: 4.709238 | lrm: 1.00 | dt: 273ms | tok/sec: 959,664 | mfu: 41.6% | epoch: 1 | remaining: 278s    
step 00093 (7.4%) | loss: 4.685707 | lrm: 1.00 | dt: 272ms | tok/sec: 965,190 | mfu: 41.8% | epoch: 1 | remaining: 278s    
step 00094 (7.5%) | loss: 4.660809 | lrm: 1.00 | dt: 271ms | tok/sec: 965,969 | mfu: 41.8% | epoch: 1 | remaining: 277s    
step 00095 (7.6%) | loss: 4.629421 | lrm: 1.00 | dt: 272ms | tok/sec: 962,693 | mfu: 41.7% | epoch: 1 | remaining: 277s    
step 00096 (7.7%) | loss: 4.604347 | lrm: 1.00 | dt: 271ms | tok/sec: 966,892 | mfu: 41.9% | epoch: 1 | remaining: 277s    
step 00097 (7.8%) | loss: 4.587060 | lrm: 1.00 | dt: 274ms | tok/sec: 958,037 | mfu: 41.5% | epoch: 1 | remaining: 276s    
step 00098 (7.9%) | loss: 4.565871 | lrm: 1.00 | dt: 272ms | tok/sec: 962,270 | mfu: 41.7% | epoch: 1 | remaining: 276s    
step 00099 (7.9%) | loss: 4.540982 | lrm: 1.00 | dt: 269ms | tok/sec: 973,596 | mfu: 42.2% | epoch: 1 | remaining: 276s    
step 00100 (8.0%) | loss: 4.518241 | lrm: 1.00 | dt: 273ms | tok/sec: 961,417 | mfu: 41.6% | epoch: 1 | remaining: 276s    
step 00101 (8.1%) | loss: 4.494073 | lrm: 1.00 | dt: 272ms | tok/sec: 962,957 | mfu: 41.7% | epoch: 1 | remaining: 275s    
step 00102 (8.2%) | loss: 4.468618 | lrm: 1.00 | dt: 274ms | tok/sec: 957,836 | mfu: 41.5% | epoch: 1 | remaining: 275s    
step 00103 (8.3%) | loss: 4.447157 | lrm: 1.00 | dt: 272ms | tok/sec: 962,773 | mfu: 41.7% | epoch: 1 | remaining: 275s    
step 00104 (8.4%) | loss: 4.426792 | lrm: 1.00 | dt: 271ms | tok/sec: 969,011 | mfu: 42.0% | epoch: 1 | remaining: 275s    
