Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 57,344,800
  scalars                 : 20
  total                   : 94,044,980
Estimated FLOPs per token: 4.777622e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011343 | lrm: 0.00 | dt: 23322ms | tok/sec: 11,240 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011376 | lrm: 0.00 | dt: 289ms | tok/sec: 907,193 | mfu: 43.8% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011384 | lrm: 0.00 | dt: 288ms | tok/sec: 909,568 | mfu: 43.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011366 | lrm: 0.00 | dt: 289ms | tok/sec: 908,347 | mfu: 43.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011341 | lrm: 0.00 | dt: 289ms | tok/sec: 905,937 | mfu: 43.7% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011339 | lrm: 0.00 | dt: 291ms | tok/sec: 900,495 | mfu: 43.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011352 | lrm: 0.00 | dt: 289ms | tok/sec: 906,480 | mfu: 43.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011338 | lrm: 0.00 | dt: 290ms | tok/sec: 904,173 | mfu: 43.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011333 | lrm: 0.00 | dt: 291ms | tok/sec: 901,120 | mfu: 43.5% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011323 | lrm: 0.00 | dt: 290ms | tok/sec: 903,496 | mfu: 43.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011321 | lrm: 0.00 | dt: 292ms | tok/sec: 898,431 | mfu: 43.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011338 | lrm: 0.00 | dt: 289ms | tok/sec: 908,059 | mfu: 43.8% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011327 | lrm: 0.02 | dt: 290ms | tok/sec: 904,004 | mfu: 43.6% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 9.010268 | lrm: 0.04 | dt: 293ms | tok/sec: 893,686 | mfu: 43.2% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 9.007305 | lrm: 0.06 | dt: 298ms | tok/sec: 878,963 | mfu: 42.4% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 9.001485 | lrm: 0.08 | dt: 299ms | tok/sec: 878,127 | mfu: 42.4% | epoch: 1 | remaining: 299s    
step 00016 (0.5%) | loss: 8.991590 | lrm: 0.10 | dt: 298ms | tok/sec: 879,510 | mfu: 42.5% | epoch: 1 | remaining: 298s    
step 00017 (0.6%) | loss: 8.974785 | lrm: 0.12 | dt: 296ms | tok/sec: 885,022 | mfu: 42.7% | epoch: 1 | remaining: 298s    
step 00018 (0.7%) | loss: 8.945849 | lrm: 0.14 | dt: 298ms | tok/sec: 880,589 | mfu: 42.5% | epoch: 1 | remaining: 298s    
step 00019 (0.8%) | loss: 8.894965 | lrm: 0.16 | dt: 295ms | tok/sec: 887,483 | mfu: 42.9% | epoch: 1 | remaining: 297s    
step 00020 (0.9%) | loss: 8.810360 | lrm: 0.18 | dt: 294ms | tok/sec: 890,547 | mfu: 43.0% | epoch: 1 | remaining: 297s    
step 00021 (1.0%) | loss: 8.692724 | lrm: 0.20 | dt: 297ms | tok/sec: 884,083 | mfu: 42.7% | epoch: 1 | remaining: 297s    
step 00022 (1.1%) | loss: 8.565039 | lrm: 0.22 | dt: 294ms | tok/sec: 890,256 | mfu: 43.0% | epoch: 1 | remaining: 296s    
step 00023 (1.2%) | loss: 8.420623 | lrm: 0.24 | dt: 295ms | tok/sec: 888,568 | mfu: 42.9% | epoch: 1 | remaining: 296s    
step 00024 (1.3%) | loss: 8.258157 | lrm: 0.26 | dt: 297ms | tok/sec: 882,476 | mfu: 42.6% | epoch: 1 | remaining: 296s    
step 00025 (1.4%) | loss: 8.089644 | lrm: 0.28 | dt: 296ms | tok/sec: 886,891 | mfu: 42.8% | epoch: 1 | remaining: 296s    
step 00026 (1.5%) | loss: 7.921148 | lrm: 0.30 | dt: 295ms | tok/sec: 888,989 | mfu: 42.9% | epoch: 1 | remaining: 295s    
step 00027 (1.6%) | loss: 7.755488 | lrm: 0.31 | dt: 297ms | tok/sec: 883,730 | mfu: 42.7% | epoch: 1 | remaining: 295s    
step 00028 (1.7%) | loss: 7.599304 | lrm: 0.33 | dt: 300ms | tok/sec: 872,734 | mfu: 42.1% | epoch: 1 | remaining: 295s    
step 00029 (1.8%) | loss: 7.450680 | lrm: 0.35 | dt: 295ms | tok/sec: 888,312 | mfu: 42.9% | epoch: 1 | remaining: 294s    
step 00030 (1.9%) | loss: 7.305984 | lrm: 0.37 | dt: 296ms | tok/sec: 887,065 | mfu: 42.8% | epoch: 1 | remaining: 294s    
step 00031 (2.0%) | loss: 7.171464 | lrm: 0.39 | dt: 301ms | tok/sec: 870,449 | mfu: 42.0% | epoch: 1 | remaining: 294s    
step 00032 (2.1%) | loss: 7.044894 | lrm: 0.41 | dt: 296ms | tok/sec: 884,807 | mfu: 42.7% | epoch: 1 | remaining: 293s    
step 00033 (2.2%) | loss: 6.928101 | lrm: 0.43 | dt: 296ms | tok/sec: 886,221 | mfu: 42.8% | epoch: 1 | remaining: 293s    
step 00034 (2.3%) | loss: 6.815515 | lrm: 0.45 | dt: 300ms | tok/sec: 873,324 | mfu: 42.2% | epoch: 1 | remaining: 293s    
step 00035 (2.4%) | loss: 6.710260 | lrm: 0.47 | dt: 301ms | tok/sec: 872,000 | mfu: 42.1% | epoch: 1 | remaining: 293s    
step 00036 (2.5%) | loss: 6.610301 | lrm: 0.49 | dt: 294ms | tok/sec: 891,026 | mfu: 43.0% | epoch: 1 | remaining: 292s    
step 00037 (2.6%) | loss: 6.517525 | lrm: 0.51 | dt: 298ms | tok/sec: 878,798 | mfu: 42.4% | epoch: 1 | remaining: 292s    
step 00038 (2.7%) | loss: 6.429901 | lrm: 0.53 | dt: 300ms | tok/sec: 873,040 | mfu: 42.2% | epoch: 1 | remaining: 292s    
step 00039 (2.8%) | loss: 6.347870 | lrm: 0.55 | dt: 298ms | tok/sec: 879,874 | mfu: 42.5% | epoch: 1 | remaining: 291s    
step 00040 (2.9%) | loss: 6.273727 | lrm: 0.57 | dt: 296ms | tok/sec: 887,026 | mfu: 42.8% | epoch: 1 | remaining: 291s    
step 00041 (3.0%) | loss: 6.202618 | lrm: 0.59 | dt: 299ms | tok/sec: 875,416 | mfu: 42.3% | epoch: 1 | remaining: 291s    
step 00042 (3.1%) | loss: 6.138239 | lrm: 0.61 | dt: 298ms | tok/sec: 880,930 | mfu: 42.5% | epoch: 1 | remaining: 291s    
step 00043 (3.2%) | loss: 6.076325 | lrm: 0.63 | dt: 299ms | tok/sec: 875,958 | mfu: 42.3% | epoch: 1 | remaining: 290s    
step 00044 (3.3%) | loss: 6.019829 | lrm: 0.65 | dt: 296ms | tok/sec: 884,326 | mfu: 42.7% | epoch: 1 | remaining: 290s    
step 00045 (3.4%) | loss: 5.968030 | lrm: 0.67 | dt: 300ms | tok/sec: 875,142 | mfu: 42.3% | epoch: 1 | remaining: 290s    
step 00046 (3.5%) | loss: 5.918058 | lrm: 0.69 | dt: 297ms | tok/sec: 883,545 | mfu: 42.7% | epoch: 1 | remaining: 289s    
step 00047 (3.6%) | loss: 5.870341 | lrm: 0.71 | dt: 298ms | tok/sec: 879,778 | mfu: 42.5% | epoch: 1 | remaining: 289s    
step 00048 (3.7%) | loss: 5.828198 | lrm: 0.73 | dt: 299ms | tok/sec: 878,186 | mfu: 42.4% | epoch: 1 | remaining: 289s    
step 00049 (3.8%) | loss: 5.785951 | lrm: 0.75 | dt: 302ms | tok/sec: 868,821 | mfu: 41.9% | epoch: 1 | remaining: 288s    
step 00050 (3.9%) | loss: 5.748715 | lrm: 0.77 | dt: 297ms | tok/sec: 881,268 | mfu: 42.6% | epoch: 1 | remaining: 288s    
step 00051 (4.0%) | loss: 5.713109 | lrm: 0.79 | dt: 298ms | tok/sec: 879,373 | mfu: 42.5% | epoch: 1 | remaining: 288s    
step 00052 (4.1%) | loss: 5.679001 | lrm: 0.81 | dt: 299ms | tok/sec: 876,310 | mfu: 42.3% | epoch: 1 | remaining: 288s    
step 00053 (4.2%) | loss: 5.646246 | lrm: 0.83 | dt: 294ms | tok/sec: 890,229 | mfu: 43.0% | epoch: 1 | remaining: 287s    
step 00054 (4.3%) | loss: 5.612583 | lrm: 0.85 | dt: 297ms | tok/sec: 882,747 | mfu: 42.6% | epoch: 1 | remaining: 287s    
step 00055 (4.4%) | loss: 5.582807 | lrm: 0.87 | dt: 298ms | tok/sec: 879,799 | mfu: 42.5% | epoch: 1 | remaining: 287s    
step 00056 (4.5%) | loss: 5.554737 | lrm: 0.89 | dt: 298ms | tok/sec: 879,132 | mfu: 42.4% | epoch: 1 | remaining: 286s    
step 00057 (4.6%) | loss: 5.528491 | lrm: 0.91 | dt: 298ms | tok/sec: 880,516 | mfu: 42.5% | epoch: 1 | remaining: 286s    
step 00058 (4.7%) | loss: 5.501803 | lrm: 0.93 | dt: 299ms | tok/sec: 875,305 | mfu: 42.3% | epoch: 1 | remaining: 286s    
step 00059 (4.8%) | loss: 5.477236 | lrm: 0.95 | dt: 302ms | tok/sec: 868,236 | mfu: 41.9% | epoch: 1 | remaining: 285s    
step 00060 (4.9%) | loss: 5.454333 | lrm: 0.97 | dt: 297ms | tok/sec: 883,022 | mfu: 42.6% | epoch: 1 | remaining: 285s    
step 00061 (5.0%) | loss: 5.427123 | lrm: 0.99 | dt: 296ms | tok/sec: 885,497 | mfu: 42.8% | epoch: 1 | remaining: 285s    
step 00062 (5.1%) | loss: 5.402157 | lrm: 1.00 | dt: 297ms | tok/sec: 881,563 | mfu: 42.6% | epoch: 1 | remaining: 285s    
step 00063 (5.2%) | loss: 5.376544 | lrm: 1.00 | dt: 296ms | tok/sec: 886,477 | mfu: 42.8% | epoch: 1 | remaining: 284s    
step 00064 (5.2%) | loss: 5.350671 | lrm: 1.00 | dt: 297ms | tok/sec: 883,756 | mfu: 42.7% | epoch: 1 | remaining: 284s    
step 00065 (5.3%) | loss: 5.327981 | lrm: 1.00 | dt: 300ms | tok/sec: 872,949 | mfu: 42.1% | epoch: 1 | remaining: 284s    
step 00066 (5.4%) | loss: 5.304565 | lrm: 1.00 | dt: 297ms | tok/sec: 882,460 | mfu: 42.6% | epoch: 1 | remaining: 283s    
