Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,800
  scalars                 : 20
  total                   : 85,852,980
Estimated FLOPs per token: 4.286102e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011347 | lrm: 1.00 | dt: 9218ms | tok/sec: 14,219 | mfu: 0.6% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.180918 | lrm: 1.00 | dt: 132ms | tok/sec: 989,885 | mfu: 42.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.051121 | lrm: 1.00 | dt: 135ms | tok/sec: 972,797 | mfu: 42.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.771112 | lrm: 1.00 | dt: 135ms | tok/sec: 970,878 | mfu: 42.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.473256 | lrm: 1.00 | dt: 137ms | tok/sec: 956,541 | mfu: 41.4% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.179189 | lrm: 1.00 | dt: 136ms | tok/sec: 962,398 | mfu: 41.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.916187 | lrm: 1.00 | dt: 137ms | tok/sec: 958,019 | mfu: 41.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.682767 | lrm: 1.00 | dt: 159ms | tok/sec: 825,596 | mfu: 35.8% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.466561 | lrm: 1.00 | dt: 141ms | tok/sec: 926,842 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.269090 | lrm: 1.00 | dt: 137ms | tok/sec: 956,739 | mfu: 41.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.090906 | lrm: 1.00 | dt: 138ms | tok/sec: 949,626 | mfu: 41.1% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.929776 | lrm: 1.00 | dt: 138ms | tok/sec: 952,958 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 6.789788 | lrm: 1.00 | dt: 136ms | tok/sec: 963,042 | mfu: 41.7% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.664411 | lrm: 1.00 | dt: 140ms | tok/sec: 933,994 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00014 (0.1%) | loss: 6.549960 | lrm: 1.00 | dt: 152ms | tok/sec: 863,830 | mfu: 37.4% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 6.451493 | lrm: 1.00 | dt: 144ms | tok/sec: 908,654 | mfu: 39.4% | epoch: 1 | remaining: 299s    
step 00016 (0.2%) | loss: 6.364261 | lrm: 1.00 | dt: 138ms | tok/sec: 948,772 | mfu: 41.1% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 6.281038 | lrm: 1.00 | dt: 138ms | tok/sec: 953,225 | mfu: 41.3% | epoch: 1 | remaining: 299s    
step 00018 (0.3%) | loss: 6.208684 | lrm: 1.00 | dt: 137ms | tok/sec: 957,594 | mfu: 41.5% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 6.142191 | lrm: 1.00 | dt: 138ms | tok/sec: 951,870 | mfu: 41.2% | epoch: 1 | remaining: 299s    
step 00020 (0.4%) | loss: 6.084153 | lrm: 1.00 | dt: 142ms | tok/sec: 923,453 | mfu: 40.0% | epoch: 1 | remaining: 299s    
step 00021 (0.5%) | loss: 6.030103 | lrm: 1.00 | dt: 148ms | tok/sec: 884,040 | mfu: 38.3% | epoch: 1 | remaining: 298s    
step 00022 (0.5%) | loss: 5.979744 | lrm: 1.00 | dt: 145ms | tok/sec: 905,848 | mfu: 39.2% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 5.931687 | lrm: 1.00 | dt: 139ms | tok/sec: 943,430 | mfu: 40.9% | epoch: 1 | remaining: 298s    
step 00024 (0.6%) | loss: 5.889528 | lrm: 1.00 | dt: 137ms | tok/sec: 953,434 | mfu: 41.3% | epoch: 1 | remaining: 298s    
step 00025 (0.7%) | loss: 5.842228 | lrm: 1.00 | dt: 136ms | tok/sec: 960,611 | mfu: 41.6% | epoch: 1 | remaining: 298s    
step 00026 (0.7%) | loss: 5.803521 | lrm: 1.00 | dt: 138ms | tok/sec: 948,617 | mfu: 41.1% | epoch: 1 | remaining: 298s    
step 00027 (0.7%) | loss: 5.770539 | lrm: 1.00 | dt: 140ms | tok/sec: 935,302 | mfu: 40.5% | epoch: 1 | remaining: 298s    
step 00028 (0.8%) | loss: 5.740571 | lrm: 1.00 | dt: 143ms | tok/sec: 915,487 | mfu: 39.7% | epoch: 1 | remaining: 297s    
step 00029 (0.8%) | loss: 5.705886 | lrm: 1.00 | dt: 144ms | tok/sec: 907,843 | mfu: 39.3% | epoch: 1 | remaining: 297s    
step 00030 (0.9%) | loss: 5.673911 | lrm: 1.00 | dt: 141ms | tok/sec: 928,447 | mfu: 40.2% | epoch: 1 | remaining: 297s    
