Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011368 | lrm: 1.00 | dt: 18766ms | tok/sec: 6,984 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.885933 | lrm: 1.00 | dt: 79ms | tok/sec: 1,653,803 | mfu: 40.0% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.539306 | lrm: 1.00 | dt: 80ms | tok/sec: 1,646,547 | mfu: 39.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.103351 | lrm: 1.00 | dt: 81ms | tok/sec: 1,612,872 | mfu: 39.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.742044 | lrm: 1.00 | dt: 82ms | tok/sec: 1,604,236 | mfu: 38.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.426498 | lrm: 1.00 | dt: 81ms | tok/sec: 1,615,907 | mfu: 39.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.177213 | lrm: 1.00 | dt: 81ms | tok/sec: 1,627,136 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.969618 | lrm: 1.00 | dt: 81ms | tok/sec: 1,615,299 | mfu: 39.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.794609 | lrm: 1.00 | dt: 81ms | tok/sec: 1,618,852 | mfu: 39.1% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.647114 | lrm: 1.00 | dt: 80ms | tok/sec: 1,631,211 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.519139 | lrm: 1.00 | dt: 89ms | tok/sec: 1,479,867 | mfu: 35.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.405061 | lrm: 1.00 | dt: 86ms | tok/sec: 1,516,153 | mfu: 36.6% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 6.310563 | lrm: 1.00 | dt: 91ms | tok/sec: 1,434,547 | mfu: 34.7% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.227027 | lrm: 1.00 | dt: 84ms | tok/sec: 1,564,891 | mfu: 37.8% | epoch: 1 | remaining: 300s    
step 00014 (0.1%) | loss: 6.150397 | lrm: 1.00 | dt: 109ms | tok/sec: 1,199,120 | mfu: 29.0% | epoch: 1 | remaining: 300s    
step 00015 (0.1%) | loss: 6.087698 | lrm: 1.00 | dt: 80ms | tok/sec: 1,634,533 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00016 (0.2%) | loss: 6.032196 | lrm: 1.00 | dt: 82ms | tok/sec: 1,599,978 | mfu: 38.7% | epoch: 1 | remaining: 299s    
step 00017 (0.2%) | loss: 5.976813 | lrm: 1.00 | dt: 82ms | tok/sec: 1,600,011 | mfu: 38.7% | epoch: 1 | remaining: 299s    
step 00018 (0.2%) | loss: 5.927661 | lrm: 1.00 | dt: 92ms | tok/sec: 1,428,237 | mfu: 34.5% | epoch: 1 | remaining: 299s    
step 00019 (0.2%) | loss: 5.883158 | lrm: 1.00 | dt: 80ms | tok/sec: 1,637,245 | mfu: 39.6% | epoch: 1 | remaining: 299s    
step 00020 (0.3%) | loss: 5.845231 | lrm: 1.00 | dt: 82ms | tok/sec: 1,602,468 | mfu: 38.7% | epoch: 1 | remaining: 299s    
step 00021 (0.3%) | loss: 5.809172 | lrm: 1.00 | dt: 84ms | tok/sec: 1,569,103 | mfu: 37.9% | epoch: 1 | remaining: 299s    
step 00022 (0.3%) | loss: 5.773687 | lrm: 1.00 | dt: 81ms | tok/sec: 1,624,165 | mfu: 39.2% | epoch: 1 | remaining: 299s    
step 00023 (0.3%) | loss: 5.739732 | lrm: 1.00 | dt: 86ms | tok/sec: 1,522,224 | mfu: 36.8% | epoch: 1 | remaining: 299s    
step 00024 (0.4%) | loss: 5.708907 | lrm: 1.00 | dt: 90ms | tok/sec: 1,463,038 | mfu: 35.3% | epoch: 1 | remaining: 299s    
step 00025 (0.4%) | loss: 5.671712 | lrm: 1.00 | dt: 84ms | tok/sec: 1,563,876 | mfu: 37.8% | epoch: 1 | remaining: 299s    
step 00026 (0.4%) | loss: 5.641730 | lrm: 1.00 | dt: 97ms | tok/sec: 1,345,811 | mfu: 32.5% | epoch: 1 | remaining: 299s    
step 00027 (0.5%) | loss: 5.615798 | lrm: 1.00 | dt: 95ms | tok/sec: 1,382,619 | mfu: 33.4% | epoch: 1 | remaining: 299s    
step 00028 (0.5%) | loss: 5.591240 | lrm: 1.00 | dt: 81ms | tok/sec: 1,626,953 | mfu: 39.3% | epoch: 1 | remaining: 298s    
step 00029 (0.5%) | loss: 5.563683 | lrm: 1.00 | dt: 94ms | tok/sec: 1,398,787 | mfu: 33.8% | epoch: 1 | remaining: 298s    
step 00030 (0.6%) | loss: 5.537407 | lrm: 1.00 | dt: 81ms | tok/sec: 1,625,717 | mfu: 39.3% | epoch: 1 | remaining: 298s    
step 00031 (0.6%) | loss: 5.511331 | lrm: 1.00 | dt: 86ms | tok/sec: 1,531,494 | mfu: 37.0% | epoch: 1 | remaining: 298s    
step 00032 (0.6%) | loss: 5.483816 | lrm: 1.00 | dt: 88ms | tok/sec: 1,497,115 | mfu: 36.2% | epoch: 1 | remaining: 298s    
step 00033 (0.6%) | loss: 5.460658 | lrm: 1.00 | dt: 81ms | tok/sec: 1,625,111 | mfu: 39.3% | epoch: 1 | remaining: 298s    
