Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 8, 'n_kv_head': 8, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 20,971,520
  lm_head                 : 4,194,304
  transformer_matrices    : 31,458,560
  scalars                 : 20
  total                   : 60,818,708
Estimated FLOPs per token: 2.957061e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 21330ms | tok/sec: 12,289 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.696883 | lrm: 1.00 | dt: 197ms | tok/sec: 1,329,278 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.098474 | lrm: 1.00 | dt: 200ms | tok/sec: 1,307,902 | mfu: 39.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.704172 | lrm: 1.00 | dt: 203ms | tok/sec: 1,294,385 | mfu: 38.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.415853 | lrm: 1.00 | dt: 201ms | tok/sec: 1,304,166 | mfu: 39.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.172871 | lrm: 1.00 | dt: 223ms | tok/sec: 1,177,604 | mfu: 35.2% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.969942 | lrm: 1.00 | dt: 204ms | tok/sec: 1,282,208 | mfu: 38.3% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.801078 | lrm: 1.00 | dt: 203ms | tok/sec: 1,290,203 | mfu: 38.6% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.660264 | lrm: 1.00 | dt: 204ms | tok/sec: 1,284,587 | mfu: 38.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.539356 | lrm: 1.00 | dt: 209ms | tok/sec: 1,252,566 | mfu: 37.4% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.440097 | lrm: 1.00 | dt: 216ms | tok/sec: 1,214,119 | mfu: 36.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.351288 | lrm: 1.00 | dt: 205ms | tok/sec: 1,277,797 | mfu: 38.2% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.265685 | lrm: 1.00 | dt: 203ms | tok/sec: 1,291,482 | mfu: 38.6% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.192150 | lrm: 1.00 | dt: 202ms | tok/sec: 1,295,816 | mfu: 38.7% | epoch: 1 | remaining: 299s    
step 00014 (0.2%) | loss: 6.125497 | lrm: 1.00 | dt: 213ms | tok/sec: 1,233,367 | mfu: 36.9% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 6.063636 | lrm: 1.00 | dt: 212ms | tok/sec: 1,234,209 | mfu: 36.9% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 6.007102 | lrm: 1.00 | dt: 204ms | tok/sec: 1,286,004 | mfu: 38.4% | epoch: 1 | remaining: 299s    
step 00017 (0.4%) | loss: 5.952448 | lrm: 1.00 | dt: 204ms | tok/sec: 1,284,699 | mfu: 38.4% | epoch: 1 | remaining: 299s    
step 00018 (0.5%) | loss: 5.903971 | lrm: 1.00 | dt: 205ms | tok/sec: 1,278,643 | mfu: 38.2% | epoch: 1 | remaining: 298s    
step 00019 (0.5%) | loss: 5.859107 | lrm: 1.00 | dt: 213ms | tok/sec: 1,233,436 | mfu: 36.9% | epoch: 1 | remaining: 298s    
step 00020 (0.6%) | loss: 5.815698 | lrm: 1.00 | dt: 208ms | tok/sec: 1,259,594 | mfu: 37.6% | epoch: 1 | remaining: 298s    
step 00021 (0.7%) | loss: 5.777715 | lrm: 1.00 | dt: 205ms | tok/sec: 1,281,314 | mfu: 38.3% | epoch: 1 | remaining: 298s    
step 00022 (0.8%) | loss: 5.744453 | lrm: 1.00 | dt: 203ms | tok/sec: 1,289,453 | mfu: 38.5% | epoch: 1 | remaining: 298s    
step 00023 (0.8%) | loss: 5.712181 | lrm: 1.00 | dt: 205ms | tok/sec: 1,276,558 | mfu: 38.1% | epoch: 1 | remaining: 297s    
step 00024 (0.9%) | loss: 5.682013 | lrm: 1.00 | dt: 213ms | tok/sec: 1,232,170 | mfu: 36.8% | epoch: 1 | remaining: 297s    
step 00025 (1.0%) | loss: 5.652005 | lrm: 1.00 | dt: 208ms | tok/sec: 1,259,264 | mfu: 37.6% | epoch: 1 | remaining: 297s    
step 00026 (1.0%) | loss: 5.623649 | lrm: 1.00 | dt: 207ms | tok/sec: 1,267,263 | mfu: 37.9% | epoch: 1 | remaining: 297s    
step 00027 (1.1%) | loss: 5.595392 | lrm: 1.00 | dt: 203ms | tok/sec: 1,288,191 | mfu: 38.5% | epoch: 1 | remaining: 296s    
step 00028 (1.2%) | loss: 5.570809 | lrm: 1.00 | dt: 207ms | tok/sec: 1,265,844 | mfu: 37.8% | epoch: 1 | remaining: 296s    
step 00029 (1.2%) | loss: 5.546201 | lrm: 1.00 | dt: 208ms | tok/sec: 1,263,115 | mfu: 37.7% | epoch: 1 | remaining: 296s    
step 00030 (1.3%) | loss: 5.519212 | lrm: 1.00 | dt: 208ms | tok/sec: 1,260,783 | mfu: 37.7% | epoch: 1 | remaining: 296s    
