Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 0.00 | dt: 8183ms | tok/sec: 32,036 | mfu: 0.8% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011228 | lrm: 0.00 | dt: 151ms | tok/sec: 1,731,102 | mfu: 41.8% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011244 | lrm: 0.00 | dt: 153ms | tok/sec: 1,713,804 | mfu: 41.4% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011237 | lrm: 0.00 | dt: 151ms | tok/sec: 1,736,280 | mfu: 42.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011261 | lrm: 0.00 | dt: 152ms | tok/sec: 1,729,409 | mfu: 41.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011249 | lrm: 0.00 | dt: 151ms | tok/sec: 1,732,698 | mfu: 41.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011250 | lrm: 0.00 | dt: 170ms | tok/sec: 1,538,439 | mfu: 37.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011256 | lrm: 0.00 | dt: 177ms | tok/sec: 1,483,072 | mfu: 35.8% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011262 | lrm: 0.00 | dt: 173ms | tok/sec: 1,514,266 | mfu: 36.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011252 | lrm: 0.00 | dt: 152ms | tok/sec: 1,725,327 | mfu: 41.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011254 | lrm: 0.00 | dt: 170ms | tok/sec: 1,541,927 | mfu: 37.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011243 | lrm: 0.00 | dt: 152ms | tok/sec: 1,726,500 | mfu: 41.7% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011240 | lrm: 0.01 | dt: 153ms | tok/sec: 1,713,814 | mfu: 41.4% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 9.010747 | lrm: 0.02 | dt: 157ms | tok/sec: 1,668,259 | mfu: 40.3% | epoch: 1 | remaining: 300s    
step 00014 (0.2%) | loss: 9.009380 | lrm: 0.03 | dt: 158ms | tok/sec: 1,661,327 | mfu: 40.1% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 9.006740 | lrm: 0.04 | dt: 172ms | tok/sec: 1,524,471 | mfu: 36.8% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 9.002511 | lrm: 0.05 | dt: 165ms | tok/sec: 1,586,196 | mfu: 38.3% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 8.995975 | lrm: 0.06 | dt: 165ms | tok/sec: 1,592,544 | mfu: 38.5% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 8.986236 | lrm: 0.07 | dt: 164ms | tok/sec: 1,602,618 | mfu: 38.7% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 8.971656 | lrm: 0.09 | dt: 162ms | tok/sec: 1,620,579 | mfu: 39.2% | epoch: 1 | remaining: 299s    
step 00020 (0.5%) | loss: 8.949696 | lrm: 0.10 | dt: 160ms | tok/sec: 1,643,313 | mfu: 39.7% | epoch: 1 | remaining: 298s    
step 00021 (0.5%) | loss: 8.916368 | lrm: 0.11 | dt: 160ms | tok/sec: 1,641,155 | mfu: 39.7% | epoch: 1 | remaining: 298s    
step 00022 (0.6%) | loss: 8.866720 | lrm: 0.12 | dt: 163ms | tok/sec: 1,607,649 | mfu: 38.8% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 8.794541 | lrm: 0.13 | dt: 166ms | tok/sec: 1,583,756 | mfu: 38.3% | epoch: 1 | remaining: 298s    
step 00024 (0.7%) | loss: 8.696185 | lrm: 0.14 | dt: 161ms | tok/sec: 1,629,429 | mfu: 39.4% | epoch: 1 | remaining: 298s    
step 00025 (0.8%) | loss: 8.583659 | lrm: 0.15 | dt: 158ms | tok/sec: 1,657,253 | mfu: 40.0% | epoch: 1 | remaining: 298s    
step 00026 (0.8%) | loss: 8.465931 | lrm: 0.16 | dt: 179ms | tok/sec: 1,466,300 | mfu: 35.4% | epoch: 1 | remaining: 297s    
step 00027 (0.9%) | loss: 8.337678 | lrm: 0.17 | dt: 160ms | tok/sec: 1,633,729 | mfu: 39.5% | epoch: 1 | remaining: 297s    
step 00028 (0.9%) | loss: 8.200262 | lrm: 0.18 | dt: 161ms | tok/sec: 1,630,099 | mfu: 39.4% | epoch: 1 | remaining: 297s    
step 00029 (1.0%) | loss: 8.058955 | lrm: 0.19 | dt: 165ms | tok/sec: 1,592,913 | mfu: 38.5% | epoch: 1 | remaining: 297s    
step 00030 (1.0%) | loss: 7.914956 | lrm: 0.21 | dt: 164ms | tok/sec: 1,601,087 | mfu: 38.7% | epoch: 1 | remaining: 297s    
