Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 11, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 25,165,824
  lm_head                 : 4,194,304
  transformer_matrices    : 34,606,080
  scalars                 : 22
  total                   : 68,160,534
Estimated FLOPs per token: 2.768425e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011263 | lrm: 1.00 | dt: 24824ms | tok/sec: 10,559 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.696993 | lrm: 1.00 | dt: 198ms | tok/sec: 1,324,633 | mfu: 37.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.101115 | lrm: 1.00 | dt: 198ms | tok/sec: 1,322,778 | mfu: 37.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.707065 | lrm: 1.00 | dt: 198ms | tok/sec: 1,322,418 | mfu: 37.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.417700 | lrm: 1.00 | dt: 198ms | tok/sec: 1,321,177 | mfu: 37.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.173387 | lrm: 1.00 | dt: 222ms | tok/sec: 1,179,281 | mfu: 33.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.969316 | lrm: 1.00 | dt: 206ms | tok/sec: 1,274,547 | mfu: 35.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.799474 | lrm: 1.00 | dt: 201ms | tok/sec: 1,301,471 | mfu: 36.4% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.657278 | lrm: 1.00 | dt: 201ms | tok/sec: 1,301,023 | mfu: 36.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.535462 | lrm: 1.00 | dt: 204ms | tok/sec: 1,283,621 | mfu: 35.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.435171 | lrm: 1.00 | dt: 216ms | tok/sec: 1,214,649 | mfu: 34.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.344553 | lrm: 1.00 | dt: 208ms | tok/sec: 1,261,281 | mfu: 35.3% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.256517 | lrm: 1.00 | dt: 202ms | tok/sec: 1,300,900 | mfu: 36.4% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.180249 | lrm: 1.00 | dt: 202ms | tok/sec: 1,299,207 | mfu: 36.3% | epoch: 1 | remaining: 299s    
step 00014 (0.2%) | loss: 6.110373 | lrm: 1.00 | dt: 205ms | tok/sec: 1,276,223 | mfu: 35.7% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 6.044834 | lrm: 1.00 | dt: 214ms | tok/sec: 1,227,258 | mfu: 34.3% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.983689 | lrm: 1.00 | dt: 206ms | tok/sec: 1,272,722 | mfu: 35.6% | epoch: 1 | remaining: 299s    
step 00017 (0.4%) | loss: 5.923990 | lrm: 1.00 | dt: 202ms | tok/sec: 1,295,313 | mfu: 36.2% | epoch: 1 | remaining: 299s    
step 00018 (0.5%) | loss: 5.869912 | lrm: 1.00 | dt: 203ms | tok/sec: 1,289,826 | mfu: 36.1% | epoch: 1 | remaining: 298s    
step 00019 (0.5%) | loss: 5.818568 | lrm: 1.00 | dt: 208ms | tok/sec: 1,261,809 | mfu: 35.3% | epoch: 1 | remaining: 298s    
step 00020 (0.6%) | loss: 5.768802 | lrm: 1.00 | dt: 209ms | tok/sec: 1,255,289 | mfu: 35.1% | epoch: 1 | remaining: 298s    
step 00021 (0.7%) | loss: 5.723278 | lrm: 1.00 | dt: 206ms | tok/sec: 1,273,856 | mfu: 35.6% | epoch: 1 | remaining: 298s    
step 00022 (0.8%) | loss: 5.681344 | lrm: 1.00 | dt: 202ms | tok/sec: 1,296,745 | mfu: 36.3% | epoch: 1 | remaining: 298s    
step 00023 (0.8%) | loss: 5.640466 | lrm: 1.00 | dt: 203ms | tok/sec: 1,290,971 | mfu: 36.1% | epoch: 1 | remaining: 297s    
step 00024 (0.9%) | loss: 5.601333 | lrm: 1.00 | dt: 207ms | tok/sec: 1,264,613 | mfu: 35.4% | epoch: 1 | remaining: 297s    
step 00025 (1.0%) | loss: 5.561847 | lrm: 1.00 | dt: 208ms | tok/sec: 1,258,284 | mfu: 35.2% | epoch: 1 | remaining: 297s    
step 00026 (1.0%) | loss: 5.523710 | lrm: 1.00 | dt: 206ms | tok/sec: 1,272,515 | mfu: 35.6% | epoch: 1 | remaining: 297s    
step 00027 (1.1%) | loss: 5.486213 | lrm: 1.00 | dt: 204ms | tok/sec: 1,284,734 | mfu: 35.9% | epoch: 1 | remaining: 297s    
step 00028 (1.2%) | loss: 5.452137 | lrm: 1.00 | dt: 206ms | tok/sec: 1,273,445 | mfu: 35.6% | epoch: 1 | remaining: 296s    
step 00029 (1.2%) | loss: 5.419669 | lrm: 1.00 | dt: 207ms | tok/sec: 1,264,911 | mfu: 35.4% | epoch: 1 | remaining: 296s    
step 00030 (1.3%) | loss: 5.384234 | lrm: 1.00 | dt: 207ms | tok/sec: 1,268,675 | mfu: 35.5% | epoch: 1 | remaining: 296s    
step 00031 (1.4%) | loss: 5.352511 | lrm: 1.00 | dt: 209ms | tok/sec: 1,255,452 | mfu: 35.1% | epoch: 1 | remaining: 296s    
step 00032 (1.4%) | loss: 5.322195 | lrm: 1.00 | dt: 202ms | tok/sec: 1,295,646 | mfu: 36.2% | epoch: 1 | remaining: 295s    
step 00033 (1.5%) | loss: 5.292617 | lrm: 1.00 | dt: 205ms | tok/sec: 1,278,879 | mfu: 35.8% | epoch: 1 | remaining: 295s    
step 00034 (1.6%) | loss: 5.262395 | lrm: 1.00 | dt: 209ms | tok/sec: 1,253,760 | mfu: 35.1% | epoch: 1 | remaining: 295s    
step 00035 (1.6%) | loss: 5.231997 | lrm: 1.00 | dt: 208ms | tok/sec: 1,263,106 | mfu: 35.3% | epoch: 1 | remaining: 295s    
step 00036 (1.7%) | loss: 5.202417 | lrm: 1.00 | dt: 204ms | tok/sec: 1,283,392 | mfu: 35.9% | epoch: 1 | remaining: 295s    
step 00037 (1.8%) | loss: 5.175122 | lrm: 1.00 | dt: 202ms | tok/sec: 1,296,518 | mfu: 36.3% | epoch: 1 | remaining: 294s    
step 00038 (1.9%) | loss: 5.146048 | lrm: 1.00 | dt: 204ms | tok/sec: 1,283,527 | mfu: 35.9% | epoch: 1 | remaining: 294s    
step 00039 (1.9%) | loss: 5.117699 | lrm: 1.00 | dt: 207ms | tok/sec: 1,267,185 | mfu: 35.5% | epoch: 1 | remaining: 294s    
step 00040 (2.0%) | loss: 5.093273 | lrm: 1.00 | dt: 207ms | tok/sec: 1,267,172 | mfu: 35.5% | epoch: 1 | remaining: 294s    
step 00041 (2.1%) | loss: 5.064963 | lrm: 1.00 | dt: 206ms | tok/sec: 1,274,935 | mfu: 35.7% | epoch: 1 | remaining: 294s    
step 00042 (2.1%) | loss: 5.040449 | lrm: 1.00 | dt: 205ms | tok/sec: 1,275,659 | mfu: 35.7% | epoch: 1 | remaining: 293s    
step 00043 (2.2%) | loss: 5.012651 | lrm: 1.00 | dt: 205ms | tok/sec: 1,278,338 | mfu: 35.8% | epoch: 1 | remaining: 293s    
