Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,800
  scalars                 : 20
  total                   : 85,852,980
Estimated FLOPs per token: 4.286102e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011343 | lrm: 1.00 | dt: 27026ms | tok/sec: 9,699 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.197970 | lrm: 1.00 | dt: 255ms | tok/sec: 1,028,928 | mfu: 44.6% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.968245 | lrm: 1.00 | dt: 260ms | tok/sec: 1,006,595 | mfu: 43.6% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.588714 | lrm: 1.00 | dt: 262ms | tok/sec: 1,002,074 | mfu: 43.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.191944 | lrm: 1.00 | dt: 289ms | tok/sec: 906,516 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.814671 | lrm: 1.00 | dt: 265ms | tok/sec: 987,772 | mfu: 42.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.508377 | lrm: 1.00 | dt: 264ms | tok/sec: 993,433 | mfu: 43.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.259629 | lrm: 1.00 | dt: 269ms | tok/sec: 974,328 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.047450 | lrm: 1.00 | dt: 283ms | tok/sec: 924,689 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.863860 | lrm: 1.00 | dt: 266ms | tok/sec: 986,927 | mfu: 42.7% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.709299 | lrm: 1.00 | dt: 263ms | tok/sec: 995,617 | mfu: 43.1% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.572052 | lrm: 1.00 | dt: 275ms | tok/sec: 952,601 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.449168 | lrm: 1.00 | dt: 274ms | tok/sec: 956,309 | mfu: 41.4% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.344756 | lrm: 1.00 | dt: 269ms | tok/sec: 974,639 | mfu: 42.2% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 6.251965 | lrm: 1.00 | dt: 266ms | tok/sec: 987,010 | mfu: 42.8% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 6.166999 | lrm: 1.00 | dt: 276ms | tok/sec: 948,951 | mfu: 41.1% | epoch: 1 | remaining: 299s    
step 00016 (0.5%) | loss: 6.092233 | lrm: 1.00 | dt: 272ms | tok/sec: 964,487 | mfu: 41.8% | epoch: 1 | remaining: 298s    
step 00017 (0.5%) | loss: 6.022267 | lrm: 1.00 | dt: 267ms | tok/sec: 980,082 | mfu: 42.5% | epoch: 1 | remaining: 298s    
step 00018 (0.6%) | loss: 5.961241 | lrm: 1.00 | dt: 267ms | tok/sec: 980,045 | mfu: 42.5% | epoch: 1 | remaining: 298s    
step 00019 (0.7%) | loss: 5.904053 | lrm: 1.00 | dt: 276ms | tok/sec: 951,095 | mfu: 41.2% | epoch: 1 | remaining: 298s    
step 00020 (0.8%) | loss: 5.850560 | lrm: 1.00 | dt: 272ms | tok/sec: 962,664 | mfu: 41.7% | epoch: 1 | remaining: 297s    
step 00021 (0.9%) | loss: 5.802687 | lrm: 1.00 | dt: 268ms | tok/sec: 977,735 | mfu: 42.4% | epoch: 1 | remaining: 297s    
step 00022 (1.0%) | loss: 5.760996 | lrm: 1.00 | dt: 270ms | tok/sec: 970,661 | mfu: 42.0% | epoch: 1 | remaining: 297s    
step 00023 (1.1%) | loss: 5.720852 | lrm: 1.00 | dt: 273ms | tok/sec: 961,885 | mfu: 41.7% | epoch: 1 | remaining: 296s    
step 00024 (1.2%) | loss: 5.683671 | lrm: 1.00 | dt: 273ms | tok/sec: 960,203 | mfu: 41.6% | epoch: 1 | remaining: 296s    
step 00025 (1.3%) | loss: 5.647542 | lrm: 1.00 | dt: 269ms | tok/sec: 973,130 | mfu: 42.2% | epoch: 1 | remaining: 296s    
step 00026 (1.4%) | loss: 5.613774 | lrm: 1.00 | dt: 273ms | tok/sec: 960,288 | mfu: 41.6% | epoch: 1 | remaining: 296s    
step 00027 (1.4%) | loss: 5.581120 | lrm: 1.00 | dt: 274ms | tok/sec: 958,175 | mfu: 41.5% | epoch: 1 | remaining: 295s    
step 00028 (1.5%) | loss: 5.553565 | lrm: 1.00 | dt: 270ms | tok/sec: 970,067 | mfu: 42.0% | epoch: 1 | remaining: 295s    
step 00029 (1.6%) | loss: 5.526060 | lrm: 1.00 | dt: 271ms | tok/sec: 965,668 | mfu: 41.8% | epoch: 1 | remaining: 295s    
step 00030 (1.7%) | loss: 5.496070 | lrm: 1.00 | dt: 273ms | tok/sec: 961,642 | mfu: 41.7% | epoch: 1 | remaining: 295s    
