Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,153,600
  scalars                 : 20
  total                   : 85,853,780
Estimated FLOPs per token: 4.286150e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011343 | lrm: 0.00 | dt: 9951ms | tok/sec: 26,342 | mfu: 1.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011376 | lrm: 0.00 | dt: 246ms | tok/sec: 1,065,135 | mfu: 46.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011384 | lrm: 0.00 | dt: 249ms | tok/sec: 1,054,266 | mfu: 45.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011366 | lrm: 0.00 | dt: 249ms | tok/sec: 1,054,439 | mfu: 45.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011341 | lrm: 0.00 | dt: 249ms | tok/sec: 1,052,526 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011339 | lrm: 0.00 | dt: 250ms | tok/sec: 1,049,560 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011352 | lrm: 0.00 | dt: 250ms | tok/sec: 1,047,790 | mfu: 45.4% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011338 | lrm: 0.00 | dt: 250ms | tok/sec: 1,049,345 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011333 | lrm: 0.00 | dt: 249ms | tok/sec: 1,052,959 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011323 | lrm: 0.00 | dt: 249ms | tok/sec: 1,051,388 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011321 | lrm: 0.00 | dt: 249ms | tok/sec: 1,052,603 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011338 | lrm: 0.00 | dt: 250ms | tok/sec: 1,047,968 | mfu: 45.4% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011327 | lrm: 0.02 | dt: 249ms | tok/sec: 1,053,000 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 9.010419 | lrm: 0.03 | dt: 263ms | tok/sec: 995,265 | mfu: 43.1% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 9.007878 | lrm: 0.05 | dt: 271ms | tok/sec: 967,629 | mfu: 41.9% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 9.002896 | lrm: 0.07 | dt: 275ms | tok/sec: 953,429 | mfu: 41.3% | epoch: 1 | remaining: 299s    
step 00016 (0.4%) | loss: 8.994499 | lrm: 0.09 | dt: 275ms | tok/sec: 954,114 | mfu: 41.3% | epoch: 1 | remaining: 298s    
step 00017 (0.5%) | loss: 8.980728 | lrm: 0.11 | dt: 269ms | tok/sec: 972,840 | mfu: 42.1% | epoch: 1 | remaining: 298s    
step 00018 (0.6%) | loss: 8.957923 | lrm: 0.12 | dt: 272ms | tok/sec: 962,703 | mfu: 41.7% | epoch: 1 | remaining: 298s    
step 00019 (0.7%) | loss: 8.918796 | lrm: 0.14 | dt: 272ms | tok/sec: 963,963 | mfu: 41.8% | epoch: 1 | remaining: 298s    
step 00020 (0.8%) | loss: 8.853332 | lrm: 0.16 | dt: 269ms | tok/sec: 975,669 | mfu: 42.3% | epoch: 1 | remaining: 297s    
step 00021 (0.9%) | loss: 8.752059 | lrm: 0.18 | dt: 268ms | tok/sec: 978,436 | mfu: 42.4% | epoch: 1 | remaining: 297s    
step 00022 (1.0%) | loss: 8.630263 | lrm: 0.20 | dt: 271ms | tok/sec: 966,913 | mfu: 41.9% | epoch: 1 | remaining: 297s    
step 00023 (1.1%) | loss: 8.497329 | lrm: 0.21 | dt: 270ms | tok/sec: 970,202 | mfu: 42.0% | epoch: 1 | remaining: 297s    
step 00024 (1.2%) | loss: 8.344874 | lrm: 0.23 | dt: 268ms | tok/sec: 977,460 | mfu: 42.3% | epoch: 1 | remaining: 296s    
step 00025 (1.2%) | loss: 8.181902 | lrm: 0.25 | dt: 268ms | tok/sec: 978,473 | mfu: 42.4% | epoch: 1 | remaining: 296s    
step 00026 (1.3%) | loss: 8.015702 | lrm: 0.27 | dt: 273ms | tok/sec: 958,927 | mfu: 41.5% | epoch: 1 | remaining: 296s    
step 00027 (1.4%) | loss: 7.850824 | lrm: 0.29 | dt: 270ms | tok/sec: 969,715 | mfu: 42.0% | epoch: 1 | remaining: 295s    
step 00028 (1.5%) | loss: 7.693527 | lrm: 0.30 | dt: 271ms | tok/sec: 967,086 | mfu: 41.9% | epoch: 1 | remaining: 295s    
step 00029 (1.6%) | loss: 7.542385 | lrm: 0.32 | dt: 272ms | tok/sec: 962,591 | mfu: 41.7% | epoch: 1 | remaining: 295s    
step 00030 (1.7%) | loss: 7.394698 | lrm: 0.34 | dt: 275ms | tok/sec: 954,832 | mfu: 41.4% | epoch: 1 | remaining: 295s    
step 00031 (1.8%) | loss: 7.257074 | lrm: 0.36 | dt: 270ms | tok/sec: 972,513 | mfu: 42.1% | epoch: 1 | remaining: 294s    
step 00032 (1.9%) | loss: 7.127244 | lrm: 0.38 | dt: 270ms | tok/sec: 971,644 | mfu: 42.1% | epoch: 1 | remaining: 294s    
step 00033 (2.0%) | loss: 7.007162 | lrm: 0.39 | dt: 271ms | tok/sec: 966,743 | mfu: 41.9% | epoch: 1 | remaining: 294s    
step 00034 (2.1%) | loss: 6.891209 | lrm: 0.41 | dt: 271ms | tok/sec: 965,910 | mfu: 41.8% | epoch: 1 | remaining: 294s    
step 00035 (2.2%) | loss: 6.782707 | lrm: 0.43 | dt: 272ms | tok/sec: 962,033 | mfu: 41.7% | epoch: 1 | remaining: 293s    
step 00036 (2.2%) | loss: 6.679547 | lrm: 0.45 | dt: 268ms | tok/sec: 978,443 | mfu: 42.4% | epoch: 1 | remaining: 293s    
step 00037 (2.3%) | loss: 6.583622 | lrm: 0.47 | dt: 273ms | tok/sec: 959,770 | mfu: 41.6% | epoch: 1 | remaining: 293s    
step 00038 (2.4%) | loss: 6.492921 | lrm: 0.48 | dt: 273ms | tok/sec: 959,041 | mfu: 41.5% | epoch: 1 | remaining: 292s    
step 00039 (2.5%) | loss: 6.407594 | lrm: 0.50 | dt: 275ms | tok/sec: 952,690 | mfu: 41.3% | epoch: 1 | remaining: 292s    
step 00040 (2.6%) | loss: 6.330324 | lrm: 0.52 | dt: 268ms | tok/sec: 976,780 | mfu: 42.3% | epoch: 1 | remaining: 292s    
step 00041 (2.7%) | loss: 6.256169 | lrm: 0.54 | dt: 272ms | tok/sec: 964,555 | mfu: 41.8% | epoch: 1 | remaining: 292s    
step 00042 (2.8%) | loss: 6.188795 | lrm: 0.56 | dt: 270ms | tok/sec: 970,831 | mfu: 42.1% | epoch: 1 | remaining: 291s    
step 00043 (2.9%) | loss: 6.124117 | lrm: 0.58 | dt: 270ms | tok/sec: 971,288 | mfu: 42.1% | epoch: 1 | remaining: 291s    
step 00044 (3.0%) | loss: 6.064884 | lrm: 0.59 | dt: 273ms | tok/sec: 960,354 | mfu: 41.6% | epoch: 1 | remaining: 291s    
step 00045 (3.1%) | loss: 6.010503 | lrm: 0.61 | dt: 272ms | tok/sec: 962,569 | mfu: 41.7% | epoch: 1 | remaining: 291s    
step 00046 (3.1%) | loss: 5.958161 | lrm: 0.63 | dt: 275ms | tok/sec: 953,815 | mfu: 41.3% | epoch: 1 | remaining: 290s    
step 00047 (3.2%) | loss: 5.908270 | lrm: 0.65 | dt: 271ms | tok/sec: 968,231 | mfu: 41.9% | epoch: 1 | remaining: 290s    
step 00048 (3.3%) | loss: 5.864008 | lrm: 0.67 | dt: 270ms | tok/sec: 969,499 | mfu: 42.0% | epoch: 1 | remaining: 290s    
step 00049 (3.4%) | loss: 5.819778 | lrm: 0.68 | dt: 272ms | tok/sec: 964,433 | mfu: 41.8% | epoch: 1 | remaining: 289s    
step 00050 (3.5%) | loss: 5.780704 | lrm: 0.70 | dt: 274ms | tok/sec: 958,026 | mfu: 41.5% | epoch: 1 | remaining: 289s    
step 00051 (3.6%) | loss: 5.743633 | lrm: 0.72 | dt: 272ms | tok/sec: 963,458 | mfu: 41.7% | epoch: 1 | remaining: 289s    
step 00052 (3.7%) | loss: 5.708448 | lrm: 0.74 | dt: 271ms | tok/sec: 966,701 | mfu: 41.9% | epoch: 1 | remaining: 289s    
step 00053 (3.8%) | loss: 5.674668 | lrm: 0.76 | dt: 275ms | tok/sec: 951,888 | mfu: 41.2% | epoch: 1 | remaining: 288s    
step 00054 (3.9%) | loss: 5.639807 | lrm: 0.77 | dt: 271ms | tok/sec: 965,739 | mfu: 41.8% | epoch: 1 | remaining: 288s    
step 00055 (4.0%) | loss: 5.608888 | lrm: 0.79 | dt: 274ms | tok/sec: 956,840 | mfu: 41.4% | epoch: 1 | remaining: 288s    
step 00056 (4.1%) | loss: 5.580107 | lrm: 0.81 | dt: 272ms | tok/sec: 962,216 | mfu: 41.7% | epoch: 1 | remaining: 288s    
step 00057 (4.1%) | loss: 5.553899 | lrm: 0.83 | dt: 274ms | tok/sec: 956,356 | mfu: 41.4% | epoch: 1 | remaining: 287s    
step 00058 (4.2%) | loss: 5.526801 | lrm: 0.85 | dt: 271ms | tok/sec: 967,793 | mfu: 41.9% | epoch: 1 | remaining: 287s    
step 00059 (4.3%) | loss: 5.500050 | lrm: 0.87 | dt: 275ms | tok/sec: 954,875 | mfu: 41.4% | epoch: 1 | remaining: 287s    
step 00060 (4.4%) | loss: 5.475927 | lrm: 0.88 | dt: 269ms | tok/sec: 973,275 | mfu: 42.2% | epoch: 1 | remaining: 286s    
step 00061 (4.5%) | loss: 5.448656 | lrm: 0.90 | dt: 274ms | tok/sec: 955,838 | mfu: 41.4% | epoch: 1 | remaining: 286s    
step 00062 (4.6%) | loss: 5.423603 | lrm: 0.92 | dt: 271ms | tok/sec: 967,912 | mfu: 41.9% | epoch: 1 | remaining: 286s    
step 00063 (4.7%) | loss: 5.397889 | lrm: 0.94 | dt: 272ms | tok/sec: 962,326 | mfu: 41.7% | epoch: 1 | remaining: 286s    
step 00064 (4.8%) | loss: 5.371580 | lrm: 0.96 | dt: 273ms | tok/sec: 961,066 | mfu: 41.6% | epoch: 1 | remaining: 285s    
step 00065 (4.9%) | loss: 5.348953 | lrm: 0.97 | dt: 274ms | tok/sec: 956,395 | mfu: 41.4% | epoch: 1 | remaining: 285s    
step 00066 (5.0%) | loss: 5.325527 | lrm: 0.99 | dt: 269ms | tok/sec: 973,262 | mfu: 42.2% | epoch: 1 | remaining: 285s    
step 00067 (5.1%) | loss: 5.303599 | lrm: 1.00 | dt: 270ms | tok/sec: 969,991 | mfu: 42.0% | epoch: 1 | remaining: 285s    
step 00068 (5.1%) | loss: 5.277356 | lrm: 1.00 | dt: 272ms | tok/sec: 963,112 | mfu: 41.7% | epoch: 1 | remaining: 284s    
step 00069 (5.2%) | loss: 5.250139 | lrm: 1.00 | dt: 274ms | tok/sec: 956,709 | mfu: 41.4% | epoch: 1 | remaining: 284s    
step 00070 (5.3%) | loss: 5.222510 | lrm: 1.00 | dt: 273ms | tok/sec: 959,143 | mfu: 41.5% | epoch: 1 | remaining: 284s    
step 00071 (5.4%) | loss: 5.200116 | lrm: 1.00 | dt: 271ms | tok/sec: 967,523 | mfu: 41.9% | epoch: 1 | remaining: 283s    
