Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,800
  scalars                 : 20
  total                   : 85,852,980
Estimated FLOPs per token: 4.286102e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011349 | lrm: 1.00 | dt: 9521ms | tok/sec: 13,767 | mfu: 0.6% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.863194 | lrm: 1.00 | dt: 133ms | tok/sec: 985,417 | mfu: 42.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.502593 | lrm: 1.00 | dt: 136ms | tok/sec: 965,025 | mfu: 41.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.047756 | lrm: 1.00 | dt: 137ms | tok/sec: 960,023 | mfu: 41.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.696299 | lrm: 1.00 | dt: 137ms | tok/sec: 957,104 | mfu: 41.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.384640 | lrm: 1.00 | dt: 136ms | tok/sec: 962,531 | mfu: 41.7% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.137652 | lrm: 1.00 | dt: 136ms | tok/sec: 964,176 | mfu: 41.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.931461 | lrm: 1.00 | dt: 153ms | tok/sec: 859,327 | mfu: 37.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.757155 | lrm: 1.00 | dt: 144ms | tok/sec: 909,327 | mfu: 39.4% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.611537 | lrm: 1.00 | dt: 139ms | tok/sec: 944,628 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.485568 | lrm: 1.00 | dt: 137ms | tok/sec: 958,226 | mfu: 41.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.373587 | lrm: 1.00 | dt: 138ms | tok/sec: 952,931 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 6.280914 | lrm: 1.00 | dt: 138ms | tok/sec: 949,524 | mfu: 41.1% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.199054 | lrm: 1.00 | dt: 138ms | tok/sec: 952,243 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00014 (0.1%) | loss: 6.124613 | lrm: 1.00 | dt: 150ms | tok/sec: 875,846 | mfu: 37.9% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 6.063959 | lrm: 1.00 | dt: 145ms | tok/sec: 901,556 | mfu: 39.1% | epoch: 1 | remaining: 299s    
step 00016 (0.2%) | loss: 6.010292 | lrm: 1.00 | dt: 139ms | tok/sec: 940,562 | mfu: 40.7% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 5.956598 | lrm: 1.00 | dt: 139ms | tok/sec: 945,174 | mfu: 40.9% | epoch: 1 | remaining: 299s    
step 00018 (0.3%) | loss: 5.909172 | lrm: 1.00 | dt: 138ms | tok/sec: 953,058 | mfu: 41.3% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 5.866213 | lrm: 1.00 | dt: 137ms | tok/sec: 959,216 | mfu: 41.5% | epoch: 1 | remaining: 299s    
step 00020 (0.4%) | loss: 5.829691 | lrm: 1.00 | dt: 140ms | tok/sec: 935,504 | mfu: 40.5% | epoch: 1 | remaining: 299s    
step 00021 (0.5%) | loss: 5.795679 | lrm: 1.00 | dt: 145ms | tok/sec: 904,399 | mfu: 39.2% | epoch: 1 | remaining: 298s    
step 00022 (0.5%) | loss: 5.762591 | lrm: 1.00 | dt: 143ms | tok/sec: 914,875 | mfu: 39.6% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 5.730517 | lrm: 1.00 | dt: 141ms | tok/sec: 926,525 | mfu: 40.1% | epoch: 1 | remaining: 298s    
step 00024 (0.6%) | loss: 5.701654 | lrm: 1.00 | dt: 140ms | tok/sec: 938,909 | mfu: 40.7% | epoch: 1 | remaining: 298s    
step 00025 (0.7%) | loss: 5.666654 | lrm: 1.00 | dt: 138ms | tok/sec: 946,855 | mfu: 41.0% | epoch: 1 | remaining: 298s    
step 00026 (0.7%) | loss: 5.638811 | lrm: 1.00 | dt: 137ms | tok/sec: 957,454 | mfu: 41.5% | epoch: 1 | remaining: 298s    
step 00027 (0.7%) | loss: 5.615230 | lrm: 1.00 | dt: 139ms | tok/sec: 941,022 | mfu: 40.8% | epoch: 1 | remaining: 298s    
step 00028 (0.8%) | loss: 5.592896 | lrm: 1.00 | dt: 142ms | tok/sec: 922,833 | mfu: 40.0% | epoch: 1 | remaining: 297s    
step 00029 (0.8%) | loss: 5.567672 | lrm: 1.00 | dt: 142ms | tok/sec: 920,170 | mfu: 39.9% | epoch: 1 | remaining: 297s    
step 00030 (0.9%) | loss: 5.543242 | lrm: 1.00 | dt: 144ms | tok/sec: 912,307 | mfu: 39.5% | epoch: 1 | remaining: 297s    
