Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 8980ms | tok/sec: 58,382 | mfu: 1.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.849081 | lrm: 1.00 | dt: 315ms | tok/sec: 1,666,611 | mfu: 40.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.451801 | lrm: 1.00 | dt: 317ms | tok/sec: 1,652,248 | mfu: 39.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.985518 | lrm: 1.00 | dt: 341ms | tok/sec: 1,535,450 | mfu: 37.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.599702 | lrm: 1.00 | dt: 322ms | tok/sec: 1,627,363 | mfu: 39.3% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.266455 | lrm: 1.00 | dt: 316ms | tok/sec: 1,659,404 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.013158 | lrm: 1.00 | dt: 334ms | tok/sec: 1,572,035 | mfu: 38.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.800892 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,631 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.619378 | lrm: 1.00 | dt: 319ms | tok/sec: 1,644,307 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.466102 | lrm: 1.00 | dt: 332ms | tok/sec: 1,581,309 | mfu: 38.2% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.335150 | lrm: 1.00 | dt: 329ms | tok/sec: 1,591,488 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.225811 | lrm: 1.00 | dt: 323ms | tok/sec: 1,622,227 | mfu: 39.2% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.128609 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,785 | mfu: 38.8% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.042090 | lrm: 1.00 | dt: 331ms | tok/sec: 1,584,549 | mfu: 38.3% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.969268 | lrm: 1.00 | dt: 321ms | tok/sec: 1,632,416 | mfu: 39.4% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 5.903697 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,876 | mfu: 39.0% | epoch: 1 | remaining: 298s    
step 00016 (0.5%) | loss: 5.847164 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,276 | mfu: 38.1% | epoch: 1 | remaining: 298s    
step 00017 (0.7%) | loss: 5.792501 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,799 | mfu: 38.8% | epoch: 1 | remaining: 298s    
step 00018 (0.8%) | loss: 5.743280 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,634 | mfu: 38.8% | epoch: 1 | remaining: 297s    
step 00019 (0.9%) | loss: 5.697541 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,849 | mfu: 38.6% | epoch: 1 | remaining: 297s    
step 00020 (1.0%) | loss: 5.655537 | lrm: 1.00 | dt: 325ms | tok/sec: 1,615,501 | mfu: 39.0% | epoch: 1 | remaining: 297s    
step 00021 (1.1%) | loss: 5.615919 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,294 | mfu: 38.7% | epoch: 1 | remaining: 296s    
step 00022 (1.2%) | loss: 5.580827 | lrm: 1.00 | dt: 332ms | tok/sec: 1,577,276 | mfu: 38.1% | epoch: 1 | remaining: 296s    
step 00023 (1.3%) | loss: 5.543969 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,608 | mfu: 38.8% | epoch: 1 | remaining: 296s    
step 00024 (1.4%) | loss: 5.508776 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,905 | mfu: 38.6% | epoch: 1 | remaining: 295s    
step 00025 (1.5%) | loss: 5.476350 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,656 | mfu: 38.7% | epoch: 1 | remaining: 295s    
step 00026 (1.6%) | loss: 5.445830 | lrm: 1.00 | dt: 330ms | tok/sec: 1,590,892 | mfu: 38.4% | epoch: 1 | remaining: 295s    
step 00027 (1.7%) | loss: 5.416414 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,858 | mfu: 38.8% | epoch: 1 | remaining: 294s    
step 00028 (1.9%) | loss: 5.389664 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,098 | mfu: 38.7% | epoch: 1 | remaining: 294s    
step 00029 (2.0%) | loss: 5.361848 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,828 | mfu: 38.6% | epoch: 1 | remaining: 294s    
step 00030 (2.1%) | loss: 5.332603 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,024 | mfu: 38.7% | epoch: 1 | remaining: 293s    
step 00031 (2.2%) | loss: 5.304554 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,119 | mfu: 38.5% | epoch: 1 | remaining: 293s    
step 00032 (2.3%) | loss: 5.278198 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,273 | mfu: 38.7% | epoch: 1 | remaining: 293s    
step 00033 (2.4%) | loss: 5.252646 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,699 | mfu: 38.7% | epoch: 1 | remaining: 292s    
step 00034 (2.5%) | loss: 5.221693 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,149 | mfu: 38.4% | epoch: 1 | remaining: 292s    
step 00035 (2.6%) | loss: 5.195195 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,252 | mfu: 38.7% | epoch: 1 | remaining: 292s    
step 00036 (2.7%) | loss: 5.169267 | lrm: 1.00 | dt: 338ms | tok/sec: 1,550,633 | mfu: 37.5% | epoch: 1 | remaining: 291s    
step 00037 (2.8%) | loss: 5.143787 | lrm: 1.00 | dt: 330ms | tok/sec: 1,588,415 | mfu: 38.4% | epoch: 1 | remaining: 291s    
step 00038 (3.0%) | loss: 5.117066 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,908 | mfu: 38.9% | epoch: 1 | remaining: 291s    
step 00039 (3.1%) | loss: 5.090224 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,971 | mfu: 38.8% | epoch: 1 | remaining: 290s    
step 00040 (3.2%) | loss: 5.062103 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,864 | mfu: 38.7% | epoch: 1 | remaining: 290s    
step 00041 (3.3%) | loss: 5.036154 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,902 | mfu: 38.6% | epoch: 1 | remaining: 290s    
step 00042 (3.4%) | loss: 5.010657 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,653 | mfu: 38.7% | epoch: 1 | remaining: 290s    
step 00043 (3.5%) | loss: 4.983545 | lrm: 1.00 | dt: 329ms | tok/sec: 1,592,921 | mfu: 38.5% | epoch: 1 | remaining: 289s    
step 00044 (3.6%) | loss: 4.956374 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,974 | mfu: 39.0% | epoch: 1 | remaining: 289s    
step 00045 (3.7%) | loss: 4.930211 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,903 | mfu: 38.8% | epoch: 1 | remaining: 289s    
step 00046 (3.8%) | loss: 4.904643 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,576 | mfu: 38.6% | epoch: 1 | remaining: 288s    
step 00047 (3.9%) | loss: 4.871856 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,092 | mfu: 39.0% | epoch: 1 | remaining: 288s    
step 00048 (4.0%) | loss: 4.850159 | lrm: 1.00 | dt: 332ms | tok/sec: 1,578,880 | mfu: 38.1% | epoch: 1 | remaining: 288s    
step 00049 (4.2%) | loss: 4.821494 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,501 | mfu: 38.7% | epoch: 1 | remaining: 287s    
step 00050 (4.3%) | loss: 4.792918 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,682 | mfu: 38.8% | epoch: 1 | remaining: 287s    
step 00051 (4.4%) | loss: 4.769098 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,591 | mfu: 38.5% | epoch: 1 | remaining: 287s    
