Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 14, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 29,360,128
  lm_head                 : 4,194,304
  transformer_matrices    : 44,041,984
  scalars                 : 28
  total                   : 81,790,748
Estimated FLOPs per token: 3.554780e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011263 | lrm: 1.00 | dt: 33512ms | tok/sec: 7,822 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.696992 | lrm: 1.00 | dt: 249ms | tok/sec: 1,054,878 | mfu: 37.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.064375 | lrm: 1.00 | dt: 250ms | tok/sec: 1,048,795 | mfu: 37.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.669936 | lrm: 1.00 | dt: 251ms | tok/sec: 1,045,644 | mfu: 37.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.389324 | lrm: 1.00 | dt: 269ms | tok/sec: 975,027 | mfu: 35.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.154601 | lrm: 1.00 | dt: 256ms | tok/sec: 1,023,716 | mfu: 36.8% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.953542 | lrm: 1.00 | dt: 251ms | tok/sec: 1,044,046 | mfu: 37.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.787991 | lrm: 1.00 | dt: 253ms | tok/sec: 1,036,654 | mfu: 37.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.650262 | lrm: 1.00 | dt: 269ms | tok/sec: 973,969 | mfu: 35.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.529408 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,651 | mfu: 36.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.428562 | lrm: 1.00 | dt: 252ms | tok/sec: 1,039,630 | mfu: 37.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.335936 | lrm: 1.00 | dt: 257ms | tok/sec: 1,020,144 | mfu: 36.6% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.250572 | lrm: 1.00 | dt: 264ms | tok/sec: 993,757 | mfu: 35.7% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.176367 | lrm: 1.00 | dt: 257ms | tok/sec: 1,019,061 | mfu: 36.6% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 6.109107 | lrm: 1.00 | dt: 254ms | tok/sec: 1,031,473 | mfu: 37.1% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 6.046030 | lrm: 1.00 | dt: 257ms | tok/sec: 1,019,371 | mfu: 36.6% | epoch: 1 | remaining: 299s    
step 00016 (0.4%) | loss: 5.988564 | lrm: 1.00 | dt: 266ms | tok/sec: 986,401 | mfu: 35.4% | epoch: 1 | remaining: 298s    
step 00017 (0.5%) | loss: 5.931993 | lrm: 1.00 | dt: 257ms | tok/sec: 1,018,873 | mfu: 36.6% | epoch: 1 | remaining: 298s    
step 00018 (0.6%) | loss: 5.881755 | lrm: 1.00 | dt: 256ms | tok/sec: 1,024,344 | mfu: 36.8% | epoch: 1 | remaining: 298s    
step 00019 (0.7%) | loss: 5.834040 | lrm: 1.00 | dt: 259ms | tok/sec: 1,012,556 | mfu: 36.4% | epoch: 1 | remaining: 298s    
step 00020 (0.8%) | loss: 5.788012 | lrm: 1.00 | dt: 263ms | tok/sec: 996,036 | mfu: 35.8% | epoch: 1 | remaining: 297s    
step 00021 (0.9%) | loss: 5.745863 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,221 | mfu: 36.5% | epoch: 1 | remaining: 297s    
step 00022 (0.9%) | loss: 5.707508 | lrm: 1.00 | dt: 253ms | tok/sec: 1,035,035 | mfu: 37.2% | epoch: 1 | remaining: 297s    
step 00023 (1.0%) | loss: 5.669966 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,420 | mfu: 36.6% | epoch: 1 | remaining: 297s    
step 00024 (1.1%) | loss: 5.633962 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,485 | mfu: 36.4% | epoch: 1 | remaining: 296s    
step 00025 (1.2%) | loss: 5.597450 | lrm: 1.00 | dt: 259ms | tok/sec: 1,012,504 | mfu: 36.4% | epoch: 1 | remaining: 296s    
step 00026 (1.3%) | loss: 5.561469 | lrm: 1.00 | dt: 258ms | tok/sec: 1,018,018 | mfu: 36.6% | epoch: 1 | remaining: 296s    
step 00027 (1.4%) | loss: 5.525888 | lrm: 1.00 | dt: 261ms | tok/sec: 1,004,378 | mfu: 36.1% | epoch: 1 | remaining: 296s    
step 00028 (1.5%) | loss: 5.493091 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,296 | mfu: 36.5% | epoch: 1 | remaining: 295s    
step 00029 (1.6%) | loss: 5.461543 | lrm: 1.00 | dt: 257ms | tok/sec: 1,021,462 | mfu: 36.7% | epoch: 1 | remaining: 295s    
step 00030 (1.6%) | loss: 5.426680 | lrm: 1.00 | dt: 256ms | tok/sec: 1,023,060 | mfu: 36.8% | epoch: 1 | remaining: 295s    
step 00031 (1.7%) | loss: 5.395632 | lrm: 1.00 | dt: 261ms | tok/sec: 1,006,210 | mfu: 36.1% | epoch: 1 | remaining: 295s    
step 00032 (1.8%) | loss: 5.365484 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,432 | mfu: 36.5% | epoch: 1 | remaining: 294s    
step 00033 (1.9%) | loss: 5.335590 | lrm: 1.00 | dt: 257ms | tok/sec: 1,019,538 | mfu: 36.6% | epoch: 1 | remaining: 294s    
step 00034 (2.0%) | loss: 5.304665 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,454 | mfu: 36.3% | epoch: 1 | remaining: 294s    
step 00035 (2.1%) | loss: 5.273365 | lrm: 1.00 | dt: 261ms | tok/sec: 1,005,699 | mfu: 36.1% | epoch: 1 | remaining: 294s    
step 00036 (2.2%) | loss: 5.242498 | lrm: 1.00 | dt: 256ms | tok/sec: 1,022,334 | mfu: 36.7% | epoch: 1 | remaining: 293s    
step 00037 (2.2%) | loss: 5.213427 | lrm: 1.00 | dt: 258ms | tok/sec: 1,015,020 | mfu: 36.5% | epoch: 1 | remaining: 293s    
step 00038 (2.3%) | loss: 5.183049 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,792 | mfu: 36.4% | epoch: 1 | remaining: 293s    
step 00039 (2.4%) | loss: 5.155486 | lrm: 1.00 | dt: 259ms | tok/sec: 1,011,052 | mfu: 36.3% | epoch: 1 | remaining: 293s    
step 00040 (2.5%) | loss: 5.129679 | lrm: 1.00 | dt: 258ms | tok/sec: 1,014,370 | mfu: 36.4% | epoch: 1 | remaining: 292s    
step 00041 (2.6%) | loss: 5.098060 | lrm: 1.00 | dt: 255ms | tok/sec: 1,026,569 | mfu: 36.9% | epoch: 1 | remaining: 292s    
step 00042 (2.7%) | loss: 5.070589 | lrm: 1.00 | dt: 257ms | tok/sec: 1,020,720 | mfu: 36.7% | epoch: 1 | remaining: 292s    
step 00043 (2.8%) | loss: 5.040333 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,484 | mfu: 36.3% | epoch: 1 | remaining: 291s    
step 00044 (2.8%) | loss: 5.012562 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,462 | mfu: 36.4% | epoch: 1 | remaining: 291s    
step 00045 (2.9%) | loss: 4.987701 | lrm: 1.00 | dt: 257ms | tok/sec: 1,019,312 | mfu: 36.6% | epoch: 1 | remaining: 291s    
step 00046 (3.0%) | loss: 4.960640 | lrm: 1.00 | dt: 256ms | tok/sec: 1,025,173 | mfu: 36.8% | epoch: 1 | remaining: 291s    
step 00047 (3.1%) | loss: 4.931287 | lrm: 1.00 | dt: 260ms | tok/sec: 1,009,317 | mfu: 36.3% | epoch: 1 | remaining: 290s    
step 00048 (3.2%) | loss: 4.903180 | lrm: 1.00 | dt: 259ms | tok/sec: 1,013,001 | mfu: 36.4% | epoch: 1 | remaining: 290s    
step 00049 (3.3%) | loss: 4.873191 | lrm: 1.00 | dt: 258ms | tok/sec: 1,017,317 | mfu: 36.5% | epoch: 1 | remaining: 290s    
step 00050 (3.4%) | loss: 4.850181 | lrm: 1.00 | dt: 256ms | tok/sec: 1,022,473 | mfu: 36.7% | epoch: 1 | remaining: 290s    
step 00051 (3.4%) | loss: 4.822436 | lrm: 1.00 | dt: 258ms | tok/sec: 1,016,262 | mfu: 36.5% | epoch: 1 | remaining: 289s    
step 00052 (3.5%) | loss: 4.797621 | lrm: 1.00 | dt: 257ms | tok/sec: 1,018,816 | mfu: 36.6% | epoch: 1 | remaining: 289s    
