Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 20,971,520
  lm_head                 : 4,194,304
  transformer_matrices    : 31,458,560
  scalars                 : 20
  total                   : 60,818,708
Estimated FLOPs per token: 3.177262e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011262 | lrm: 1.00 | dt: 19697ms | tok/sec: 13,309 | mfu: 0.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.697067 | lrm: 1.00 | dt: 194ms | tok/sec: 1,347,929 | mfu: 43.3% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.078991 | lrm: 1.00 | dt: 196ms | tok/sec: 1,336,815 | mfu: 42.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.681787 | lrm: 1.00 | dt: 196ms | tok/sec: 1,335,250 | mfu: 42.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.397204 | lrm: 1.00 | dt: 196ms | tok/sec: 1,336,745 | mfu: 42.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.158218 | lrm: 1.00 | dt: 219ms | tok/sec: 1,194,356 | mfu: 38.4% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.956820 | lrm: 1.00 | dt: 202ms | tok/sec: 1,296,759 | mfu: 41.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.791265 | lrm: 1.00 | dt: 200ms | tok/sec: 1,313,472 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.652836 | lrm: 1.00 | dt: 199ms | tok/sec: 1,315,154 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.532249 | lrm: 1.00 | dt: 199ms | tok/sec: 1,318,352 | mfu: 42.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.431942 | lrm: 1.00 | dt: 215ms | tok/sec: 1,220,606 | mfu: 39.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.339968 | lrm: 1.00 | dt: 204ms | tok/sec: 1,283,721 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.255188 | lrm: 1.00 | dt: 201ms | tok/sec: 1,306,480 | mfu: 42.0% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.183494 | lrm: 1.00 | dt: 199ms | tok/sec: 1,320,216 | mfu: 42.4% | epoch: 1 | remaining: 299s    
step 00014 (0.2%) | loss: 6.117806 | lrm: 1.00 | dt: 204ms | tok/sec: 1,287,573 | mfu: 41.3% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 6.057047 | lrm: 1.00 | dt: 211ms | tok/sec: 1,244,840 | mfu: 40.0% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 6.001190 | lrm: 1.00 | dt: 204ms | tok/sec: 1,285,483 | mfu: 41.3% | epoch: 1 | remaining: 299s    
step 00017 (0.4%) | loss: 5.947087 | lrm: 1.00 | dt: 202ms | tok/sec: 1,299,805 | mfu: 41.7% | epoch: 1 | remaining: 299s    
step 00018 (0.5%) | loss: 5.898855 | lrm: 1.00 | dt: 202ms | tok/sec: 1,299,780 | mfu: 41.7% | epoch: 1 | remaining: 298s    
step 00019 (0.5%) | loss: 5.854230 | lrm: 1.00 | dt: 212ms | tok/sec: 1,234,550 | mfu: 39.6% | epoch: 1 | remaining: 298s    
step 00020 (0.6%) | loss: 5.810794 | lrm: 1.00 | dt: 205ms | tok/sec: 1,276,612 | mfu: 41.0% | epoch: 1 | remaining: 298s    
step 00021 (0.7%) | loss: 5.772455 | lrm: 1.00 | dt: 204ms | tok/sec: 1,284,377 | mfu: 41.2% | epoch: 1 | remaining: 298s    
step 00022 (0.7%) | loss: 5.738087 | lrm: 1.00 | dt: 200ms | tok/sec: 1,310,191 | mfu: 42.1% | epoch: 1 | remaining: 298s    
step 00023 (0.8%) | loss: 5.704517 | lrm: 1.00 | dt: 204ms | tok/sec: 1,286,059 | mfu: 41.3% | epoch: 1 | remaining: 297s    
step 00024 (0.9%) | loss: 5.672796 | lrm: 1.00 | dt: 207ms | tok/sec: 1,263,651 | mfu: 40.6% | epoch: 1 | remaining: 297s    
step 00025 (1.0%) | loss: 5.640942 | lrm: 1.00 | dt: 207ms | tok/sec: 1,263,462 | mfu: 40.6% | epoch: 1 | remaining: 297s    
step 00026 (1.0%) | loss: 5.610438 | lrm: 1.00 | dt: 215ms | tok/sec: 1,221,309 | mfu: 39.2% | epoch: 1 | remaining: 297s    
step 00027 (1.1%) | loss: 5.579760 | lrm: 1.00 | dt: 198ms | tok/sec: 1,326,779 | mfu: 42.6% | epoch: 1 | remaining: 297s    
step 00028 (1.2%) | loss: 5.552385 | lrm: 1.00 | dt: 205ms | tok/sec: 1,280,473 | mfu: 41.1% | epoch: 1 | remaining: 296s    
step 00029 (1.2%) | loss: 5.525284 | lrm: 1.00 | dt: 206ms | tok/sec: 1,270,779 | mfu: 40.8% | epoch: 1 | remaining: 296s    
step 00030 (1.3%) | loss: 5.495834 | lrm: 1.00 | dt: 206ms | tok/sec: 1,273,166 | mfu: 40.9% | epoch: 1 | remaining: 296s    
