Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 9023ms | tok/sec: 58,102 | mfu: 1.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.851422 | lrm: 1.00 | dt: 313ms | tok/sec: 1,675,436 | mfu: 40.5% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.442086 | lrm: 1.00 | dt: 319ms | tok/sec: 1,643,179 | mfu: 39.7% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.979064 | lrm: 1.00 | dt: 335ms | tok/sec: 1,566,667 | mfu: 37.9% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.580399 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,226 | mfu: 38.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.250956 | lrm: 1.00 | dt: 320ms | tok/sec: 1,638,157 | mfu: 39.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.998096 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,329 | mfu: 38.4% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.785807 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,951 | mfu: 38.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.605885 | lrm: 1.00 | dt: 320ms | tok/sec: 1,640,416 | mfu: 39.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.454312 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,264 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.325467 | lrm: 1.00 | dt: 331ms | tok/sec: 1,585,872 | mfu: 38.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.219266 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,163 | mfu: 39.6% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.127251 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,050 | mfu: 39.1% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.044770 | lrm: 1.00 | dt: 333ms | tok/sec: 1,574,049 | mfu: 38.0% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.971775 | lrm: 1.00 | dt: 322ms | tok/sec: 1,630,510 | mfu: 39.4% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 5.904615 | lrm: 1.00 | dt: 324ms | tok/sec: 1,618,982 | mfu: 39.1% | epoch: 1 | remaining: 298s    
step 00016 (0.5%) | loss: 5.847148 | lrm: 1.00 | dt: 330ms | tok/sec: 1,590,846 | mfu: 38.4% | epoch: 1 | remaining: 298s    
step 00017 (0.7%) | loss: 5.791435 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,695 | mfu: 39.0% | epoch: 1 | remaining: 298s    
step 00018 (0.8%) | loss: 5.742121 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,084 | mfu: 39.5% | epoch: 1 | remaining: 297s    
step 00019 (0.9%) | loss: 5.694137 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,212 | mfu: 38.9% | epoch: 1 | remaining: 297s    
step 00020 (1.0%) | loss: 5.648794 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,405 | mfu: 38.9% | epoch: 1 | remaining: 297s    
step 00021 (1.1%) | loss: 5.605260 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,190 | mfu: 38.8% | epoch: 1 | remaining: 296s    
step 00022 (1.2%) | loss: 5.567202 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,916 | mfu: 38.6% | epoch: 1 | remaining: 296s    
step 00023 (1.3%) | loss: 5.527794 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,044 | mfu: 38.9% | epoch: 1 | remaining: 296s    
step 00024 (1.4%) | loss: 5.489144 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,161 | mfu: 38.6% | epoch: 1 | remaining: 295s    
step 00025 (1.5%) | loss: 5.452420 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,835 | mfu: 38.5% | epoch: 1 | remaining: 295s    
step 00026 (1.6%) | loss: 5.418293 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,275 | mfu: 38.8% | epoch: 1 | remaining: 295s    
step 00027 (1.7%) | loss: 5.384968 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,482 | mfu: 39.0% | epoch: 1 | remaining: 294s    
step 00028 (1.8%) | loss: 5.353171 | lrm: 1.00 | dt: 331ms | tok/sec: 1,585,296 | mfu: 38.3% | epoch: 1 | remaining: 294s    
step 00029 (2.0%) | loss: 5.320934 | lrm: 1.00 | dt: 337ms | tok/sec: 1,555,236 | mfu: 37.6% | epoch: 1 | remaining: 294s    
step 00030 (2.1%) | loss: 5.288589 | lrm: 1.00 | dt: 325ms | tok/sec: 1,613,484 | mfu: 39.0% | epoch: 1 | remaining: 293s    
step 00031 (2.2%) | loss: 5.255773 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,623 | mfu: 38.5% | epoch: 1 | remaining: 293s    
step 00032 (2.3%) | loss: 5.224703 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,753 | mfu: 38.8% | epoch: 1 | remaining: 293s    
step 00033 (2.4%) | loss: 5.196737 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,886 | mfu: 38.7% | epoch: 1 | remaining: 292s    
step 00034 (2.5%) | loss: 5.163654 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,994 | mfu: 38.6% | epoch: 1 | remaining: 292s    
step 00035 (2.6%) | loss: 5.134608 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,522 | mfu: 38.7% | epoch: 1 | remaining: 292s    
step 00036 (2.7%) | loss: 5.104828 | lrm: 1.00 | dt: 332ms | tok/sec: 1,580,647 | mfu: 38.2% | epoch: 1 | remaining: 292s    
step 00037 (2.8%) | loss: 5.075183 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,611 | mfu: 38.6% | epoch: 1 | remaining: 291s    
step 00038 (2.9%) | loss: 5.045612 | lrm: 1.00 | dt: 329ms | tok/sec: 1,595,880 | mfu: 38.6% | epoch: 1 | remaining: 291s    
step 00039 (3.1%) | loss: 5.017794 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,091 | mfu: 38.8% | epoch: 1 | remaining: 291s    
step 00040 (3.2%) | loss: 4.987100 | lrm: 1.00 | dt: 321ms | tok/sec: 1,631,250 | mfu: 39.4% | epoch: 1 | remaining: 290s    
step 00041 (3.3%) | loss: 4.958360 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,161 | mfu: 38.6% | epoch: 1 | remaining: 290s    
step 00042 (3.4%) | loss: 4.930216 | lrm: 1.00 | dt: 331ms | tok/sec: 1,584,033 | mfu: 38.3% | epoch: 1 | remaining: 290s    
step 00043 (3.5%) | loss: 4.900566 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,347 | mfu: 38.9% | epoch: 1 | remaining: 289s    
step 00044 (3.6%) | loss: 4.871513 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,382 | mfu: 38.7% | epoch: 1 | remaining: 289s    
step 00045 (3.7%) | loss: 4.843512 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,878 | mfu: 38.7% | epoch: 1 | remaining: 289s    
step 00046 (3.8%) | loss: 4.814920 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,119 | mfu: 38.7% | epoch: 1 | remaining: 288s    
step 00047 (3.9%) | loss: 4.777363 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,029 | mfu: 38.9% | epoch: 1 | remaining: 288s    
step 00048 (4.0%) | loss: 4.751835 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,570 | mfu: 38.6% | epoch: 1 | remaining: 288s    
step 00049 (4.1%) | loss: 4.719987 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,277 | mfu: 38.8% | epoch: 1 | remaining: 287s    
step 00050 (4.3%) | loss: 4.687990 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,115 | mfu: 38.9% | epoch: 1 | remaining: 287s    
step 00051 (4.4%) | loss: 4.660675 | lrm: 1.00 | dt: 326ms | tok/sec: 1,606,080 | mfu: 38.8% | epoch: 1 | remaining: 287s    
step 00052 (4.5%) | loss: 4.631390 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,709 | mfu: 38.6% | epoch: 1 | remaining: 286s    
step 00053 (4.6%) | loss: 4.602861 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,230 | mfu: 39.3% | epoch: 1 | remaining: 286s    
step 00054 (4.7%) | loss: 4.575003 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,232 | mfu: 38.7% | epoch: 1 | remaining: 286s    
step 00055 (4.8%) | loss: 4.548013 | lrm: 1.00 | dt: 325ms | tok/sec: 1,611,814 | mfu: 38.9% | epoch: 1 | remaining: 285s    
