Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 11, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 25,165,824
  lm_head                 : 4,194,304
  transformer_matrices    : 34,605,312
  scalars                 : 22
  total                   : 68,159,766
Estimated FLOPs per token: 2.736922e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011263 | lrm: 1.00 | dt: 21323ms | tok/sec: 12,293 | mfu: 0.3% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.696975 | lrm: 1.00 | dt: 197ms | tok/sec: 1,332,709 | mfu: 36.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.103130 | lrm: 1.00 | dt: 200ms | tok/sec: 1,313,819 | mfu: 36.3% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.709763 | lrm: 1.00 | dt: 199ms | tok/sec: 1,314,530 | mfu: 36.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.419979 | lrm: 1.00 | dt: 199ms | tok/sec: 1,318,756 | mfu: 36.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.175198 | lrm: 1.00 | dt: 212ms | tok/sec: 1,238,289 | mfu: 34.3% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.970563 | lrm: 1.00 | dt: 209ms | tok/sec: 1,254,348 | mfu: 34.7% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.800248 | lrm: 1.00 | dt: 202ms | tok/sec: 1,300,392 | mfu: 36.0% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.657623 | lrm: 1.00 | dt: 201ms | tok/sec: 1,307,033 | mfu: 36.2% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.536638 | lrm: 1.00 | dt: 200ms | tok/sec: 1,310,894 | mfu: 36.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.436653 | lrm: 1.00 | dt: 212ms | tok/sec: 1,234,917 | mfu: 34.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.343980 | lrm: 1.00 | dt: 206ms | tok/sec: 1,273,219 | mfu: 35.2% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.254203 | lrm: 1.00 | dt: 201ms | tok/sec: 1,305,059 | mfu: 36.1% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.176069 | lrm: 1.00 | dt: 200ms | tok/sec: 1,307,644 | mfu: 36.2% | epoch: 1 | remaining: 299s    
step 00014 (0.2%) | loss: 6.104464 | lrm: 1.00 | dt: 203ms | tok/sec: 1,292,064 | mfu: 35.7% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 6.037020 | lrm: 1.00 | dt: 209ms | tok/sec: 1,252,072 | mfu: 34.6% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 5.973744 | lrm: 1.00 | dt: 204ms | tok/sec: 1,286,026 | mfu: 35.6% | epoch: 1 | remaining: 299s    
step 00017 (0.4%) | loss: 5.912091 | lrm: 1.00 | dt: 204ms | tok/sec: 1,285,021 | mfu: 35.5% | epoch: 1 | remaining: 299s    
step 00018 (0.5%) | loss: 5.855956 | lrm: 1.00 | dt: 200ms | tok/sec: 1,309,093 | mfu: 36.2% | epoch: 1 | remaining: 298s    
step 00019 (0.5%) | loss: 5.802555 | lrm: 1.00 | dt: 202ms | tok/sec: 1,298,117 | mfu: 35.9% | epoch: 1 | remaining: 298s    
step 00020 (0.6%) | loss: 5.751001 | lrm: 1.00 | dt: 208ms | tok/sec: 1,260,880 | mfu: 34.9% | epoch: 1 | remaining: 298s    
step 00021 (0.7%) | loss: 5.703504 | lrm: 1.00 | dt: 205ms | tok/sec: 1,281,028 | mfu: 35.4% | epoch: 1 | remaining: 298s    
step 00022 (0.7%) | loss: 5.659664 | lrm: 1.00 | dt: 204ms | tok/sec: 1,286,411 | mfu: 35.6% | epoch: 1 | remaining: 298s    
step 00023 (0.8%) | loss: 5.616824 | lrm: 1.00 | dt: 206ms | tok/sec: 1,274,770 | mfu: 35.3% | epoch: 1 | remaining: 297s    
step 00024 (0.9%) | loss: 5.575491 | lrm: 1.00 | dt: 204ms | tok/sec: 1,283,462 | mfu: 35.5% | epoch: 1 | remaining: 297s    
step 00025 (1.0%) | loss: 5.533749 | lrm: 1.00 | dt: 208ms | tok/sec: 1,261,774 | mfu: 34.9% | epoch: 1 | remaining: 297s    
step 00026 (1.0%) | loss: 5.493207 | lrm: 1.00 | dt: 204ms | tok/sec: 1,285,339 | mfu: 35.6% | epoch: 1 | remaining: 297s    
step 00027 (1.1%) | loss: 5.453583 | lrm: 1.00 | dt: 205ms | tok/sec: 1,279,139 | mfu: 35.4% | epoch: 1 | remaining: 297s    
step 00028 (1.2%) | loss: 5.417343 | lrm: 1.00 | dt: 204ms | tok/sec: 1,282,426 | mfu: 35.5% | epoch: 1 | remaining: 296s    
step 00029 (1.2%) | loss: 5.382948 | lrm: 1.00 | dt: 210ms | tok/sec: 1,250,687 | mfu: 34.6% | epoch: 1 | remaining: 296s    
step 00030 (1.3%) | loss: 5.345377 | lrm: 1.00 | dt: 203ms | tok/sec: 1,293,109 | mfu: 35.8% | epoch: 1 | remaining: 296s    
