Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 11, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 31,457,280
  lm_head                 : 5,242,880
  transformer_matrices    : 54,068,160
  scalars                 : 22
  total                   : 96,011,222
Estimated FLOPs per token: 4.659667e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011347 | lrm: 1.00 | dt: 30089ms | tok/sec: 4,356 | mfu: 0.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.177929 | lrm: 1.00 | dt: 147ms | tok/sec: 894,314 | mfu: 42.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.893264 | lrm: 1.00 | dt: 150ms | tok/sec: 874,641 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.684681 | lrm: 1.00 | dt: 150ms | tok/sec: 876,687 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 8.469891 | lrm: 1.00 | dt: 150ms | tok/sec: 874,909 | mfu: 41.2% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 8.257921 | lrm: 1.00 | dt: 148ms | tok/sec: 884,002 | mfu: 41.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 8.108219 | lrm: 1.00 | dt: 154ms | tok/sec: 852,366 | mfu: 40.1% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 7.945323 | lrm: 1.00 | dt: 166ms | tok/sec: 791,764 | mfu: 37.3% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 7.781432 | lrm: 1.00 | dt: 151ms | tok/sec: 870,810 | mfu: 41.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 7.610575 | lrm: 1.00 | dt: 149ms | tok/sec: 880,805 | mfu: 41.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 7.442055 | lrm: 1.00 | dt: 149ms | tok/sec: 876,909 | mfu: 41.3% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 7.281348 | lrm: 1.00 | dt: 152ms | tok/sec: 865,107 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 7.130762 | lrm: 1.00 | dt: 151ms | tok/sec: 868,329 | mfu: 40.9% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.989768 | lrm: 1.00 | dt: 162ms | tok/sec: 811,070 | mfu: 38.2% | epoch: 1 | remaining: 300s    
step 00014 (0.2%) | loss: 6.858828 | lrm: 1.00 | dt: 157ms | tok/sec: 835,554 | mfu: 39.3% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 6.741950 | lrm: 1.00 | dt: 151ms | tok/sec: 870,188 | mfu: 41.0% | epoch: 1 | remaining: 299s    
step 00016 (0.3%) | loss: 6.636619 | lrm: 1.00 | dt: 152ms | tok/sec: 862,178 | mfu: 40.6% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 6.534408 | lrm: 1.00 | dt: 152ms | tok/sec: 862,676 | mfu: 40.6% | epoch: 1 | remaining: 299s    
step 00018 (0.4%) | loss: 6.442989 | lrm: 1.00 | dt: 152ms | tok/sec: 864,661 | mfu: 40.7% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 6.359110 | lrm: 1.00 | dt: 156ms | tok/sec: 842,634 | mfu: 39.7% | epoch: 1 | remaining: 299s    
step 00020 (0.5%) | loss: 6.285321 | lrm: 1.00 | dt: 160ms | tok/sec: 818,042 | mfu: 38.5% | epoch: 1 | remaining: 298s    
step 00021 (0.5%) | loss: 6.216559 | lrm: 1.00 | dt: 155ms | tok/sec: 847,065 | mfu: 39.9% | epoch: 1 | remaining: 298s    
step 00022 (0.6%) | loss: 6.153600 | lrm: 1.00 | dt: 152ms | tok/sec: 861,775 | mfu: 40.6% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 6.093973 | lrm: 1.00 | dt: 151ms | tok/sec: 866,563 | mfu: 40.8% | epoch: 1 | remaining: 298s    
step 00024 (0.7%) | loss: 6.041138 | lrm: 1.00 | dt: 151ms | tok/sec: 867,456 | mfu: 40.8% | epoch: 1 | remaining: 298s    
step 00025 (0.7%) | loss: 5.984711 | lrm: 1.00 | dt: 153ms | tok/sec: 855,257 | mfu: 40.3% | epoch: 1 | remaining: 298s    
step 00026 (0.8%) | loss: 5.938821 | lrm: 1.00 | dt: 159ms | tok/sec: 824,245 | mfu: 38.8% | epoch: 1 | remaining: 298s    
step 00027 (0.8%) | loss: 5.898152 | lrm: 1.00 | dt: 156ms | tok/sec: 838,272 | mfu: 39.5% | epoch: 1 | remaining: 297s    
step 00028 (0.9%) | loss: 5.861016 | lrm: 1.00 | dt: 154ms | tok/sec: 850,603 | mfu: 40.1% | epoch: 1 | remaining: 297s    
step 00029 (0.9%) | loss: 5.821266 | lrm: 1.00 | dt: 152ms | tok/sec: 860,751 | mfu: 40.5% | epoch: 1 | remaining: 297s    
step 00030 (1.0%) | loss: 5.784062 | lrm: 1.00 | dt: 152ms | tok/sec: 861,837 | mfu: 40.6% | epoch: 1 | remaining: 297s    
step 00031 (1.0%) | loss: 5.749333 | lrm: 1.00 | dt: 153ms | tok/sec: 857,356 | mfu: 40.4% | epoch: 1 | remaining: 297s    
step 00032 (1.1%) | loss: 5.715571 | lrm: 1.00 | dt: 157ms | tok/sec: 835,648 | mfu: 39.4% | epoch: 1 | remaining: 297s    
step 00033 (1.1%) | loss: 5.685853 | lrm: 1.00 | dt: 157ms | tok/sec: 835,617 | mfu: 39.4% | epoch: 1 | remaining: 296s    
step 00034 (1.2%) | loss: 5.652565 | lrm: 1.00 | dt: 155ms | tok/sec: 844,364 | mfu: 39.8% | epoch: 1 | remaining: 296s    
step 00035 (1.2%) | loss: 5.622653 | lrm: 1.00 | dt: 153ms | tok/sec: 855,415 | mfu: 40.3% | epoch: 1 | remaining: 296s    
step 00036 (1.3%) | loss: 5.598407 | lrm: 1.00 | dt: 152ms | tok/sec: 859,917 | mfu: 40.5% | epoch: 1 | remaining: 296s    
step 00037 (1.3%) | loss: 5.569015 | lrm: 1.00 | dt: 152ms | tok/sec: 862,858 | mfu: 40.6% | epoch: 1 | remaining: 296s    
step 00038 (1.4%) | loss: 5.542904 | lrm: 1.00 | dt: 153ms | tok/sec: 855,696 | mfu: 40.3% | epoch: 1 | remaining: 296s    
step 00039 (1.4%) | loss: 5.515328 | lrm: 1.00 | dt: 157ms | tok/sec: 836,032 | mfu: 39.4% | epoch: 1 | remaining: 296s    
step 00040 (1.5%) | loss: 5.487230 | lrm: 1.00 | dt: 155ms | tok/sec: 845,303 | mfu: 39.8% | epoch: 1 | remaining: 295s    
step 00041 (1.5%) | loss: 5.461120 | lrm: 1.00 | dt: 155ms | tok/sec: 847,480 | mfu: 39.9% | epoch: 1 | remaining: 295s    
step 00042 (1.6%) | loss: 5.437983 | lrm: 1.00 | dt: 152ms | tok/sec: 860,328 | mfu: 40.5% | epoch: 1 | remaining: 295s    
step 00043 (1.6%) | loss: 5.410295 | lrm: 1.00 | dt: 154ms | tok/sec: 852,654 | mfu: 40.2% | epoch: 1 | remaining: 295s    
step 00044 (1.7%) | loss: 5.386552 | lrm: 1.00 | dt: 153ms | tok/sec: 857,689 | mfu: 40.4% | epoch: 1 | remaining: 295s    
step 00045 (1.7%) | loss: 5.365656 | lrm: 1.00 | dt: 156ms | tok/sec: 839,302 | mfu: 39.5% | epoch: 1 | remaining: 295s    
