Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 0.00 | dt: 8377ms | tok/sec: 62,587 | mfu: 1.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011210 | lrm: 0.00 | dt: 300ms | tok/sec: 1,748,475 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011208 | lrm: 0.00 | dt: 301ms | tok/sec: 1,739,257 | mfu: 42.0% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011230 | lrm: 0.00 | dt: 365ms | tok/sec: 1,437,848 | mfu: 34.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011222 | lrm: 0.00 | dt: 320ms | tok/sec: 1,635,912 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011212 | lrm: 0.00 | dt: 326ms | tok/sec: 1,609,440 | mfu: 38.9% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011217 | lrm: 0.00 | dt: 350ms | tok/sec: 1,498,850 | mfu: 36.2% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011217 | lrm: 0.00 | dt: 347ms | tok/sec: 1,511,269 | mfu: 36.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011216 | lrm: 0.00 | dt: 355ms | tok/sec: 1,475,409 | mfu: 35.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011222 | lrm: 0.00 | dt: 354ms | tok/sec: 1,480,425 | mfu: 35.8% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011223 | lrm: 0.00 | dt: 301ms | tok/sec: 1,744,013 | mfu: 42.1% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011241 | lrm: 0.00 | dt: 311ms | tok/sec: 1,688,428 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011231 | lrm: 0.05 | dt: 302ms | tok/sec: 1,735,936 | mfu: 41.9% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 9.008445 | lrm: 0.10 | dt: 397ms | tok/sec: 1,321,649 | mfu: 31.9% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 9.000493 | lrm: 0.17 | dt: 331ms | tok/sec: 1,583,492 | mfu: 38.3% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 8.980421 | lrm: 0.22 | dt: 320ms | tok/sec: 1,638,632 | mfu: 39.6% | epoch: 1 | remaining: 298s    
step 00016 (0.6%) | loss: 8.932562 | lrm: 0.28 | dt: 329ms | tok/sec: 1,594,069 | mfu: 38.5% | epoch: 1 | remaining: 298s    
step 00017 (0.7%) | loss: 8.832126 | lrm: 0.33 | dt: 350ms | tok/sec: 1,496,588 | mfu: 36.2% | epoch: 1 | remaining: 298s    
step 00018 (0.8%) | loss: 8.688875 | lrm: 0.39 | dt: 313ms | tok/sec: 1,674,434 | mfu: 40.5% | epoch: 1 | remaining: 297s    
step 00019 (0.9%) | loss: 8.515914 | lrm: 0.44 | dt: 327ms | tok/sec: 1,602,757 | mfu: 38.7% | epoch: 1 | remaining: 297s    
step 00020 (1.0%) | loss: 8.328157 | lrm: 0.50 | dt: 346ms | tok/sec: 1,516,399 | mfu: 36.6% | epoch: 1 | remaining: 297s    
step 00021 (1.1%) | loss: 8.123889 | lrm: 0.55 | dt: 313ms | tok/sec: 1,674,098 | mfu: 40.4% | epoch: 1 | remaining: 296s    
step 00022 (1.2%) | loss: 7.921176 | lrm: 0.61 | dt: 323ms | tok/sec: 1,621,860 | mfu: 39.2% | epoch: 1 | remaining: 296s    
step 00023 (1.3%) | loss: 7.723457 | lrm: 0.66 | dt: 335ms | tok/sec: 1,566,496 | mfu: 37.8% | epoch: 1 | remaining: 296s    
step 00024 (1.4%) | loss: 7.536483 | lrm: 0.72 | dt: 318ms | tok/sec: 1,649,077 | mfu: 39.8% | epoch: 1 | remaining: 295s    
step 00025 (1.5%) | loss: 7.364568 | lrm: 0.77 | dt: 322ms | tok/sec: 1,629,311 | mfu: 39.4% | epoch: 1 | remaining: 295s    
step 00026 (1.6%) | loss: 7.202797 | lrm: 0.82 | dt: 332ms | tok/sec: 1,579,606 | mfu: 38.2% | epoch: 1 | remaining: 295s    
step 00027 (1.8%) | loss: 7.051334 | lrm: 0.88 | dt: 325ms | tok/sec: 1,614,944 | mfu: 39.0% | epoch: 1 | remaining: 294s    
step 00028 (1.9%) | loss: 6.910977 | lrm: 0.93 | dt: 321ms | tok/sec: 1,632,587 | mfu: 39.4% | epoch: 1 | remaining: 294s    
step 00029 (2.0%) | loss: 6.779153 | lrm: 0.99 | dt: 330ms | tok/sec: 1,590,129 | mfu: 38.4% | epoch: 1 | remaining: 294s    
step 00030 (2.1%) | loss: 6.657312 | lrm: 1.00 | dt: 319ms | tok/sec: 1,642,988 | mfu: 39.7% | epoch: 1 | remaining: 293s    
