Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 1.00 | dt: 9284ms | tok/sec: 56,473 | mfu: 1.4% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.850941 | lrm: 1.00 | dt: 311ms | tok/sec: 1,685,788 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.440363 | lrm: 1.00 | dt: 315ms | tok/sec: 1,665,779 | mfu: 40.2% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 7.972468 | lrm: 1.00 | dt: 358ms | tok/sec: 1,465,437 | mfu: 35.4% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.570696 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,830 | mfu: 38.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.241228 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,587 | mfu: 39.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 6.988415 | lrm: 1.00 | dt: 335ms | tok/sec: 1,567,212 | mfu: 37.9% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.774816 | lrm: 1.00 | dt: 331ms | tok/sec: 1,582,811 | mfu: 38.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.594217 | lrm: 1.00 | dt: 320ms | tok/sec: 1,637,942 | mfu: 39.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.442419 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,147 | mfu: 38.5% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.313029 | lrm: 1.00 | dt: 330ms | tok/sec: 1,588,978 | mfu: 38.4% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.205264 | lrm: 1.00 | dt: 321ms | tok/sec: 1,633,262 | mfu: 39.5% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 6.111360 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,130 | mfu: 38.7% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 6.028383 | lrm: 1.00 | dt: 332ms | tok/sec: 1,579,347 | mfu: 38.2% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 5.957558 | lrm: 1.00 | dt: 325ms | tok/sec: 1,614,918 | mfu: 39.0% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 5.892018 | lrm: 1.00 | dt: 330ms | tok/sec: 1,590,292 | mfu: 38.4% | epoch: 1 | remaining: 298s    
step 00016 (0.5%) | loss: 5.834576 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,120 | mfu: 38.6% | epoch: 1 | remaining: 298s    
step 00017 (0.7%) | loss: 5.778699 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,001 | mfu: 38.4% | epoch: 1 | remaining: 298s    
step 00018 (0.8%) | loss: 5.728224 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,450 | mfu: 38.5% | epoch: 1 | remaining: 297s    
step 00019 (0.9%) | loss: 5.680795 | lrm: 1.00 | dt: 331ms | tok/sec: 1,586,164 | mfu: 38.3% | epoch: 1 | remaining: 297s    
step 00020 (1.0%) | loss: 5.637220 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,717 | mfu: 38.8% | epoch: 1 | remaining: 297s    
step 00021 (1.1%) | loss: 5.595664 | lrm: 1.00 | dt: 324ms | tok/sec: 1,617,058 | mfu: 39.1% | epoch: 1 | remaining: 296s    
step 00022 (1.2%) | loss: 5.557602 | lrm: 1.00 | dt: 330ms | tok/sec: 1,590,412 | mfu: 38.4% | epoch: 1 | remaining: 296s    
step 00023 (1.3%) | loss: 5.517676 | lrm: 1.00 | dt: 330ms | tok/sec: 1,586,387 | mfu: 38.3% | epoch: 1 | remaining: 296s    
step 00024 (1.4%) | loss: 5.479723 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,200 | mfu: 38.4% | epoch: 1 | remaining: 295s    
step 00025 (1.5%) | loss: 5.443742 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,263 | mfu: 38.9% | epoch: 1 | remaining: 295s    
step 00026 (1.6%) | loss: 5.409663 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,956 | mfu: 38.4% | epoch: 1 | remaining: 295s    
step 00027 (1.7%) | loss: 5.377849 | lrm: 1.00 | dt: 326ms | tok/sec: 1,608,819 | mfu: 38.9% | epoch: 1 | remaining: 294s    
step 00028 (1.9%) | loss: 5.348350 | lrm: 1.00 | dt: 326ms | tok/sec: 1,609,938 | mfu: 38.9% | epoch: 1 | remaining: 294s    
step 00029 (2.0%) | loss: 5.316558 | lrm: 1.00 | dt: 331ms | tok/sec: 1,583,859 | mfu: 38.3% | epoch: 1 | remaining: 294s    
step 00030 (2.1%) | loss: 5.282748 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,353 | mfu: 38.9% | epoch: 1 | remaining: 293s    
step 00031 (2.2%) | loss: 5.250301 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,513 | mfu: 38.6% | epoch: 1 | remaining: 293s    
step 00032 (2.3%) | loss: 5.220325 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,585 | mfu: 38.6% | epoch: 1 | remaining: 293s    
step 00033 (2.4%) | loss: 5.192178 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,486 | mfu: 38.7% | epoch: 1 | remaining: 292s    
step 00034 (2.5%) | loss: 5.158121 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,679 | mfu: 38.7% | epoch: 1 | remaining: 292s    
step 00035 (2.6%) | loss: 5.127923 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,132 | mfu: 38.6% | epoch: 1 | remaining: 292s    
step 00036 (2.7%) | loss: 5.098724 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,717 | mfu: 38.6% | epoch: 1 | remaining: 291s    
step 00037 (2.8%) | loss: 5.069887 | lrm: 1.00 | dt: 329ms | tok/sec: 1,591,834 | mfu: 38.5% | epoch: 1 | remaining: 291s    
step 00038 (3.0%) | loss: 5.040671 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,047 | mfu: 38.7% | epoch: 1 | remaining: 291s    
step 00039 (3.1%) | loss: 5.011729 | lrm: 1.00 | dt: 327ms | tok/sec: 1,601,232 | mfu: 38.7% | epoch: 1 | remaining: 290s    
step 00040 (3.2%) | loss: 4.979989 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,975 | mfu: 38.8% | epoch: 1 | remaining: 290s    
step 00041 (3.3%) | loss: 4.950498 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,009 | mfu: 38.7% | epoch: 1 | remaining: 290s    
step 00042 (3.4%) | loss: 4.922207 | lrm: 1.00 | dt: 331ms | tok/sec: 1,585,872 | mfu: 38.3% | epoch: 1 | remaining: 290s    
step 00043 (3.5%) | loss: 4.891720 | lrm: 1.00 | dt: 326ms | tok/sec: 1,610,458 | mfu: 38.9% | epoch: 1 | remaining: 289s    
step 00044 (3.6%) | loss: 4.863059 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,311 | mfu: 38.7% | epoch: 1 | remaining: 289s    
step 00045 (3.7%) | loss: 4.839033 | lrm: 1.00 | dt: 328ms | tok/sec: 1,600,176 | mfu: 38.7% | epoch: 1 | remaining: 289s    
step 00046 (3.8%) | loss: 4.811232 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,282 | mfu: 38.8% | epoch: 1 | remaining: 288s    
step 00047 (3.9%) | loss: 4.773896 | lrm: 1.00 | dt: 330ms | tok/sec: 1,587,184 | mfu: 38.3% | epoch: 1 | remaining: 288s    
step 00048 (4.0%) | loss: 4.749786 | lrm: 1.00 | dt: 328ms | tok/sec: 1,598,939 | mfu: 38.6% | epoch: 1 | remaining: 288s    
step 00049 (4.2%) | loss: 4.718708 | lrm: 1.00 | dt: 327ms | tok/sec: 1,605,283 | mfu: 38.8% | epoch: 1 | remaining: 287s    
step 00050 (4.3%) | loss: 4.686017 | lrm: 1.00 | dt: 328ms | tok/sec: 1,596,031 | mfu: 38.6% | epoch: 1 | remaining: 287s    
step 00051 (4.4%) | loss: 4.658052 | lrm: 1.00 | dt: 323ms | tok/sec: 1,625,267 | mfu: 39.3% | epoch: 1 | remaining: 287s    
step 00052 (4.5%) | loss: 4.627858 | lrm: 1.00 | dt: 329ms | tok/sec: 1,594,672 | mfu: 38.5% | epoch: 1 | remaining: 286s    
step 00053 (4.6%) | loss: 4.599795 | lrm: 1.00 | dt: 327ms | tok/sec: 1,603,049 | mfu: 38.7% | epoch: 1 | remaining: 286s    
step 00054 (4.7%) | loss: 4.570235 | lrm: 1.00 | dt: 328ms | tok/sec: 1,599,865 | mfu: 38.7% | epoch: 1 | remaining: 286s    
step 00055 (4.8%) | loss: 4.542420 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,283 | mfu: 38.5% | epoch: 1 | remaining: 285s    
step 00056 (4.9%) | loss: 4.519768 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,650 | mfu: 38.8% | epoch: 1 | remaining: 285s    
step 00057 (5.0%) | loss: 4.494813 | lrm: 1.00 | dt: 325ms | tok/sec: 1,612,739 | mfu: 39.0% | epoch: 1 | remaining: 285s    
step 00058 (5.1%) | loss: 4.466443 | lrm: 1.00 | dt: 327ms | tok/sec: 1,602,530 | mfu: 38.7% | epoch: 1 | remaining: 284s    
step 00059 (5.2%) | loss: 4.443023 | lrm: 1.00 | dt: 327ms | tok/sec: 1,604,933 | mfu: 38.8% | epoch: 1 | remaining: 284s    
step 00060 (5.4%) | loss: 4.418283 | lrm: 1.00 | dt: 329ms | tok/sec: 1,593,214 | mfu: 38.5% | epoch: 1 | remaining: 284s    
step 00061 (5.5%) | loss: 4.389847 | lrm: 1.00 | dt: 328ms | tok/sec: 1,597,688 | mfu: 38.6% | epoch: 1 | remaining: 283s    
step 00062 (5.6%) | loss: 4.367087 | lrm: 1.00 | dt: 326ms | tok/sec: 1,607,258 | mfu: 38.8% | epoch: 1 | remaining: 283s    
step 00063 (5.7%) | loss: 4.341295 | lrm: 1.00 | dt: 330ms | tok/sec: 1,589,313 | mfu: 38.4% | epoch: 1 | remaining: 283s    
