Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSLL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,800
  scalars                 : 20
  total                   : 85,852,980
Estimated FLOPs per token: 4.443389e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011349 | lrm: 1.00 | dt: 9333ms | tok/sec: 14,043 | mfu: 0.6% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 8.863194 | lrm: 1.00 | dt: 134ms | tok/sec: 981,414 | mfu: 44.1% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 8.502560 | lrm: 1.00 | dt: 137ms | tok/sec: 954,558 | mfu: 42.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 8.047717 | lrm: 1.00 | dt: 138ms | tok/sec: 950,698 | mfu: 42.7% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 7.696309 | lrm: 1.00 | dt: 137ms | tok/sec: 956,236 | mfu: 42.9% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 7.384654 | lrm: 1.00 | dt: 138ms | tok/sec: 948,762 | mfu: 42.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 7.137674 | lrm: 1.00 | dt: 137ms | tok/sec: 953,300 | mfu: 42.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 6.931505 | lrm: 1.00 | dt: 154ms | tok/sec: 850,625 | mfu: 38.2% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 6.757208 | lrm: 1.00 | dt: 144ms | tok/sec: 909,642 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 6.611607 | lrm: 1.00 | dt: 140ms | tok/sec: 936,098 | mfu: 42.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 6.485644 | lrm: 1.00 | dt: 140ms | tok/sec: 939,523 | mfu: 42.2% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 6.373669 | lrm: 1.00 | dt: 138ms | tok/sec: 946,999 | mfu: 42.5% | epoch: 1 | remaining: 300s    
step 00012 (0.0%) | loss: 6.280998 | lrm: 1.00 | dt: 137ms | tok/sec: 955,653 | mfu: 42.9% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 6.199144 | lrm: 1.00 | dt: 140ms | tok/sec: 934,083 | mfu: 41.9% | epoch: 1 | remaining: 300s    
step 00014 (0.1%) | loss: 6.124715 | lrm: 1.00 | dt: 150ms | tok/sec: 875,194 | mfu: 39.3% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 6.064074 | lrm: 1.00 | dt: 145ms | tok/sec: 903,469 | mfu: 40.6% | epoch: 1 | remaining: 299s    
step 00016 (0.2%) | loss: 6.010429 | lrm: 1.00 | dt: 140ms | tok/sec: 936,183 | mfu: 42.0% | epoch: 1 | remaining: 299s    
step 00017 (0.3%) | loss: 5.956749 | lrm: 1.00 | dt: 139ms | tok/sec: 942,742 | mfu: 42.3% | epoch: 1 | remaining: 299s    
step 00018 (0.3%) | loss: 5.909340 | lrm: 1.00 | dt: 137ms | tok/sec: 955,131 | mfu: 42.9% | epoch: 1 | remaining: 299s    
step 00019 (0.4%) | loss: 5.866409 | lrm: 1.00 | dt: 138ms | tok/sec: 949,692 | mfu: 42.6% | epoch: 1 | remaining: 299s    
step 00020 (0.4%) | loss: 5.829918 | lrm: 1.00 | dt: 142ms | tok/sec: 921,700 | mfu: 41.4% | epoch: 1 | remaining: 299s    
step 00021 (0.5%) | loss: 5.795925 | lrm: 1.00 | dt: 147ms | tok/sec: 891,911 | mfu: 40.1% | epoch: 1 | remaining: 298s    
step 00022 (0.5%) | loss: 5.762856 | lrm: 1.00 | dt: 146ms | tok/sec: 897,271 | mfu: 40.3% | epoch: 1 | remaining: 298s    
step 00023 (0.6%) | loss: 5.730745 | lrm: 1.00 | dt: 142ms | tok/sec: 922,856 | mfu: 41.4% | epoch: 1 | remaining: 298s    
step 00024 (0.6%) | loss: 5.701820 | lrm: 1.00 | dt: 138ms | tok/sec: 948,126 | mfu: 42.6% | epoch: 1 | remaining: 298s    
step 00025 (0.7%) | loss: 5.666799 | lrm: 1.00 | dt: 139ms | tok/sec: 940,914 | mfu: 42.3% | epoch: 1 | remaining: 298s    
step 00026 (0.7%) | loss: 5.639010 | lrm: 1.00 | dt: 140ms | tok/sec: 933,915 | mfu: 41.9% | epoch: 1 | remaining: 298s    
step 00027 (0.8%) | loss: 5.615506 | lrm: 1.00 | dt: 142ms | tok/sec: 921,946 | mfu: 41.4% | epoch: 1 | remaining: 298s    
step 00028 (0.8%) | loss: 5.593222 | lrm: 1.00 | dt: 144ms | tok/sec: 911,580 | mfu: 40.9% | epoch: 1 | remaining: 297s    
step 00029 (0.8%) | loss: 5.568057 | lrm: 1.00 | dt: 143ms | tok/sec: 917,700 | mfu: 41.2% | epoch: 1 | remaining: 297s    
step 00030 (0.9%) | loss: 5.543700 | lrm: 1.00 | dt: 140ms | tok/sec: 933,137 | mfu: 41.9% | epoch: 1 | remaining: 297s    
step 00031 (0.9%) | loss: 5.519296 | lrm: 1.00 | dt: 138ms | tok/sec: 946,420 | mfu: 42.5% | epoch: 1 | remaining: 297s    
step 00032 (1.0%) | loss: 5.493231 | lrm: 1.00 | dt: 140ms | tok/sec: 936,728 | mfu: 42.1% | epoch: 1 | remaining: 297s    
step 00033 (1.0%) | loss: 5.471943 | lrm: 1.00 | dt: 139ms | tok/sec: 942,781 | mfu: 42.3% | epoch: 1 | remaining: 297s    
step 00034 (1.1%) | loss: 5.446817 | lrm: 1.00 | dt: 143ms | tok/sec: 917,626 | mfu: 41.2% | epoch: 1 | remaining: 297s    
step 00035 (1.1%) | loss: 5.422485 | lrm: 1.00 | dt: 143ms | tok/sec: 918,080 | mfu: 41.2% | epoch: 1 | remaining: 296s    
step 00036 (1.2%) | loss: 5.402018 | lrm: 1.00 | dt: 142ms | tok/sec: 922,323 | mfu: 41.4% | epoch: 1 | remaining: 296s    
step 00037 (1.2%) | loss: 5.377540 | lrm: 1.00 | dt: 143ms | tok/sec: 915,676 | mfu: 41.1% | epoch: 1 | remaining: 296s    
step 00038 (1.3%) | loss: 5.355564 | lrm: 1.00 | dt: 140ms | tok/sec: 934,410 | mfu: 42.0% | epoch: 1 | remaining: 296s    
step 00039 (1.3%) | loss: 5.332855 | lrm: 1.00 | dt: 140ms | tok/sec: 935,937 | mfu: 42.0% | epoch: 1 | remaining: 296s    
step 00040 (1.4%) | loss: 5.309788 | lrm: 1.00 | dt: 142ms | tok/sec: 925,443 | mfu: 41.6% | epoch: 1 | remaining: 296s    
step 00041 (1.4%) | loss: 5.288133 | lrm: 1.00 | dt: 141ms | tok/sec: 928,682 | mfu: 41.7% | epoch: 1 | remaining: 296s    
step 00042 (1.5%) | loss: 5.268950 | lrm: 1.00 | dt: 141ms | tok/sec: 927,231 | mfu: 41.6% | epoch: 1 | remaining: 295s    
step 00043 (1.5%) | loss: 5.245427 | lrm: 1.00 | dt: 141ms | tok/sec: 929,065 | mfu: 41.7% | epoch: 1 | remaining: 295s    
step 00044 (1.6%) | loss: 5.225460 | lrm: 1.00 | dt: 141ms | tok/sec: 929,557 | mfu: 41.7% | epoch: 1 | remaining: 295s    
step 00045 (1.6%) | loss: 5.207902 | lrm: 1.00 | dt: 140ms | tok/sec: 937,917 | mfu: 42.1% | epoch: 1 | remaining: 295s    
step 00046 (1.6%) | loss: 5.190342 | lrm: 1.00 | dt: 139ms | tok/sec: 940,739 | mfu: 42.2% | epoch: 1 | remaining: 295s    
step 00047 (1.7%) | loss: 5.170388 | lrm: 1.00 | dt: 141ms | tok/sec: 928,008 | mfu: 41.7% | epoch: 1 | remaining: 295s    
step 00048 (1.7%) | loss: 5.152566 | lrm: 1.00 | dt: 139ms | tok/sec: 940,969 | mfu: 42.3% | epoch: 1 | remaining: 295s    
step 00049 (1.8%) | loss: 5.134610 | lrm: 1.00 | dt: 144ms | tok/sec: 913,062 | mfu: 41.0% | epoch: 1 | remaining: 294s    
step 00050 (1.8%) | loss: 5.115465 | lrm: 1.00 | dt: 142ms | tok/sec: 920,591 | mfu: 41.3% | epoch: 1 | remaining: 294s    
step 00051 (1.9%) | loss: 5.094410 | lrm: 1.00 | dt: 141ms | tok/sec: 931,795 | mfu: 41.8% | epoch: 1 | remaining: 294s    
step 00052 (1.9%) | loss: 5.070737 | lrm: 1.00 | dt: 140ms | tok/sec: 935,601 | mfu: 42.0% | epoch: 1 | remaining: 294s    
step 00053 (2.0%) | loss: 5.053806 | lrm: 1.00 | dt: 139ms | tok/sec: 940,623 | mfu: 42.2% | epoch: 1 | remaining: 294s    
step 00054 (2.0%) | loss: 5.034520 | lrm: 1.00 | dt: 142ms | tok/sec: 924,960 | mfu: 41.5% | epoch: 1 | remaining: 294s    
step 00055 (2.1%) | loss: 5.015237 | lrm: 1.00 | dt: 140ms | tok/sec: 938,221 | mfu: 42.1% | epoch: 1 | remaining: 294s    
step 00056 (2.1%) | loss: 4.995231 | lrm: 1.00 | dt: 142ms | tok/sec: 921,521 | mfu: 41.4% | epoch: 1 | remaining: 294s    
step 00057 (2.2%) | loss: 4.978943 | lrm: 1.00 | dt: 143ms | tok/sec: 914,260 | mfu: 41.1% | epoch: 1 | remaining: 293s    
step 00058 (2.2%) | loss: 4.965267 | lrm: 1.00 | dt: 141ms | tok/sec: 927,727 | mfu: 41.7% | epoch: 1 | remaining: 293s    
step 00059 (2.3%) | loss: 4.943983 | lrm: 1.00 | dt: 141ms | tok/sec: 932,244 | mfu: 41.9% | epoch: 1 | remaining: 293s    
step 00060 (2.3%) | loss: 4.925159 | lrm: 1.00 | dt: 141ms | tok/sec: 932,100 | mfu: 41.9% | epoch: 1 | remaining: 293s    
step 00061 (2.4%) | loss: 4.901601 | lrm: 1.00 | dt: 141ms | tok/sec: 930,412 | mfu: 41.8% | epoch: 1 | remaining: 293s    
step 00062 (2.4%) | loss: 4.883571 | lrm: 1.00 | dt: 141ms | tok/sec: 932,677 | mfu: 41.9% | epoch: 1 | remaining: 293s    
step 00063 (2.4%) | loss: 4.867206 | lrm: 1.00 | dt: 141ms | tok/sec: 926,944 | mfu: 41.6% | epoch: 1 | remaining: 293s    
step 00064 (2.5%) | loss: 4.851165 | lrm: 1.00 | dt: 142ms | tok/sec: 925,433 | mfu: 41.6% | epoch: 1 | remaining: 292s    
step 00065 (2.5%) | loss: 4.834328 | lrm: 1.00 | dt: 143ms | tok/sec: 918,167 | mfu: 41.2% | epoch: 1 | remaining: 292s    
step 00066 (2.6%) | loss: 4.815074 | lrm: 1.00 | dt: 141ms | tok/sec: 931,874 | mfu: 41.8% | epoch: 1 | remaining: 292s    
step 00067 (2.6%) | loss: 4.801425 | lrm: 1.00 | dt: 141ms | tok/sec: 929,501 | mfu: 41.7% | epoch: 1 | remaining: 292s    
step 00068 (2.7%) | loss: 4.785278 | lrm: 1.00 | dt: 140ms | tok/sec: 933,469 | mfu: 41.9% | epoch: 1 | remaining: 292s    
step 00069 (2.7%) | loss: 4.765655 | lrm: 1.00 | dt: 141ms | tok/sec: 929,544 | mfu: 41.7% | epoch: 1 | remaining: 292s    
step 00070 (2.8%) | loss: 4.750371 | lrm: 1.00 | dt: 140ms | tok/sec: 935,011 | mfu: 42.0% | epoch: 1 | remaining: 292s    
step 00071 (2.8%) | loss: 4.728570 | lrm: 1.00 | dt: 141ms | tok/sec: 927,922 | mfu: 41.7% | epoch: 1 | remaining: 291s    
step 00072 (2.9%) | loss: 4.713608 | lrm: 1.00 | dt: 141ms | tok/sec: 926,906 | mfu: 41.6% | epoch: 1 | remaining: 291s    
step 00073 (2.9%) | loss: 4.694235 | lrm: 1.00 | dt: 141ms | tok/sec: 929,792 | mfu: 41.8% | epoch: 1 | remaining: 291s    
step 00074 (3.0%) | loss: 4.678910 | lrm: 1.00 | dt: 141ms | tok/sec: 929,740 | mfu: 41.8% | epoch: 1 | remaining: 291s    
step 00075 (3.0%) | loss: 4.661546 | lrm: 1.00 | dt: 141ms | tok/sec: 926,353 | mfu: 41.6% | epoch: 1 | remaining: 291s    
step 00076 (3.1%) | loss: 4.644566 | lrm: 1.00 | dt: 141ms | tok/sec: 930,239 | mfu: 41.8% | epoch: 1 | remaining: 291s    
step 00077 (3.1%) | loss: 4.623832 | lrm: 1.00 | dt: 140ms | tok/sec: 938,779 | mfu: 42.2% | epoch: 1 | remaining: 291s    
