Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 8, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 25,166,336
  scalars                 : 16
  total                   : 50,332,176
Estimated FLOPs per token: 2.390784e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 9.011198 | lrm: 0.00 | dt: 8109ms | tok/sec: 64,654 | mfu: 1.6% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011210 | lrm: 0.00 | dt: 298ms | tok/sec: 1,759,318 | mfu: 42.5% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011208 | lrm: 0.00 | dt: 301ms | tok/sec: 1,744,331 | mfu: 42.1% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011230 | lrm: 0.00 | dt: 301ms | tok/sec: 1,739,875 | mfu: 42.0% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011222 | lrm: 0.00 | dt: 303ms | tok/sec: 1,731,470 | mfu: 41.8% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011212 | lrm: 0.00 | dt: 301ms | tok/sec: 1,743,179 | mfu: 42.1% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011217 | lrm: 0.00 | dt: 310ms | tok/sec: 1,689,127 | mfu: 40.8% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011217 | lrm: 0.00 | dt: 301ms | tok/sec: 1,741,773 | mfu: 42.1% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011216 | lrm: 0.00 | dt: 301ms | tok/sec: 1,739,699 | mfu: 42.0% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011222 | lrm: 0.00 | dt: 301ms | tok/sec: 1,742,231 | mfu: 42.1% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011223 | lrm: 0.00 | dt: 301ms | tok/sec: 1,738,963 | mfu: 42.0% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011241 | lrm: 0.00 | dt: 303ms | tok/sec: 1,732,482 | mfu: 41.9% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011231 | lrm: 0.02 | dt: 302ms | tok/sec: 1,735,160 | mfu: 41.9% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 9.010136 | lrm: 0.04 | dt: 326ms | tok/sec: 1,608,983 | mfu: 38.9% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 9.007123 | lrm: 0.06 | dt: 323ms | tok/sec: 1,623,807 | mfu: 39.2% | epoch: 1 | remaining: 299s    
step 00015 (0.4%) | loss: 9.001040 | lrm: 0.08 | dt: 322ms | tok/sec: 1,629,839 | mfu: 39.4% | epoch: 1 | remaining: 298s    
step 00016 (0.5%) | loss: 8.990087 | lrm: 0.11 | dt: 321ms | tok/sec: 1,631,688 | mfu: 39.4% | epoch: 1 | remaining: 298s    
step 00017 (0.6%) | loss: 8.970429 | lrm: 0.13 | dt: 322ms | tok/sec: 1,626,426 | mfu: 39.3% | epoch: 1 | remaining: 298s    
step 00018 (0.7%) | loss: 8.934851 | lrm: 0.15 | dt: 324ms | tok/sec: 1,619,761 | mfu: 39.1% | epoch: 1 | remaining: 297s    
step 00019 (0.8%) | loss: 8.872337 | lrm: 0.17 | dt: 346ms | tok/sec: 1,513,400 | mfu: 36.6% | epoch: 1 | remaining: 297s    
step 00020 (1.0%) | loss: 8.775027 | lrm: 0.19 | dt: 321ms | tok/sec: 1,634,380 | mfu: 39.5% | epoch: 1 | remaining: 297s    
step 00021 (1.1%) | loss: 8.652214 | lrm: 0.21 | dt: 323ms | tok/sec: 1,622,786 | mfu: 39.2% | epoch: 1 | remaining: 296s    
step 00022 (1.2%) | loss: 8.519011 | lrm: 0.24 | dt: 325ms | tok/sec: 1,613,555 | mfu: 39.0% | epoch: 1 | remaining: 296s    
step 00023 (1.3%) | loss: 8.372250 | lrm: 0.26 | dt: 319ms | tok/sec: 1,641,538 | mfu: 39.7% | epoch: 1 | remaining: 296s    
step 00024 (1.4%) | loss: 8.210311 | lrm: 0.28 | dt: 321ms | tok/sec: 1,635,415 | mfu: 39.5% | epoch: 1 | remaining: 296s    
step 00025 (1.5%) | loss: 8.044792 | lrm: 0.30 | dt: 325ms | tok/sec: 1,613,219 | mfu: 39.0% | epoch: 1 | remaining: 295s    
step 00026 (1.6%) | loss: 7.876712 | lrm: 0.32 | dt: 322ms | tok/sec: 1,627,130 | mfu: 39.3% | epoch: 1 | remaining: 295s    
step 00027 (1.7%) | loss: 7.712957 | lrm: 0.34 | dt: 324ms | tok/sec: 1,619,997 | mfu: 39.1% | epoch: 1 | remaining: 295s    
step 00028 (1.8%) | loss: 7.558174 | lrm: 0.36 | dt: 327ms | tok/sec: 1,603,382 | mfu: 38.7% | epoch: 1 | remaining: 294s    
step 00029 (1.9%) | loss: 7.410458 | lrm: 0.39 | dt: 353ms | tok/sec: 1,486,685 | mfu: 35.9% | epoch: 1 | remaining: 294s    
step 00030 (2.0%) | loss: 7.271565 | lrm: 0.41 | dt: 321ms | tok/sec: 1,631,893 | mfu: 39.4% | epoch: 1 | remaining: 294s    
step 00031 (2.2%) | loss: 7.137729 | lrm: 0.43 | dt: 321ms | tok/sec: 1,634,961 | mfu: 39.5% | epoch: 1 | remaining: 293s    
