Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,152,800
  scalars                 : 20
  total                   : 85,852,980
Estimated FLOPs per token: 4.286102e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011343 | lrm: 0.00 | dt: 9648ms | tok/sec: 27,172 | mfu: 1.2% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011376 | lrm: 0.00 | dt: 247ms | tok/sec: 1,060,071 | mfu: 45.9% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011384 | lrm: 0.00 | dt: 248ms | tok/sec: 1,058,766 | mfu: 45.9% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011366 | lrm: 0.00 | dt: 249ms | tok/sec: 1,053,047 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011341 | lrm: 0.00 | dt: 249ms | tok/sec: 1,051,409 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011339 | lrm: 0.00 | dt: 250ms | tok/sec: 1,050,494 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011352 | lrm: 0.00 | dt: 249ms | tok/sec: 1,053,116 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011338 | lrm: 0.00 | dt: 250ms | tok/sec: 1,049,425 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011333 | lrm: 0.00 | dt: 250ms | tok/sec: 1,046,541 | mfu: 45.3% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011323 | lrm: 0.00 | dt: 251ms | tok/sec: 1,044,721 | mfu: 45.3% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011321 | lrm: 0.00 | dt: 249ms | tok/sec: 1,054,094 | mfu: 45.7% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011338 | lrm: 0.00 | dt: 249ms | tok/sec: 1,052,491 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011327 | lrm: 0.02 | dt: 249ms | tok/sec: 1,051,833 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00013 (0.2%) | loss: 9.010423 | lrm: 0.03 | dt: 266ms | tok/sec: 986,825 | mfu: 42.7% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 9.007889 | lrm: 0.05 | dt: 272ms | tok/sec: 962,825 | mfu: 41.7% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 9.002906 | lrm: 0.07 | dt: 272ms | tok/sec: 962,027 | mfu: 41.7% | epoch: 1 | remaining: 299s    
step 00016 (0.4%) | loss: 8.994498 | lrm: 0.09 | dt: 271ms | tok/sec: 966,516 | mfu: 41.9% | epoch: 1 | remaining: 298s    
step 00017 (0.5%) | loss: 8.980712 | lrm: 0.11 | dt: 269ms | tok/sec: 975,629 | mfu: 42.3% | epoch: 1 | remaining: 298s    
step 00018 (0.6%) | loss: 8.957915 | lrm: 0.12 | dt: 270ms | tok/sec: 971,563 | mfu: 42.1% | epoch: 1 | remaining: 298s    
step 00019 (0.7%) | loss: 8.918847 | lrm: 0.14 | dt: 271ms | tok/sec: 966,590 | mfu: 41.9% | epoch: 1 | remaining: 298s    
step 00020 (0.8%) | loss: 8.853552 | lrm: 0.16 | dt: 267ms | tok/sec: 981,117 | mfu: 42.5% | epoch: 1 | remaining: 297s    
step 00021 (0.9%) | loss: 8.752538 | lrm: 0.18 | dt: 271ms | tok/sec: 967,250 | mfu: 41.9% | epoch: 1 | remaining: 297s    
step 00022 (1.0%) | loss: 8.630851 | lrm: 0.20 | dt: 268ms | tok/sec: 977,909 | mfu: 42.4% | epoch: 1 | remaining: 297s    
step 00023 (1.1%) | loss: 8.498139 | lrm: 0.21 | dt: 271ms | tok/sec: 968,166 | mfu: 41.9% | epoch: 1 | remaining: 297s    
step 00024 (1.2%) | loss: 8.346160 | lrm: 0.23 | dt: 269ms | tok/sec: 973,570 | mfu: 42.2% | epoch: 1 | remaining: 296s    
step 00025 (1.2%) | loss: 8.183407 | lrm: 0.25 | dt: 272ms | tok/sec: 962,856 | mfu: 41.7% | epoch: 1 | remaining: 296s    
step 00026 (1.3%) | loss: 8.017362 | lrm: 0.27 | dt: 269ms | tok/sec: 974,502 | mfu: 42.2% | epoch: 1 | remaining: 296s    
step 00027 (1.4%) | loss: 7.852556 | lrm: 0.29 | dt: 270ms | tok/sec: 971,844 | mfu: 42.1% | epoch: 1 | remaining: 295s    
step 00028 (1.5%) | loss: 7.695281 | lrm: 0.30 | dt: 271ms | tok/sec: 968,086 | mfu: 41.9% | epoch: 1 | remaining: 295s    
step 00029 (1.6%) | loss: 7.544132 | lrm: 0.32 | dt: 272ms | tok/sec: 965,441 | mfu: 41.8% | epoch: 1 | remaining: 295s    
step 00030 (1.7%) | loss: 7.396420 | lrm: 0.34 | dt: 269ms | tok/sec: 973,645 | mfu: 42.2% | epoch: 1 | remaining: 295s    
